# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=42
# chain_id=1
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC1_theta_logistic_4-14-20_1.csv
# diagnostic_file=stan_diagnostics/LCC1_theta_logistic_4-14-20_diagnostics_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
-435.115,1,0.0625,2,3,0,552.786,1.65178,-1.58596,2.40047,1.70399,-4.6091,2.90682,14.3398,-0.132802,51.1643,-8.28922,122.211,-1.14239
-435.115,0,14.3855,0,1,1,436.049,1.65178,-1.58596,2.40047,1.70399,0.83535,0.842543,0.384332,-0.559511,51.1643,-8.28922,122.211,-1.14239
-435.115,0,2.43117,0,1,1,438.422,1.65178,-1.58596,2.40047,1.70399,-0.359482,-1.80237,-1.78963,0.184772,51.1643,-8.28922,122.211,-1.14239
-435.115,0,0.239791,0,1,1,438.296,1.65178,-1.58596,2.40047,1.70399,-1.45372,-0.606229,-1.88091,-0.586079,51.1643,-8.28922,122.211,-1.14239
-272.819,0.9702,0.0186273,6,79,0,437.049,-5.9966,3.36002,1.33551,3.1482,10.7378,-12.3699,-5.34011,-5.62395,-1.92573,-5.68965,-57.8172,-29.715
-264.853,0.959406,0.0235387,3,7,0,275.58,-5.99718,3.39041,1.49652,3.30195,0.0912984,0.578365,3.5693,2.8933,-1.26648,-4.68099,5.54713,-21.1226
-248.801,0.963921,0.0325719,4,15,0,266.402,-5.65634,3.65692,1.46157,4.01201,-1.36613,-1.87022,0.529271,-5.43664,0.59305,-7.40106,23.3204,-17.6711
-239.65,0.995302,0.0493377,3,7,0,249.194,-5.70379,3.93814,1.26104,4.30508,-0.319981,2.29004,-0.475617,3.67623,1.24883,-9.7797,-18.5496,-24.4299
-238.295,1,0.0865901,2,3,0,239.641,-5.66525,3.93497,1.35025,4.35225,0.393456,0.342899,0.628647,1.42282,1.19306,-8.76649,9.27594,-20.2803
-231.793,0.159837,0.159142,2,6,1,240.226,-5.68169,3.78186,1.31316,4.74806,-0.463734,-0.02669,-1.02064,3.95091,4.52918,-11.756,9.89808,-18.3955
