# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=123456
# chain_id=4
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC1_treatment_4.csv
# diagnostic_file=stan_diagnostics/LCC1_treatment_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
-899.384,1,0.03125,2,3,0,924.053,-0.85902,-0.834936,1.63491,1.32307,0.689656,-1.80138,6.64469,1.21013,4.89671,-49.997,107.625,-1.27991
-899.384,0,14.3855,0,1,1,900.561,-0.85902,-0.834936,1.63491,1.32307,0.207002,-1.19833,0.0705158,0.932884,4.89671,-49.997,107.625,-1.27991
-899.384,0,2.43117,0,1,1,899.912,-0.85902,-0.834936,1.63491,1.32307,-0.301863,-0.370461,0.859488,0.29717,4.89671,-49.997,107.625,-1.27991
-899.384,0,0.239791,0,1,1,899.898,-0.85902,-0.834936,1.63491,1.32307,0.778798,-0.19135,0.104754,-0.611427,4.89671,-49.997,107.625,-1.27991
-877.505,0.99513,0.0186273,3,7,0,901.402,-0.822691,-0.519417,1.56245,1.14088,-0.0658943,6.5008,1.95456,-1.30723,4.96351,-55.4848,49.1078,-1.40604
-865.431,0.997635,0.0253549,2,7,0,880.091,-0.869097,-0.337227,1.51028,1.12594,-1.03876,5.0691,-1.57476,-0.256873,4.86118,-60.0547,2.51768,-1.53391
-867.601,0.930983,0.0395212,2,3,0,867.688,-0.874199,-0.371685,1.49799,1.12472,0.226342,-0.349085,-0.0425451,0.000613682,4.92083,-61.7876,-17.8991,-1.53786
-867.601,0.000833056,0.0542042,3,7,0,869.599,-0.874199,-0.371685,1.49799,1.12472,-0.135801,-0.528922,-1.87897,-0.408545,4.92083,-61.7876,-17.8991,-1.53786
-861.668,0.996873,0.00418225,5,31,0,870.327,-0.851108,-0.253715,1.545,1.16196,0.451755,4.01617,0.366694,0.922143,4.75035,-55.5297,56.2486,-1.50529
-848.341,0.999776,0.00750023,4,15,0,863.493,-0.873235,-0.0515012,1.46571,1.06295,0.485963,-4.99801,1.75909,1.41206,4.66117,-63.1555,-21.4738,-1.72595
-847.379,0.999872,0.0139669,3,7,0,848.657,-0.85638,-0.0356884,1.46877,1.05675,-0.538041,-1.4452,-0.372835,0.197819,4.67482,-62.6599,-15.5509,-1.71683
-849.724,0.475007,0.026456,3,7,0,854.412,-0.844987,0.0439372,1.58173,1.02076,0.0995669,2.85252,-0.907165,-0.637392,4.32555,-49.6638,130.29,-1.61607
-843.874,1,0.00967829,3,7,0,850.561,-0.872368,0.0399073,1.51836,1.03433,-1.00641,0.639217,-3.42222,0.491437,4.39843,-56.246,55.7153,-1.70834
-839.673,0.973311,0.0186831,2,3,0,844.629,-0.868322,0.0927918,1.44718,1.03821,-0.0241441,-2.57445,1.80734,-0.137488,4.53632,-64.2451,-27.7509,-1.82912
-809.581,0.99444,0.0331985,3,7,0,841.81,-0.978989,0.574821,1.45188,0.985837,1.30296,-7.83826,1.06919,0.421883,3.46191,-59.2993,36.8119,-2.27767
-800.061,0.393489,0.0628622,3,7,0,812.076,-0.845067,0.725416,1.39691,0.96684,-2.01379,-4.43336,0.516614,0.229044,3.70989,-64.831,-11.3827,-2.32764
-710.525,0.996205,0.0186391,4,15,0,803.627,-1.25287,2.12239,1.24857,0.603141,1.79553,-13.4375,1.07141,1.12531,-5.07386,-66.5101,-6.12967,-7.13165
-690.149,0.486037,0.0355526,2,3,0,713.995,-1.21928,2.4253,1.18961,0.662263,0.590256,6.0952,-3.05637,0.921961,-6.92092,-70.5635,-28.5022,-8.09287
-618.254,0.988926,0.0143437,5,31,0,693.002,-1.428,3.51541,1.04991,0.764099,0.301096,11.9385,-2.048,1.63843,-21.8623,-70.8751,-26.2244,-15.5292
-594.828,0.929053,0.0266767,3,7,0,620.46,-1.28925,3.82395,1.05367,0.715947,2.63723,6.64482,0.394634,0.0115288,-21.8503,-65.972,23.875,-14.5491
-594.387,0.989651,0.041152,2,3,0,596.624,-1.24575,3.80956,1.05036,0.744259,-1.47819,-1.03048,0.528539,-0.973449,-20.469,-67.0839,21.772,-13.874
-594.387,0.0801631,0.0754822,1,1,0,595.489,-1.24575,3.80956,1.05036,0.744259,-0.310906,-0.305301,1.21891,-0.726896,-20.469,-67.0839,21.772,-13.874
-587.672,0.967234,0.00953521,4,15,0,597.154,-1.22977,3.91554,0.951807,0.756361,-0.912965,-4.03844,1.19216,-0.632814,-25.7256,-79.2957,-54.7953,-16.6416
-578.514,0.999407,0.0164488,4,15,0,587.612,-1.21318,4.01654,1.00565,0.763578,-0.935578,-3.85827,-1.46628,-0.533734,-23.2303,-69.5716,11.5595,-15.0183
-563.503,0.912975,0.0308648,2,3,0,580.335,-1.17084,4.21539,0.96791,0.73941,1.66701,5.53506,0.071647,0.494612,-26.1322,-71.1621,7.16216,-16.085
-531.271,0.756666,0.0447802,2,3,0,565.173,-1.06297,4.61664,0.921601,0.74245,2.42023,7.52466,-2.182,0.752191,-28.8514,-70.0876,30.1077,-16.6714
-522.175,0.986702,0.041476,2,3,0,534.039,-0.948115,4.68636,0.874796,0.729545,2.55462,3.88123,-1.36665,0.520274,-28.686,-76.0665,8.86269,-16.4691
