# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=123456
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_treatment_2.csv
# diagnostic_file=stan_diagnostics/LCC9_treatment_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
392.106,1,0.00412437,3,11,0,-389.38,-3.1101,9.57891,-3.3301,7.4076,-0.574489,2.15634,0.262978,0.634433,111.163,107.552,-46.384,3.38119
392.543,0.567681,0.00618108,4,15,0,-389.16,-3.13273,9.58234,-3.31787,7.42155,1.18949,-1.87567,1.33706,0.211345,-134.499,-51.7911,-41.1275,-46.2115
393.935,0.658603,0.00415078,3,15,0,-386.561,-3.12149,9.58002,-3.28039,7.42016,-0.931705,2.61562,-2.54475,-0.749601,124.905,54.6337,-27.2483,187.341
394.88,0.999235,0.00330586,5,39,0,-393.701,-3.12164,9.58086,-3.16378,7.41952,0.288854,-0.363507,1.41638,0.368196,94.6732,84.8803,10.5653,132.549
395.175,0.774578,0.00492502,2,3,0,-394.059,-3.11999,9.57802,-3.1672,7.41673,-0.507134,-0.725515,-0.390109,-1.13836,29.3507,-20.8198,9.64276,61.9252
393.032,0.86219,0.00485197,3,11,0,-390.911,-3.13989,9.59152,-3.17405,7.42136,-1.64107,0.455055,-0.73976,0.89158,-127.237,220.915,5.44964,-127.175
393.032,0,0.358748,0,1,1,-389.17,-3.13989,9.59152,-3.17405,7.42136,19.9503,-8.30937,0.408015,-20.7585,-127.237,220.915,5.44964,-127.175
393.032,0,0.837699,0,1,1,-391.749,-3.13989,9.59152,-3.17405,7.42136,-0.98522,41.9226,1.15873,10.5673,-127.237,220.915,5.44964,-127.175
394.165,0.720101,0.0825966,3,11,0,-389.859,-3.10256,9.57768,-3.21751,7.40009,-9.36053,96.1536,-0.0531559,-4.06854,86.1446,115.84,-7.98695,-79.4052
393.843,0.831428,0.0408044,2,7,0,-391.281,-3.10754,9.5777,-3.19368,7.41415,-16.9968,-6.61944,1.46098,13.7366,279.013,144.974,-1.2371,263.431
