# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=42
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC1_theta_logistic_4-14-20_3.csv
# diagnostic_file=stan_diagnostics/LCC1_theta_logistic_4-14-20_diagnostics_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
-4447.33,1,0.00390625,1,1,0,90475.7,1.15056,1.53463,-0.336467,-1.66851,0.723606,53.8735,411.283,0.550773,8.53658,-1201.08,-8727.33,-24.7628
-4447.33,0,14.3855,0,1,1,4448.09,1.15056,1.53463,-0.336467,-1.66851,0.670508,0.841909,0.0131766,0.594204,8.53658,-1201.08,-8727.33,-24.7628
-4447.33,0,2.43117,0,1,1,4448.24,1.15056,1.53463,-0.336467,-1.66851,-0.463737,-0.869792,-0.916004,-0.011301,8.53658,-1201.08,-8727.33,-24.7628
-4447.33,0,0.239791,0,1,1,4450.22,1.15056,1.53463,-0.336467,-1.66851,0.720902,0.900436,-0.351287,2.07572,8.53658,-1201.08,-8727.33,-24.7628
-395.035,1,0.0186273,2,3,0,3987.56,1.17072,1.77338,1.17344,-1.66061,-0.802318,-13.3538,-83.7011,-0.44447,30.0771,-57.5939,-283.691,-2.17962
-333.725,1,0.0257257,2,3,0,392.75,1.04837,1.8266,1.508,-1.74642,-3.08972,2.02585,10.0883,-1.6204,26.7777,-29.722,-71.4362,-1.67149
-315.389,1,0.0404064,4,15,0,336.341,0.479598,2.16467,1.86627,-1.44231,-5.03427,3.54238,-0.0299901,2.00254,14.4735,-14.2368,61.0567,-1.47435
-310.815,0.964427,0.0687243,3,7,0,316.581,0.522895,2.34886,1.45076,-1.42468,0.698486,-3.05629,1.27964,-0.255641,14.2925,-30.5045,-67.0976,-2.06836
-294.514,0.560582,0.109812,2,3,0,307.245,0.159466,2.72031,1.48242,-1.42147,2.84485,-3.95272,1.30026,-0.231633,8.26743,-26.8033,-35.1934,-2.40873
-284.823,0.847445,0.0504456,3,7,0,296.522,0.023266,3.07837,1.63629,-1.24831,1.45934,-4.1369,-1.55174,-1.32161,7.09849,-18.754,29.1285,-2.16129
-269.555,1,0.0581827,3,7,0,286.361,0.100073,3.73846,1.53349,-1.206,0.84428,-5.71326,0.080146,-0.503057,7.23865,-20.2464,26.7116,-2.41477
-267.213,1,0.110075,1,1,0,270.297,0.041304,3.80664,1.5132,-1.19142,0.879236,-1.76003,1.49146,-0.273133,6.27455,-20.7236,23.7498,-2.55506
-267.213,1.81911e-77,0.209469,1,2,1,268.736,0.041304,3.80664,1.5132,-1.19142,0.80422,-0.0981713,-0.262562,1.52372,6.27455,-20.7236,23.7498,-2.55506
-265.876,0.992978,0.0173476,4,15,0,269.875,0.0272303,3.8337,1.45957,-1.28151,0.537115,-1.60262,2.21719,0.472859,5.55685,-22.7971,9.83312,-2.79759
-259.654,0.998285,0.0327882,3,7,0,267.083,-0.194901,4.03744,1.38287,-1.17577,1.89461,-3.15926,0.496852,-1.02044,1.75395,-25.1122,-4.91644,-3.53651
-216.328,0.675028,0.0628345,3,7,0,265.142,-0.253422,5.60468,1.25605,-0.137264,0.463366,-9.24109,1.38087,-3.17932,0.405861,-22.0652,38.4237,-3.94568
-141.374,0.922234,0.0443049,4,15,0,216.262,0.048849,9.99691,0.232052,2.27229,2.15265,-4.49987,8.04308,7.75902,16.436,132.933,-43.4661,-7.20725
-109.251,0.99585,0.0669886,3,15,0,133.864,-0.639636,7.74437,0.200536,2.99991,-0.0562224,-0.787102,-4.96939,-4.88977,-11.299,-60.1729,-23.0608,-13.5352
-77.4026,0.666667,0.126075,2,3,0,99.9509,-0.712094,9.25714,0.0401899,2.80532,-0.643174,-6.44346,1.21471,-1.29974,-0.899447,28.6285,-6.44507,-17.7339
-71.9986,1,0.0874576,2,3,0,79.1408,-0.848833,9.09932,-0.00621174,2.9559,-1.26811,-2.36758,-0.236025,2.6486,-6.7549,12.8742,-6.73553,-21.1942
-71.9986,1.71864e-05,0.165075,1,3,1,74.7641,-0.848833,9.09932,-0.00621174,2.9559,-0.640326,-1.63171,-1.3818,-0.741024,-6.7549,12.8742,-6.73553,-21.1942
-47.2987,0.997229,0.0160476,5,31,0,73.944,-0.952275,8.8017,-0.321402,4.30492,-0.766492,-1.44075,-1.85669,6.86878,8.30194,-13.365,-23.5229,-19.6067
-41.8646,0.928731,0.0302087,4,15,0,50.7095,-1.14915,8.97341,-0.103847,4.52453,1.91626,-1.54766,-1.70486,-2.95226,11.1959,1.99978,27.0115,-13.0914
-1.42338,0.94311,0.0461394,3,15,0,42.926,-1.96164,9.09427,-0.580342,5.4424,-5.41485,1.99485,-1.05092,6.97143,19.9338,-19.2543,5.85052,-32.7089
-0.939169,0.683488,0.0729657,2,3,0,2.796,-1.91645,9.14795,-0.532152,5.50099,0.545336,-0.831953,-0.0970809,-1.64763,31.9224,-2.63973,15.4418,-23.1536
10.6982,0.903639,0.0545499,2,3,0,1.97198,-2.04783,9.14637,-0.619732,5.74563,-3.26122,0.339323,-1.76586,3.38694,38.2348,-10.6925,19.3042,-21.8001
14.5113,0.450586,0.0764873,2,3,0,-7.87563,-2.13947,9.12599,-0.798792,5.73491,-2.40107,1.07398,-2.08181,1.42082,31.4525,-35.0475,-6.77838,-40.8171
20.9453,0.999595,0.0298774,3,7,0,-12.889,-2.24367,9.27658,-0.740574,5.7493,-2.34438,2.484,0.30448,2.08647,25.9291,-8.09966,17.238,-42.6523
23.9698,0.65257,0.0547123,2,3,0,-17.9535,-2.31066,9.35481,-0.662719,5.83615,1.93371,-1.28979,-0.391091,-2.54496,25.9262,5.11734,37.7207,-35.0016
33.9605,0.950989,0.0380409,2,3,0,-23.4048,-2.43949,9.35275,-0.763598,5.93112,2.08773,-0.16026,2.77025,-3.00879,5.68736,-8.84157,37.4579,-50.7938
37.068,0.578955,0.0602551,2,3,0,-32.5412,-2.39308,9.3494,-0.869808,5.94276,0.0556442,-0.114934,2.47307,-1.70921,27.4114,-5.66274,23.5798,-50.3175
58.27,0.886211,0.0344832,2,7,0,-31.6443,-2.59311,9.35741,-0.946225,6.22795,-3.2818,0.795063,-2.53452,5.95191,9.2647,-22.5227,47.8333,-51.661
61.8793,0.852557,0.0455648,2,3,0,-56.5099,-2.66597,9.39008,-0.977733,6.25306,1.2778,-1.23529,1.81519,-2.07007,-14.0941,-22.7471,49.3218,-66.6754
72.8739,0.672285,0.0547783,2,3,0,-60.4303,-2.61651,9.34623,-1.13267,6.35143,0.12562,-0.178661,3.93741,-3.05553,37.5528,-35.7546,40.4904,-45.9933
87.2037,0.454983,0.0407155,2,6,1,-67.7258,-2.66118,9.44041,-1.39796,6.37239,-3.12015,1.93542,-4.17652,2.83392,62.8894,-9.82751,21.9295,-74.2662
157.012,0.989061,0.0171701,4,15,0,-86.9547,-3.09912,9.54648,-1.78779,6.96573,7.14404,-0.880411,6.94624,-6.32862,50.5312,-4.63407,83.2547,44.0889
177.832,0.328967,0.0295604,2,6,1,-154.814,-3.20543,9.63697,-2.08398,7.04611,-0.0853562,-0.317137,-6.74391,0.669185,67.7634,95.7574,74.1697,107.461
183.699,1,0.0091385,3,7,0,-176.357,-3.19521,9.60259,-2.11029,7.0176,-0.382843,2.27426,2.15858,2.16935,-8.96271,17.2933,80.2766,42.6706
184.587,0.728446,0.0161192,2,3,0,-181.497,-3.19969,9.63643,-2.13798,7.00245,0.426174,0.371336,2.12302,1.16344,-10.4036,84.9054,78.9175,13.2529
182.489,0.825959,0.0141047,2,3,0,-182.01,-3.21286,9.64521,-2.13433,6.98367,-0.344841,0.092471,-0.278581,-0.867871,-83.5582,75.106,76.1719,-65.7195
208.491,1,0.0158237,3,7,0,-181.262,-3.05332,9.57007,-2.45435,6.87227,0.00240113,2.51355,-6.87158,-0.959387,127.515,64.877,70.4261,-31.1632
208.491,0.000450412,0.0274295,1,3,1,-207.673,-3.05332,9.57007,-2.45435,6.87227,0.217325,-0.558447,-1.12686,-0.0760134,127.515,64.877,70.4261,-31.1632
211.619,0.952007,0.0039039,4,15,0,-204.84,-3.12895,9.55248,-2.47039,6.92328,1.59564,-0.803095,1.9406,-2.56902,-174.202,-159.394,72.2973,-147.352
211.716,1,0.00601989,2,3,0,-211.137,-3.12806,9.55155,-2.46743,6.92552,-0.626452,-0.321905,-0.270712,-0.768113,-159.298,-158.298,72.9361,-131.754
220.425,0.991863,0.0103771,3,7,0,-210.392,-3.15556,9.60453,-2.54833,6.96744,1.47145,-0.0110296,-3.86127,1.72946,0.978915,83.9628,77.2519,21.8975
220.337,0.202013,0.0173973,2,7,1,-218.815,-3.15068,9.57278,-2.54742,6.95775,1.28025,-1.01188,-0.610285,-0.099026,-114.908,-93.5029,76.1909,-52.5962
218.978,0.984587,0.00427311,3,7,0,-217.966,-3.13576,9.60488,-2.5378,6.95912,0.536918,1.28423,-0.103053,-0.273047,100.78,135.342,76.372,77.2499
