# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=12345
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_vehicle_3.csv
# diagnostic_file=stan_diagnostics/LCC9_vehicle_3.csv
# append_samples=0lp_lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
284.423,0.992704,0.338259,4,19,0,-283.683,-3.28852,9.58936,-2.49291,7.44019,3.48193,15.0125,6.2695,54.34,-61.1935,29.9161,0.383814,-88.7734
284.608,0.985566,0.338259,3,7,0,-283.247,-3.28124,9.57749,-2.46979,7.45957,8.97456,-67.7905,8.25809,51.8751,32.6251,5.81917,6.35629,88.6155
284.641,0.991411,0.338259,4,15,0,-284.167,-3.28074,9.58945,-2.52256,7.44921,1.50374,56.9158,2.34557,10.0376,42.0015,91.4532,-8.48128,35.3189
284.478,0.994863,0.338259,4,15,0,-283.844,-3.29779,9.59414,-2.49197,7.45133,-8.94787,32.9889,-8.27102,-39.2286,-32.3169,50.9069,1.6735,-33.676
283.93,0.776553,0.338259,3,7,0,-281.348,-3.28327,9.56937,-2.53551,7.44473,13.759,130.205,-10.1434,4.19191,-111.392,-132.472,-17.1661,-70.883
283.483,0.992127,0.338259,3,11,0,-283,-3.28148,9.57828,-2.41031,7.43524,-21.8309,-36.9904,-4.27529,13.5885,-85.3615,-27.5596,22.9139,-98.2013
284.704,1,0.338259,2,3,0,-283.408,-3.26778,9.58238,-2.4495,7.44205,21.9014,7.77952,-22.8419,28.9968,41.1182,75.3405,13.58,26.6991
284.458,0.995166,0.338259,4,15,0,-283.267,-3.26796,9.576,-2.4231,7.43477,39.8895,-17.1879,-8.63527,-35.467,-25.1684,9.11546,20.422,-42.004
283.327,0.949838,0.338259,3,7,0,-282.397,-3.23719,9.55751,-2.53923,7.41198,-0.44198,-74.93,-1.37351,27.1811,-59.1138,-89.4053,-21.573,-120.693
283.862,0.996645,0.338259,3,15,0,-282.013,-3.23847,9.56751,-2.54656,7.41561,-5.19404,105.702,-2.81718,37.089,7.10141,15.2321,-21.3273,-72.1645
284.894,0.959893,0.338259,2,7,0,-283.124,-3.24947,9.56426,-2.49748,7.42469,-4.69305,-3.18244,24.5998,58.4891,-27.2101,-43.5458,-4.16214,-57.1614
284.128,0.970707,0.338259,3,7,0,-283.199,-3.24112,9.55148,-2.45823,7.4337,14.5775,-38.7272,16.2924,28.603,13.8398,-92.0337,4.95458,36.0316
284.44,0.999246,0.338259,3,7,0,-283.863,-3.23507,9.5545,-2.45882,7.42333,1.10077,-50.2474,2.89426,31.7134,8.26882,-59.9414,5.73725,-7.83535
282.024,0.788662,0.338259,4,15,0,-279.511,-3.32941,9.60256,-2.57146,7.47263,-2.24876,-72.2996,-5.43447,-89.9391,-82.8317,-3.0896,-26.6911,-9.78756
284.328,0.973868,0.338259,3,7,0,-280.092,-3.3049,9.58426,-2.49133,7.46282,37.5909,2.86255,28.564,-100.735,-63.1398,-47.5586,0.0923737,3.26986
283.089,0.891556,0.338259,2,7,0,-281.867,-3.32084,9.59044,-2.49228,7.46227,26.5635,-79.7676,0.550195,-9.46814,-137.672,-76.0007,-1.67888,-78.056
282.597,0.938235,0.338259,4,15,0,-281.277,-3.28938,9.58723,-2.42184,7.47162,46.2737,-7.05204,13.3536,-0.14017,85.9063,78.3013,19.2207,150.787
282.144,0.976038,0.338259,3,15,0,-281.471,-3.28428,9.58296,-2.40989,7.47201,-0.00949206,-57.7236,6.85655,-25.3626,94.3311,67.6828,21.4329,165.736
281.706,0.998261,0.338259,3,7,0,-280.566,-3.31286,9.59152,-2.37554,7.45615,33.1321,41.8475,-15.0452,-1.54224,-91.3581,-14.0852,32.758,-65.1743
284.321,0.989758,0.338259,3,7,0,-280.716,-3.27486,9.57274,-2.54003,7.43587,-4.98988,119.799,30.9308,10.0008,-90.4626,-76.5433,-17.3781,-94.5926
281.419,0.832933,0.338259,2,3,0,-279.72,-3.27014,9.56208,-2.60519,7.45546,47.9909,19.3784,-2.63629,50.3319,6.63566,-136.753,-45.1561,104.677
284.247,0.9856,0.338259,3,7,0,-278.807,-3.27961,9.5709,-2.50331,7.46154,28.2979,-68.7018,-50.4398,24.4707,23.2107,-48.1008,-5.9753,105.668
284.808,0.975574,0.338259,2,7,0,-283.466,-3.28498,9.58008,-2.49098,7.44209,-12.2585,-65.4825,-5.75709,54.0019,-74.5478,-31.7035,0.298375,-72.8536
284.667,0.898665,0.338259,2,7,0,-283.425,-3.27617,9.58778,-2.50237,7.44932,17.1238,66.591,-9.59914,39.8218,61.4536,99.2967,-2.31883,57.2583
284.673,0.987654,0.338259,3,7,0,-283.528,-3.29135,9.58573,-2.45384,7.45494,-31.2525,-29.8167,18.1658,5.22647,-13.0296,20.9759,12.8111,14.0092
282.478,0.780984,0.338259,3,7,0,-281.334,-3.28504,9.58898,-2.53267,7.47009,-15.8959,82.3456,2.01134,-20.6563,137.12,115.059,-15.876,203.085
283.386,0.99917,0.338259,3,7,0,-279.744,-3.31965,9.59198,-2.45653,7.4728,61.204,-4.73907,-32.0673,25.0119,-57.699,-23.8933,10.6033,23.2932
281.92,0.943205,0.338259,2,3,0,-281.713,-3.32565,9.58638,-2.44612,7.48663,11.4998,-7.1754,1.08428,25.0682,-46.9269,-65.7392,10.2315,90.4349
283.308,0.983108,0.338259,4,15,0,-281.308,-3.31233,9.58657,-2.47302,7.47825,-42.5518,-40.7442,10.3992,58.361,-11.6751,-25.2915,4.39238,97.2179
278.914,0.954906,0.338259,3,7,0,-276.366,-3.35232,9.61516,-2.59585,7.49146,10.849,-109.927,22.1028,9.46707,-56.3718,29.8411,-38.1635,70.382
277.496,0.779624,0.338259,2,3,0,-276.381,-3.34142,9.61642,-2.62795,7.49141,-4.78602,-37.9259,3.03721,-64.2479,42.1732,117.293,-50.885,159.395
283.299,0.499333,0.338259,2,7,0,-272.851,-3.30535,9.60636,-2.48431,7.4605,-111.406,34.1195,-51.0767,10.4528,34.5758,140.968,3.89228,31.1699
282.24,0.985628,0.338259,4,15,0,-281.242,-3.2997,9.57402,-2.40243,7.47517,39.2969,-29.7096,-3.32334,-24.3338,-10.5381,-58.8524,22.6644,97.6027
284.204,0.914865,0.338259,2,3,0,-281.535,-3.28661,9.57629,-2.42798,7.45835,6.01952,-9.73831,17.6739,98.8964,-10.9382,-24.077,18.628,43.9721
283.441,0.961433,0.338259,4,15,0,-282.038,-3.2531,9.56839,-2.38897,7.42326,18.9982,-34.7815,-11.3367,-62.7549,-30.8026,-5.76982,27.9981,-64.4997
280.195,0.920246,0.338259,3,7,0,-278.547,-3.20294,9.53787,-2.56013,7.41398,24.6619,-39.3152,12.9023,63.4019,91.4748,-125.85,-37.1826,64.0447
283.013,0.959381,0.338259,3,15,0,-277.58,-3.31384,9.60819,-2.46777,7.45803,-79.8094,94.4593,24.6894,28.5306,-22.3783,106.474,8.8663,-32.0974
283.483,1,0.338259,3,7,0,-282.748,-3.31034,9.60536,-2.48293,7.45855,-13.087,47.8196,14.0649,-6.22353,-12.747,101.907,4.51426,-15.6395
282.84,0.963749,0.338259,2,3,0,-282.692,-3.30561,9.6094,-2.47509,7.45339,-3.81289,28.3599,-1.41575,11.3037,8.89285,148.831,6.35554,-23.9684
283.38,0.842604,0.338259,3,11,0,-280.184,-3.23485,9.54527,-2.46588,7.43342,3.96944,131.248,5.13776,60.5502,22.1311,-123.472,0.160129,54.4849
282.957,0.793264,0.338259,2,7,0,-280.136,-3.23875,9.57639,-2.41564,7.41039,48.7797,-67.402,-7.13673,67.7063,15.4068,90.1231,19.6603,-77.6033
284.258,0.976863,0.338259,3,15,0,-280.706,-3.27709,9.56705,-2.44775,7.4567,53.1051,36.1653,17.6151,-83.8,-6.73796,-66.2409,11.0274,62.1157
284.492,0.981586,0.338259,3,7,0,-283.847,-3.27319,9.58931,-2.52302,7.44176,4.81053,-26.5057,11.8034,37.4728,47.0404,112.766,-9.01902,11.978
283.741,0.615945,0.338259,3,7,0,-281.349,-3.30911,9.5818,-2.47692,7.46115,48.0642,11.5525,11.969,69.3898,-108.934,-89.8228,3.0846,-39.4195
284.603,0.928165,0.338259,3,15,0,-280.48,-3.26414,9.56286,-2.45717,7.44767,2.74291,31.0093,1.87491,-135.784,2.93519,-65.3366,8.0129,50.0649
284.507,0.901665,0.338259,3,7,0,-283.229,-3.25804,9.57048,-2.50522,7.44839,-13.3713,-81.8101,8.04974,28.1558,84.2003,25.4557,-6.26717,113.065
283.44,0.913234,0.338259,3,7,0,-283.139,-3.25204,9.56705,-2.51353,7.45163,-2.46448,-42.0201,-5.34045,-6.58445,125.578,29.0383,-11.5233,169.959
284.388,1,0.338259,2,7,0,-281.22,-3.2749,9.56844,-2.4271,7.44638,42.4276,-16.335,-34.1609,38.1401,-39.0995,-60.1838,17.9614,-4.21167
283.302,0.908508,0.338259,3,7,0,-281.847,-3.27167,9.56935,-2.4083,7.45981,2.25083,11.4455,12.7687,73.31,46.4788,-9.19842,22.023,109.995
281.587,0.952006,0.338259,3,7,0,-281.089,-3.28012,9.56198,-2.39172,7.47068,28.6852,23.2928,0.369669,12.6613,21.5384,-76.1578,22.895,130.508
281.689,0.971245,0.338259,3,7,0,-280.254,-3.28675,9.6009,-2.54463,7.42839,11.8786,6.92652,20.3053,55.5588,-64.2181,120.107,-19.6172,-172.463
282.029,0.996664,0.338259,3,7,0,-280.296,-3.30733,9.58096,-2.52432,7.48401,-27.7501,-70.4532,15.7583,35.584,24.7836,-48.8054,-15.2334,176.096
281.699,0.990818,0.338259,3,7,0,-279.864,-3.31512,9.61243,-2.53068,7.44899,15.1041,80.0917,4.51023,-61.5092,-65.8362,119.188,-13.0114,-120.227
284.682,0.949301,0.338259,3,7,0,-280.704,-3.28017,9.57211,-2.47701,7.45758,-3.16119,-165.241,11.307,-11.8433,3.06524,-42.2846,3.36977,67.3655
284.815,0.887081,0.338259,3,15,0,-283.256,-3.27628,9.57819,-2.5445,7.44824,38.5764,63.3838,-13.1445,-8.43986,6.07161,0.314434,-16.8657,26.8919
284.719,0.917033,0.338259,2,7,0,-281.413,-3.27268,9.5772,-2.44272,7.43628,-19.0883,2.27035,-42.1546,25.2813,-40.0373,-1.73213,14.9111,-53.8957
284.703,0.994698,0.338259,4,15,0,-283.952,-3.27329,9.57926,-2.53697,7.45084,-1.00887,-7.45673,-19.7122,20.207,48.2095,34.8794,-14.526,71.8723
283.899,0.953562,0.338259,4,15,0,-283.321,-3.22627,9.55284,-2.42969,7.41879,-22.7226,-43.3822,5.44347,-11.0785,26.8285,-38.8601,13.6329,-0.665486
282.939,0.824344,0.338259,3,7,0,-281.638,-3.23908,9.55362,-2.37753,7.43138,51.5846,-6.6386,-2.79145,10.4617,19.4799,-48.018,28.5266,28.3744
283.737,0.906452,0.338259,3,15,0,-281.093,-3.26317,9.58246,-2.54794,7.44767,34.7926,-72.0346,28.2191,9.9474,117.566,115.028,-19.4592,114.037
284.238,0.976782,0.338259,4,15,0,-282.819,-3.26196,9.56446,-2.54631,7.43293,42.1116,9.34009,17.7432,13.3065,-64.5514,-100.542,-20.8084,-63.1934
284.526,0.908862,0.338259,4,15,0,-283.083,-3.28518,9.57056,-2.48879,7.449,-19.3336,4.87329,-20.4617,-50.764,-83.7937,-103.058,-0.982575,-35.7673
284.887,0.998673,0.338259,3,15,0,-284.379,-3.25973,9.5742,-2.50016,7.4447,-1.58871,-6.14114,1.97407,47.8804,70.3507,44.3922,-3.371,79.0671
284.965,0.987645,0.338259,3,7,0,-284.464,-3.27233,9.58421,-2.51639,7.44268,-15.3511,-1.73651,-3.76375,-41.086,30.5793,70.1113,-6.79015,13.16
284.477,0.839497,0.338259,3,7,0,-283.495,-3.27316,9.58663,-2.54178,7.4377,-33.5344,1.20378,-0.523244,-45.6333,8.95095,77.0675,-15.4377,-32.6664
281.598,0.897137,0.338259,4,15,0,-280.974,-3.27825,9.59901,-2.57709,7.4293,12.0725,45.5588,-4.59237,-33.07,-10.0238,156.886,-30.3568,-122.345
281.476,0.67292,0.338259,4,15,0,-278.685,-3.24781,9.57454,-2.37761,7.44887,-43.0911,-73.5501,13.598,63.1752,132.892,107.541,28.8057,143.702
277.764,0.842375,0.338259,3,7,0,-277.08,-3.30765,9.56436,-2.32727,7.45172,-6.57809,-30.6405,4.11165,-48.4229,-175.857,-170.216,36.028,-109.794
275.014,1,0.338259,3,7,0,-273.628,-3.29247,9.58392,-2.27246,7.48749,-14.4953,-77.6516,10.2644,-36.363,96.6046,72.6072,51.4411,185.157
281.985,0.970886,0.338259,4,15,0,-270.155,-3.2947,9.60323,-2.56373,7.46379,15.7507,152.74,70.4075,28.333,120.526,191.418,-24.3531,129.275
279.905,0.99783,0.338259,3,7,0,-275.846,-3.33792,9.59763,-2.36964,7.47082,14.647,30.8274,-47.04,-21.459,-127.812,-46.3186,32.2218,-64.6888
281.825,0.989613,0.338259,3,7,0,-278.356,-3.31194,9.59676,-2.49361,7.48642,35.4191,-7.60882,-41.1698,-7.27888,88.6781,82.5672,-3.34159,198.223
285.039,0.98337,0.338259,4,15,0,-281.339,-3.26034,9.57222,-2.48419,7.42869,-73.6246,83.4422,-9.25782,-13.8971,-33.3466,-10.5793,1.56616,-65.0894
283.613,0.783664,0.338259,2,3,0,-281.657,-3.24878,9.5854,-2.48619,7.42906,-18.5988,-114.367,1.77621,2.68437,103.676,167.301,0.119512,30.5816
284.927,0.88511,0.338259,3,7,0,-282.359,-3.255,9.57486,-2.52299,7.43459,45.5173,97.6712,12.9901,2.53311,48.5033,50.214,-10.4958,20.9449
284.082,0.904538,0.338259,2,3,0,-283.983,-3.26685,9.57192,-2.5241,7.42572,10.0344,0.958469,3.85493,11.0066,-99.3622,-61.7605,-13.0329,-137.965
284.019,0.946599,0.338259,4,15,0,-281.271,-3.31054,9.59787,-2.49147,7.45861,31.7322,97.4016,24.0577,-2.57657,-53.0952,34.9661,1.61341,-33.962
282.192,0.530271,0.338259,3,7,0,-277.653,-3.30392,9.56951,-2.52215,7.45754,80.2187,-87.2992,-8.41284,39.4734,-171.128,-203.664,-16.2598,-75.4436
280.755,0.947631,0.338259,3,7,0,-279.581,-3.26171,9.59709,-2.39866,7.44494,-6.34169,1.66922,16.2649,-57.2685,142.792,219.561,24.2439,100.394
279.907,0.959458,0.338259,3,7,0,-275.447,-3.24175,9.54112,-2.55858,7.44774,-49.1929,-154.465,3.1201,14.0096,45.9829,-208.508,-36.5476,147.519
280.284,0.987118,0.338259,3,7,0,-277.777,-3.22143,9.58127,-2.42578,7.39281,-30.095,-53.5519,26.7719,47.0881,43.3459,171.328,11.7424,-114.686
280.724,0.976255,0.338259,2,3,0,-279.1,-3.23123,9.58528,-2.41346,7.40126,34.826,43.8979,-0.178403,-60.3882,48.1559,176.366,17.2254,-90.6731
281.155,1,0.338259,3,7,0,-280.476,-3.23793,9.58603,-2.417,7.40374,25.6889,18.8085,5.9949,-34.6203,28.0717,159.44,17.1039,-104.465
280.227,0.982742,0.338259,3,7,0,-279.55,-3.26593,9.54959,-2.54134,7.46513,-21.9057,16.5932,-12.6256,25.7671,27.7391,-193.517,-29.1166,177.839
283.016,0.904563,0.338259,3,7,0,-278.034,-3.28041,9.59708,-2.43874,7.45354,12.0731,167.519,21.2321,-38.6402,93.9465,162.834,16.1167,81.26
284.108,1,0.338259,3,7,0,-282.979,-3.27914,9.5785,-2.53545,7.46062,-38.106,23.3648,13.5117,-16.7847,63.4309,19.7882,-15.2576,125.404
282.444,0.955783,0.338259,3,7,0,-282.064,-3.28989,9.56164,-2.53092,7.4594,-7.56426,35.9809,-8.40901,16.2985,-107.473,-206.25,-19.6951,7.05896
283.984,1,0.338259,3,7,0,-282.325,-3.25413,9.5798,-2.4569,7.41835,26.3612,-58.5751,10.8289,55.4437,-15.0896,66.991,9.20125,-95.4923
284.18,0.939123,0.338259,3,7,0,-283.105,-3.25169,9.55562,-2.50733,7.4283,19.5553,70.933,9.11642,-17.6275,-63.6462,-132.075,-9.93337,-59.0705
283.845,0.993076,0.338259,3,15,0,-282.749,-3.25551,9.58724,-2.50829,7.43077,22.9373,-75.9099,-3.13742,-14.2881,84.8124,158.354,-6.09353,12.2269
282.647,0.968666,0.338259,3,7,0,-281.415,-3.28627,9.59417,-2.53931,7.42968,25.8383,44.1472,1.27634,-54.7476,-90.3514,59.0413,-17.1357,-172.062
283.509,0.981578,0.338259,3,15,0,-280.858,-3.24195,9.56628,-2.54497,7.43942,-33.4587,116.41,-8.80936,-25.4958,123.904,41.8284,-21.5496,126.373
284.496,1,0.338259,3,7,0,-283.214,-3.26196,9.57825,-2.46952,7.42408,17.0591,34.3891,19.0563,41.4258,-38.7186,28.0002,6.02695,-96.8355
282.358,0.951953,0.338259,3,15,0,-279.782,-3.28274,9.60346,-2.44465,7.43482,30.8222,-91.0536,-6.77107,-65.1832,15.8879,166.873,13.8473,-63.5959
281.76,0.948761,0.338259,3,7,0,-278.081,-3.29837,9.57321,-2.58518,7.47005,4.87156,94.5864,31.5044,-59.8594,-43.938,-133.407,-36.3345,92.0318
282.318,1,0.338259,3,7,0,-281.153,-3.29032,9.57018,-2.57914,7.46519,-30.7439,10.9891,-11.0225,47.9262,-33.054,-129.178,-33.8351,86.4941
283.21,0.900035,0.338259,3,15,0,-273.992,-3.21301,9.54766,-2.49462,7.40603,51.09,-50.6978,33.8439,-162.482,17.8361,-69.716,-9.15454,-44.8605
282.26,0.628865,0.338259,3,7,0,-279.911,-3.19645,9.5427,-2.46446,7.3999,46.7555,56.0663,13.3285,52.114,60.1861,-48.2271,-2.22829,-12.7869
282.156,0.820776,0.338259,3,7,0,-277.745,-3.24,9.55179,-2.35474,7.43044,82.099,-43.46,-19.791,-37.6562,3.79079,-60.8506,33.9696,14.4158
280.494,0.98827,0.338259,3,7,0,-280.204,-3.23206,9.55113,-2.31286,7.42195,-11.8052,-12.719,-4.05448,28.435,2.74736,-41.671,43.8777,-6.44245
283.418,0.991294,0.338259,3,7,0,-280.01,-3.22369,9.55999,-2.40673,7.4132,16.566,-21.4191,42.7983,24.3571,40.9897,23.9771,20.9584,-14.8738
281.174,0.778287,0.338259,3,7,0,-279.103,-3.24137,9.57637,-2.35623,7.43702,16.108,6.06332,23.2352,-69.1651,114.431,123.252,35.2037,91.8471
281.237,0.995107,0.338259,3,7,0,-280.021,-3.2663,9.57034,-2.34384,7.42346,28.537,43.5105,17.1589,18.7409,-82.2058,-32.769,38.2999,-109.881
282.188,0.865912,0.338259,4,15,0,-277.796,-3.30102,9.58637,-2.37788,7.44804,20.7587,50.1649,34.0754,93.5116,-88.9651,-17.8214,32.0551,-77.5251
282.676,1,0.338259,2,3,0,-281.977,-3.28643,9.59016,-2.3766,7.45098,-30.1675,-5.28891,11.1004,-16.3263,13.6071,74.2294,34.0577,15.5015
285.246,0.998626,0.338259,3,7,0,-282.218,-3.26544,9.57453,-2.47088,7.43842,-25.2218,68.3057,35.016,-10.6331,0.195525,8.8981,6.62921,-6.26845
283.489,0.938194,0.338259,3,7,0,-282.665,-3.27141,9.5782,-2.59351,7.44722,0.428437,-24.8906,14.5537,42.0622,37.2283,19.2912,-34.9799,52.0184
283.367,0.709712,0.338259,2,3,0,-281.758,-3.26986,9.57797,-2.58471,7.4515,40.0752,28.3301,-16.1505,37.3328,75.5497,38.6276,-32.4514,104.898
284.962,1,0.338259,3,15,0,-282.859,-3.27302,9.57567,-2.45008,7.44749,-25.6976,-30.458,-31.4254,1.38159,8.44588,5.65244,12.9179,28.7589
284.839,0.925367,0.338259,4,15,0,-284.008,-3.28734,9.57579,-2.48834,7.45619,-30.1726,-0.608388,-13.4029,-21.2806,-31.2895,-49.9817,0.654108,25.4082
284.436,0.947527,0.338259,3,15,0,-283.979,-3.26087,9.57308,-2.46041,7.42321,10.3451,-15.945,-10.2687,-29.9456,-60.1161,-12.8531,7.99177,-106.93
285.054,1,0.338259,3,7,0,-284.253,-3.2615,9.56715,-2.45701,7.43916,28.6345,41.4766,9.86967,-8.22699,-6.56047,-33.6566,9.5302,5.23173
284.997,0.935103,0.338259,3,15,0,-283.971,-3.27662,9.57254,-2.50785,7.45148,34.9486,-24.7748,14.078,12.0008,-6.71527,-41.921,-5.761,38.9198
284.255,0.817786,0.338259,3,11,0,-283.529,-3.25745,9.57936,-2.45388,7.44333,12.8308,-2.52673,-4.87604,53.0325,93.617,99.3754,10.8152,84.0907
283.511,0.920997,0.338259,2,7,0,-281.958,-3.26301,9.56354,-2.49671,7.42226,18.8927,-61.6723,-18.4221,-36.8383,-130.676,-121.483,-6.79068,-156.898
285.039,1,0.338259,2,3,0,-283.539,-3.24901,9.56837,-2.49067,7.42535,43.8509,52.3137,5.48369,27.7817,-0.504009,0.118275,-1.10318,-39.1914
284.252,0.945577,0.338259,3,7,0,-283.677,-3.2557,9.58201,-2.44472,7.42871,13.5279,18.3728,-3.12447,-44.3786,39.3787,99.6967,14.0174,-16.3494
283.886,0.950251,0.338259,3,7,0,-282.17,-3.27774,9.57293,-2.45451,7.46375,-10.2406,-61.6076,23.8785,29.5095,52.4804,-6.05566,9.09182,127.667
284.505,0.920719,0.338259,4,15,0,-282.106,-3.26038,9.57456,-2.43389,7.44387,-1.00213,-9.93282,4.10911,-104.446,55.4272,46.9171,16.9275,60.9828
283.624,0.895402,0.338259,3,7,0,-281.544,-3.26902,9.59423,-2.46772,7.43404,-39.2051,54.937,-18.2147,-42.0247,49.1767,155.976,7.48868,-19.1998
283.655,0.996656,0.338259,3,7,0,-282.888,-3.29153,9.57167,-2.50606,7.46834,9.6603,-28.7906,-7.45733,48.9019,-10.8056,-86.1692,-7.8307,99.8107
283.281,0.837402,0.338259,4,15,0,-281.93,-3.25151,9.55217,-2.47559,7.42162,-10.0154,-86.9192,-10.8403,18.5012,-111.014,-164.234,-2.21824,-116.404
282.796,0.977398,0.338259,3,15,0,-281.452,-3.26918,9.568,-2.36963,7.43455,45.9672,-34.3738,4.5766,26.1586,-60.4486,-47.3481,32.9143,-58.1571
284.732,0.999666,0.338259,3,7,0,-282.468,-3.2392,9.56432,-2.45442,7.42443,-11.1503,-34.2092,-32.3599,-36.0308,33.1983,11.7147,9.15291,-0.752828
284.525,0.912676,0.338259,3,11,0,-283.612,-3.26801,9.58086,-2.50323,7.45117,34.9264,-15.6321,9.64969,-25.9615,88.6265,80.3892,-3.96942,104.044
284.149,0.954149,0.338259,2,7,0,-280.538,-3.26657,9.58275,-2.55486,7.44499,-9.05893,4.74968,-41.7724,-53.9534,80.1618,92.6451,-20.7909,69.1153
284.22,0.860175,0.338259,4,15,0,-282.605,-3.29101,9.58667,-2.56292,7.45247,-25.9715,-38.7046,-10.962,-64.1483,-24.1609,11.8164,-22.4732,-3.60626
284.231,0.969561,0.338259,2,3,0,-284.031,-3.28553,9.58878,-2.55819,7.45243,12.4886,11.6706,7.6357,-6.47861,27.513,65.8293,-20.6296,36.7815
281.763,0.764085,0.338259,4,15,0,-280.639,-3.25083,9.54095,-2.41065,7.43387,-28.5256,48.9682,-10.1399,-33.2732,-80.0251,-200.519,13.9039,-31.1192
281.424,0.863624,0.338259,2,7,0,-276.49,-3.20492,9.56704,-2.43504,7.41038,-34.3143,-117.46,14.9875,98.9719,161.902,154.943,8.96608,69.6988
281.511,0.990257,0.338259,4,15,0,-279.753,-3.21894,9.54289,-2.37242,7.4286,23.0949,37.7139,-10.0689,72.6844,66.1535,-59.5159,25.7681,79.1859
283.358,0.95983,0.338259,3,7,0,-279.93,-3.23168,9.56422,-2.39444,7.42242,46.2671,-105.049,18.4409,39.4785,58.1065,43.882,25.4402,20.1155
284.76,0.99981,0.338259,3,15,0,-283.051,-3.25971,9.56043,-2.4912,7.43725,-7.0028,37.3921,-26.7395,36.6537,-38.8588,-99.4139,-2.90259,-15.6877
283.811,0.98502,0.338259,3,7,0,-283.046,-3.27275,9.58136,-2.57914,7.43586,-22.334,51.7257,8.0223,-16.0494,-31.0347,17.1852,-29.4031,-65.6023
281.445,0.647248,0.338259,3,15,0,-278.519,-3.2858,9.57545,-2.37183,7.43178,10.5856,90.9664,18.0393,-74.3944,-127.456,-63.1907,30.6415,-138.604
275.964,0.865517,0.338259,3,7,0,-275.744,-3.25887,9.59496,-2.28245,7.44855,-20.7404,-10.4923,0.904591,1.40905,130.584,192.959,51.4849,107.894
282.638,0.960532,0.338259,3,15,0,-274.966,-3.32079,9.58476,-2.44615,7.46649,-38.4347,-14.2477,55.454,-90.362,-129.938,-98.8572,11.1726,-48.6718
284.066,0.97457,0.338259,3,15,0,-281.553,-3.29836,9.58449,-2.43946,7.46493,71.4084,-3.10788,3.15202,-19.7169,-7.74196,1.09497,16.0674,53.5347
284.59,0.928716,0.338259,3,7,0,-283.474,-3.29841,9.58313,-2.48307,7.46215,11.0359,12.7538,16.3694,52.0141,-30.7705,-24.584,3.04043,31.0467
284.553,0.895687,0.338259,4,15,0,-283.548,-3.28123,9.5744,-2.45509,7.44071,-9.90341,26.3201,0.304366,63.2197,-80.9042,-57.8295,10.2687,-70.6802
284.455,0.965182,0.338259,3,7,0,-283.385,-3.28287,9.5792,-2.47461,7.43691,-10.4038,-58.1992,17.9053,8.39611,-91.9295,-37.0166,4.59352,-103.921
283.876,0.994081,0.338259,3,7,0,-283.352,-3.29774,9.5752,-2.52828,7.45848,-13.524,26.0001,-1.08088,-39.8522,-94.2768,-116.599,-13.9637,-16.0821
283.97,0.95378,0.338259,3,7,0,-282.777,-3.28658,9.57878,-2.54454,7.46352,18.3218,-17.0831,-5.43133,66.1563,32.3643,-12.3314,-18.3234,109.993
284.308,1,0.338259,4,15,0,-283.096,-3.23893,9.57424,-2.48787,7.41911,-29.282,35.686,-16.9979,25.9678,55.0284,90.041,-0.843152,-22.5973
283.629,0.981563,0.338259,3,15,0,-281.524,-3.2353,9.57283,-2.45452,7.409,-9.10046,27.6149,-27.8888,54.8985,13.2868,72.6744,8.09359,-84.1424
284.85,0.922285,0.338259,3,7,0,-282.864,-3.24177,9.56176,-2.50276,7.42512,42.7505,69.1559,12.9207,-29.4569,11.8578,-30.1964,-6.29801,-15.5101
283.09,0.929708,0.338259,4,15,0,-280.705,-3.29921,9.59541,-2.58718,7.45819,42.2773,-8.92994,-9.58593,-79.7621,4.98661,68.2082,-30.8915,24.2104
284.492,0.852388,0.338259,3,7,0,-281.9,-3.29792,9.59407,-2.49169,7.45882,-35.5448,10.8733,-32.9449,-26.2793,8.85915,66.8515,1.84634,30.4636
284.393,0.747535,0.338259,4,15,0,-282.165,-3.28037,9.57269,-2.54596,7.44511,-67.5073,-6.44636,-6.25414,-2.41815,-72.5864,-86.2767,-19.0364,-42.2942
284.605,0.82169,0.338259,3,7,0,-283.025,-3.26452,9.57991,-2.54926,7.43529,32.0963,22.748,-10.1632,62.6784,16.8275,50.2587,-18.6372,-18.7925
284.547,0.975207,0.338259,4,15,0,-282.975,-3.26258,9.57292,-2.4291,7.43085,31.1369,-29.276,21.6971,-30.6663,-28.5922,-1.30426,18.1841,-51.4717
282.598,0.879484,0.338259,3,7,0,-281.106,-3.26274,9.56159,-2.41055,7.46051,-17.7176,-54.7963,1.45639,65.6502,65.0654,-33.0983,18.7437,142.526
