# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=12345
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_vehicle_3.csv
# diagnostic_file=stan_diagnostics/LCC9_vehicle_3.csv
# append_samples=0lp_lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
284.195,0.99778,0.314221,4,15,0,-282.798,-3.26565,9.57287,-2.55729,7.43065,4.33299,-35.5267,-6.26575,-72.434,-60.3467,-42.1664,-23.109,-89.3812
283.308,1,0.533158,3,7,0,-283.027,-3.22656,9.55701,-2.39721,7.42265,-12.6898,16.9158,10.7158,7.64609,57.5076,6.94389,23.4025,32.4321
283.831,0.345513,0.902395,1,3,0,-282.782,-3.23349,9.5623,-2.45138,7.40796,-4.46401,-24.3232,26.7907,-8.99768,-28.2672,-13.271,7.91678,-103.233
284.395,0.950195,0.285707,4,15,0,-282.696,-3.3029,9.59484,-2.51055,7.45969,-35.199,42.7557,9.41271,-57.5733,-14.4365,48.7706,-4.17451,11.9409
281.691,0.730458,0.424907,3,7,0,-280.285,-3.32469,9.6041,-2.43182,7.48565,33.1717,-63.0726,0.445806,34.6183,36.7062,79.6724,17.2328,122.179
284.353,0.998799,0.361782,3,15,0,-281.144,-3.27008,9.58726,-2.52885,7.44525,-47.4436,89.6501,20.8593,38.2866,78.3703,118.244,-11.4455,58.0043
284.353,0.0875023,0.602677,3,7,0,-280.081,-3.27008,9.58726,-2.52885,7.44525,6.6717,-97.089,-23.6974,-96.5096,78.3703,118.244,-11.4455,58.0043
285.003,0.997942,0.104506,4,31,0,-283.24,-3.28029,9.57573,-2.52218,7.44881,27.9899,88.8708,-8.26582,-14.7799,-30.5453,-39.972,-9.8079,1.38376
283.927,0.984981,0.173975,4,15,0,-283.468,-3.25687,9.58444,-2.54104,7.42766,29.7938,-0.619652,0.988985,-14.6869,46.6934,120.026,-16.7469,-31.6748
282.806,0.927921,0.27856,4,15,0,-281.738,-3.21949,9.55039,-2.42714,7.42934,-10.7265,-54.5769,-20.3132,4.47582,104.662,-11.4471,11.9738,104.81
283.29,0.998013,0.385852,3,7,0,-282.122,-3.24708,9.54618,-2.45987,7.43017,-34.3651,34.1816,-18.2848,-3.22311,-62.7419,-173.025,2.00294,-33.7003
283.028,0.0805529,0.629731,3,7,0,-280.368,-3.2324,9.57315,-2.40429,7.41611,-69.8797,-47.4784,5.20171,-3.53863,61.8567,100.262,22.9413,-11.1578
281.957,0.995194,0.114037,5,31,0,-280.485,-3.2503,9.55661,-2.56663,7.45093,-26.0439,-23.3639,-11.8973,64.0175,89.7324,-81.7482,-32.7915,165.872
282.74,0.890506,0.185146,2,7,0,-276.269,-3.24296,9.57466,-2.53489,7.44217,-9.81075,135.923,37.3036,-87.823,175.168,129.644,-18.6148,163.233
284.206,0.993403,0.233324,2,7,0,-281.446,-3.26297,9.57765,-2.48756,7.42142,-43.7148,-13.0718,27.8684,-62.4121,-64.3198,9.91557,-0.377004,-130.103
284.597,0.963452,0.37297,3,7,0,-281.31,-3.29039,9.59068,-2.48707,7.44466,39.3228,90.2465,0.25732,-76.4929,-40.4022,42.9003,2.83151,-56.8192
283.242,0.513415,0.552632,4,15,0,-282.406,-3.30508,9.59559,-2.46138,7.44471,23.8172,57.0629,-5.31377,-8.22854,-102.895,15.2569,9.089,-121.775
284.068,1,0.287908,4,15,0,-282.618,-3.24927,9.57204,-2.47012,7.41415,-30.6607,5.91173,-27.5782,-10.9941,-45.5247,11.3873,3.951,-122.335
283.706,0.550658,0.462319,3,7,0,-280.85,-3.23619,9.55562,-2.48213,7.43936,13.8227,103.203,15.1782,59.4238,94.0841,-26.7477,-2.84288,119.614
283.737,0.997562,0.264665,3,7,0,-282.866,-3.26404,9.57822,-2.47237,7.41886,-21.1581,61.9181,1.80271,-14.5049,-80.2336,6.48956,3.57108,-151.94
284.339,1,0.420317,2,7,0,-283.23,-3.25916,9.58108,-2.44847,7.42575,12.4341,6.47006,19.2975,50.3538,0.466796,70.2322,12.841,-59.3295
283.707,0.155679,0.667318,2,3,0,-283.119,-3.25339,9.58524,-2.4574,7.43532,25.0933,31.4736,8.33238,-14.95,103.177,152.687,9.4629,54.4008
281.874,0.994392,0.158952,4,31,0,-280.243,-3.30036,9.58379,-2.58312,7.47577,-25.1541,-86.0377,6.91404,-20.5125,43.0292,-14.8618,-33.7515,166.512
281.82,0.998389,0.249271,4,15,0,-278.455,-3.24688,9.58242,-2.59835,7.42245,22.6853,-21.9636,39.8209,-67.956,80.5199,148.736,-39.3933,-26.9108
283.705,0.939315,0.392236,3,15,0,-280.253,-3.24492,9.56342,-2.42429,7.44286,8.88142,54.3457,-43.2221,-49.3897,85.8647,19.3705,16.6794,105.571
284.876,0.943325,0.539045,3,7,0,-282.915,-3.27799,9.58225,-2.46785,7.43836,21.4717,14.585,36.2335,8.68909,-38.7649,17.5436,8.06376,-57.6326
284.876,0.163329,0.744517,1,3,0,-284.103,-3.27799,9.58225,-2.46785,7.43836,-9.82734,19.9743,19.2961,29.0579,-38.7649,17.5436,8.06376,-57.6326
283.323,0.974246,0.187865,3,15,0,-281.811,-3.31332,9.58842,-2.45558,7.47691,-54.6456,-8.53825,-1.76999,22.8105,-15.2883,-13.8624,10.2347,82.138
283.309,0.906942,0.278035,3,15,0,-278.564,-3.27978,9.56849,-2.57686,7.44845,-21.4856,28.8152,31.1576,120.493,-74.929,-129.659,-31.555,-18.4519
284.341,0.973984,0.354449,4,15,0,-282.78,-3.28283,9.59396,-2.47338,7.44524,-24.9605,-11.8452,-29.7593,-22.0319,25.9568,111.085,7.18912,-2.05336
284.67,0.990019,0.520053,3,7,0,-283.774,-3.25162,9.55751,-2.49095,7.43264,15.5802,44.1715,-8.82036,-41.3537,-27.9795,-98.0816,-3.46754,-15.9113
284.67,3.60839e-10,0.786102,1,3,1,-279.805,-3.25162,9.55751,-2.49095,7.43264,5.78912,-100.47,26.8092,-103.169,-27.9795,-98.0816,-3.46754,-15.9113
284.704,0.995807,0.145818,4,23,0,-283.832,-3.25172,9.56249,-2.47851,7.44238,6.05468,-46.4966,-10.9955,-40.3758,48.0066,-27.9881,1.33644,74.7562
283.854,0.982026,0.223633,3,15,0,-282.701,-3.2356,9.55054,-2.4959,7.41806,-38.3124,-14.6871,4.98082,43.3197,-42.7366,-121.855,-7.77364,-64.8826
284.625,0.890455,0.331676,2,5,0,-282.478,-3.24968,9.56468,-2.4801,7.42051,3.89497,97.4746,10.08,47.4266,-48.6267,-45.6351,0.837318,-90.0025
284.707,0.852399,0.40486,3,15,0,-283.549,-3.27546,9.57031,-2.5272,7.44222,7.73935,47.336,10.5786,53.8089,-66.6783,-84.6453,-12.874,-43.1659
283.308,0.757722,0.455781,3,15,0,-282.005,-3.22046,9.5535,-2.44268,7.40272,-15.0883,-37.4324,17.4097,-51.8428,-18.4362,-42.6777,8.31918,-91.8954
281.883,0.887049,0.421694,3,15,0,-276.286,-3.23031,9.55477,-2.58841,7.43015,-48.3641,19.7884,-55.1207,49.1702,94.1403,-50.5583,-40.2527,90.8637
283.109,1,0.50887,2,3,0,-281.932,-3.24528,9.5613,-2.58058,7.42215,22.9332,-60.5007,-14.7133,17.6218,-34.6609,-80.4344,-34.4304,-73.2825
284.25,0.682314,0.771472,2,3,0,-281.763,-3.23015,9.56744,-2.47807,7.415,20.4947,49.0372,-34.5475,-41.0374,52.6824,59.6251,1.08556,-22.2785
284.25,0.0666806,0.611603,3,7,0,-282.961,-3.23015,9.56744,-2.47807,7.415,41.3808,6.9535,-1.5719,47.3438,52.6824,59.6251,1.08556,-22.2785
283.793,0.974114,0.140371,4,15,0,-282.582,-3.22421,9.562,-2.44167,7.4218,-15.4633,6.66983,-4.66448,-70.1133,92.9296,52.4563,10.9471,50.2409
283.393,0.974267,0.202045,4,31,0,-281.763,-3.25661,9.56924,-2.54549,7.45173,50.4856,20.3069,-0.642892,-42.0121,114.884,24.3641,-21.3842,159.209
284.158,0.99951,0.289846,4,23,0,-282.8,-3.27906,9.59365,-2.52317,7.44676,-31.1113,-30.5132,23.9593,-9.11196,61.2778,135.218,-8.97842,33.0479
283.542,0.986075,0.435638,3,15,0,-282.645,-3.23287,9.55515,-2.5318,7.43291,-6.19051,34.7005,-15.1329,42.4762,85.3711,-40.094,-19.0034,92.1392
284.237,0.390926,0.635056,3,7,0,-282.978,-3.22827,9.56193,-2.5078,7.41452,4.28446,-29.254,-17.5312,57.5276,38.096,12.7918,-9.17633,-29.5164
281.334,0.885794,0.285826,3,11,0,-278.789,-3.27337,9.54974,-2.44573,7.46608,33.8693,-62.4892,-21.674,-60.0658,-14.1281,-176.628,3.40715,118.041
284.133,0.558588,0.341775,2,3,0,-276.454,-3.27225,9.56706,-2.421,7.45198,80.003,170.722,6.09618,-1.24588,-2.87567,-47.5533,19.2284,47.585
282.813,0.980227,0.215537,4,15,0,-281.577,-3.29179,9.60356,-2.45433,7.43954,-16.8896,57.2518,-20.9612,-7.25102,-11.4816,135.627,11.7492,-74.4303
283.781,0.990303,0.309434,3,7,0,-281.658,-3.30834,9.59813,-2.465,7.46784,2.27067,-68.8831,-10.3317,75.1523,13.6265,70.7065,9.65635,56.6283
282.679,0.903052,0.451439,1,3,0,-281.934,-3.31691,9.60197,-2.44782,7.47809,28.2375,-7.76725,-11.6313,-29.6964,34.348,83.433,13.6692,100.877
283.325,0.34633,0.554929,3,7,0,-278.663,-3.22308,9.56521,-2.49109,7.42529,-19.0288,117.986,10.1217,99.2758,143.866,93.6991,-5.16774,97.3117
283.595,0.948719,0.234514,4,15,0,-280.103,-3.27272,9.58724,-2.56243,7.45055,72.0463,-15.7163,-27.4722,18.2194,98.9238,119.234,-23.5174,96.9549
283.961,0.983227,0.314808,3,7,0,-281.219,-3.28981,9.59041,-2.4863,7.46501,-2.89386,-92.4479,24.6759,51.901,74.8514,89.3339,1.94216,119.536
284.318,0.952838,0.449986,3,11,0,-281.616,-3.23765,9.57172,-2.46307,7.41714,66.5021,-58.1744,2.67923,-21.7661,37.939,68.7119,6.63938,-35.4054
283.404,0.0832936,0.605389,3,7,0,-281.439,-3.27454,9.56554,-2.40277,7.45656,-63.161,-8.63983,-0.856928,-21.9035,0.321459,-55.7503,23.3885,65.1915
283.299,0.998875,0.158306,4,31,0,-281.416,-3.31148,9.60298,-2.54734,7.45881,2.26835,60.7808,-31.0074,-14.6295,-34.968,74.5919,-16.6231,-29.366
285.063,0.957275,0.23259,4,31,0,-282.212,-3.26544,9.56666,-2.49513,7.44441,7.2678,-113.057,19.3817,-36.9209,-4.76826,-54.4323,-2.55972,26.9817
283.641,0.963634,0.315167,4,15,0,-282.289,-3.31057,9.59992,-2.53349,7.4673,-21.8762,35.4248,-25.4412,-20.7014,7.15403,72.1574,-12.0029,49.9764
284.047,0.998083,0.430996,3,7,0,-283.323,-3.30366,9.58866,-2.54645,7.46346,-29.8518,26.6084,-7.64089,23.8479,-32.5521,-9.86034,-17.1853,28.3491
284.047,0.105299,0.626464,2,3,0,-282.479,-3.30366,9.58866,-2.54645,7.46346,-4.64152,-97.3732,2.99743,-11.5261,-32.5521,-9.86034,-17.1853,28.3491
284.167,0.971931,0.175454,4,31,0,-281.472,-3.23645,9.56147,-2.48883,7.41148,-54.135,68.6766,-20.9712,8.10101,-33.0234,-34.3178,-3.38662,-100.354
282.474,0.905422,0.243226,4,15,0,-281.216,-3.26753,9.57565,-2.40238,7.46152,0.998258,44.1635,-21.254,40.8594,101.03,60.9452,23.2176,151.834
283.504,0.985658,0.297803,4,31,0,-281.83,-3.23533,9.57517,-2.45617,7.42859,-38.4492,-1.97713,27.481,7.50191,125.581,132.892,7.80023,73.9451
283.62,0.998131,0.42118,4,15,0,-282.927,-3.22663,9.55884,-2.50627,7.42963,-31.285,31.3903,-1.78686,-18.9598,119.722,24.312,-10.2762,103.139
282.493,0.161905,0.607541,3,7,0,-280.097,-3.31924,9.58353,-2.4365,7.47928,27.008,23.7179,20.8545,80.5602,-59.2025,-71.6166,13.8833,57.7458
283.078,0.996692,0.193383,4,31,0,-281.444,-3.21223,9.56203,-2.50275,7.40647,-32.5497,65.5914,18.2848,10.3011,93.5568,73.8684,-9.94269,-6.21303
280.998,0.706605,0.278264,3,7,0,-278.499,-3.24596,9.57205,-2.47981,7.39635,-16.0142,-53.9873,-14.8043,-86.7495,-125.304,-11.8022,-5.35735,-254.724
282.1,1,0.237586,2,3,0,-280.771,-3.24653,9.57189,-2.47372,7.40124,-9.40591,1.59918,-10.0668,-73.0643,-100.94,-4.68266,-1.22283,-214.756
284.311,1,0.342598,3,7,0,-281.936,-3.2278,9.56249,-2.49463,7.41992,26.5372,-47.0089,-10.5742,84.6377,72.943,33.6908,-4.74512,20.689
285.02,0.98768,0.492593,3,7,0,-283.855,-3.27146,9.57726,-2.47074,7.44948,33.8416,9.64339,-0.446218,-53.4881,36.273,28.3039,6.73754,57.7641
285.02,0.0245579,0.691024,1,3,0,-283.151,-3.27146,9.57726,-2.47074,7.44948,-20.8622,7.26604,-34.9093,-19.5886,36.273,28.3039,6.73754,57.7641
284.43,0.949099,0.177254,3,7,0,-283.48,-3.26525,9.5712,-2.47924,7.45424,26.5727,44.2859,5.49579,35.3264,71.3424,13.0505,1.9707,118.593
284.019,0.993472,0.232676,3,15,0,-282.469,-3.30438,9.59444,-2.53391,7.46551,-12.3996,-92.0175,8.3806,-12.2434,8.14358,49.6342,-12.3183,57.2231
282.217,0.670423,0.329366,2,3,0,-281.853,-3.32379,9.58847,-2.54058,7.46552,20.5663,8.03166,2.16185,26.4734,-163.554,-119.573,-18.9763,-78.7583
284.312,0.995436,0.264933,3,11,0,-280.709,-3.26325,9.58234,-2.47298,7.44721,-20.6682,64.4914,-25.4571,93.7123,97.6364,107.549,5.37436,94.3563
283.936,0.980672,0.375122,2,7,0,-283.528,-3.26927,9.56366,-2.5172,7.43261,-17.7455,19.908,11.7329,9.66334,-115.365,-136.371,-12.327,-107.466
284.693,0.978052,0.516406,3,7,0,-283.826,-3.25083,9.56255,-2.49925,7.42399,21.46,-14.6571,-12.2906,44.2458,-48.2661,-68.3958,-5.38088,-74.9423
284.693,0.00276288,0.70602,3,7,0,-281.046,-3.25083,9.56255,-2.49925,7.42399,-56.1718,39.7357,-38.0183,17.1859,-48.2661,-68.3958,-5.38088,-74.9423
284.876,0.997639,0.18067,3,15,0,-284.226,-3.24999,9.5726,-2.47728,7.4355,-11.9369,35.3993,11.3443,31.6858,68.5294,57.6628,3.52367,49.0995
284.734,0.98886,0.255802,2,7,0,-284.022,-3.24673,9.55732,-2.47296,7.43169,11.1704,55.4459,-1.12836,27.2108,-3.5564,-73.386,2.31848,2.98043
284.785,0.952309,0.355896,4,15,0,-281.305,-3.25667,9.56083,-2.46018,7.43437,40.2521,-40.6092,13.1883,-101.716,-32.0706,-77.8301,7.00974,-20.7339
281.843,0.646583,0.464256,2,7,0,-280.752,-3.26736,9.55475,-2.43873,7.46656,46.8444,-12.9365,-6.04316,1.01489,43.54,-104.466,7.35245,159.877
283.112,0.969125,0.360415,3,7,0,-280.568,-3.2693,9.59518,-2.52153,7.4277,-19.4667,-106.394,-11.7569,41.7524,20.1619,157.002,-10.4563,-78.9873
283.22,0.990247,0.482713,4,15,0,-281.86,-3.2738,9.59735,-2.46024,7.43286,-35.4989,19.9802,13.5339,46.8685,29.1506,156.4,9.56683,-47.0423
283.66,0.138441,0.668466,1,3,0,-280.07,-3.2805,9.57458,-2.52938,7.433,-34.316,75.5345,34.9706,-50.4026,-135.075,-92.2584,-15.0719,-149.399
284.245,0.917596,0.222012,3,15,0,-281.494,-3.27679,9.58981,-2.51136,7.45222,-34.0234,-57.5943,-12.2915,-82.9233,86.0666,122.495,-5.65265,85.2876
284.567,0.989668,0.272468,4,15,0,-282.493,-3.24304,9.56789,-2.48365,7.43576,34.5925,35.3639,-28.9527,-32.9728,90.6387,47.4327,0.170662,79.5448
283.197,0.972552,0.376402,3,15,0,-282.351,-3.32543,9.6036,-2.51085,7.4688,-37.4544,17.1704,0.710114,-26.1385,-63.5414,28.8937,-5.07933,-16.9271
283.287,0.996927,0.504322,3,7,0,-282.654,-3.31945,9.6037,-2.48384,7.47333,-11.9007,18.098,-19.7811,-6.36478,3.53958,74.219,3.70722,56.9711
283.287,1.74465e-06,0.702049,3,7,0,-278.938,-3.31945,9.6037,-2.48384,7.47333,43.3083,130.502,-24.0579,-5.03798,3.53958,74.219,3.70722,56.9711
281.432,0.972342,0.189129,3,7,0,-280.929,-3.32543,9.5808,-2.48033,7.48794,-25.976,34.1421,-1.82714,-0.454084,-69.5053,-120.198,-2.46381,96.0493
281.242,0.989524,0.253138,4,15,0,-278.174,-3.20839,9.56237,-2.48147,7.38494,-30.2173,77.3358,-0.568085,88.2786,-4.15627,49.801,-6.92934,-160.269
280.106,0.995679,0.347773,3,7,0,-277.327,-3.20324,9.52652,-2.38439,7.40964,-41.4621,67.4519,6.65179,74.3427,2.53001,-167.07,16.8477,-3.6056
280.699,0.913611,0.481579,3,7,0,-278.777,-3.1875,9.54158,-2.38674,7.38794,21.1276,97.9723,-9.62464,-16.5108,38.2816,-28.1648,19.1423,-52.013
280.699,0.157293,0.582422,1,1,0,-279.257,-3.1875,9.54158,-2.38674,7.38794,53.9601,3.2105,-0.738985,20.5043,38.2816,-28.1648,19.1423,-52.013
282.411,0.998464,0.206893,4,15,0,-280.395,-3.20614,9.54891,-2.42441,7.39539,-27.1583,43.417,-23.499,55.1847,5.58607,-33.1864,11.6365,-80.1569
283.247,0.991845,0.287337,4,15,0,-281.303,-3.31729,9.59748,-2.55124,7.46347,24.6308,-48.7117,31.4818,-3.28376,-79.9678,-2.11386,-18.8336,-35.376
283.681,0.879092,0.393992,2,3,0,-282.81,-3.30934,9.59971,-2.53764,7.46543,-35.9563,-1.78002,-13.0662,-15.4508,3.05616,72.2641,-13.2873,39.5896
283.828,0.978146,0.450008,3,7,0,-283.476,-3.31289,9.59351,-2.53434,7.46581,-3.5,36.7836,-7.56552,15.9379,-54.3898,-6.53711,-12.9759,5.49913
283.828,0.0167994,0.601589,3,7,0,-280.572,-3.31289,9.59351,-2.53434,7.46581,69.438,-36.4751,-24.4673,12.6922,-54.3898,-6.53711,-12.9759,5.49913
282.985,0.914421,0.173662,5,31,0,-280.415,-3.23259,9.56891,-2.43163,7.435,57.6317,-37.6864,-23.6676,-19.1768,139.108,101.609,13.6465,119.473
282.291,0.999459,0.210059,4,15,0,-281.277,-3.20375,9.55823,-2.4629,7.41261,31.709,-38.8023,12.1552,23.151,150.9,88.7419,0.577733,79.2632
283.803,0.998923,0.290332,3,15,0,-280.217,-3.28547,9.57488,-2.46172,7.43664,-43.7636,65.2459,-3.63537,96.1008,-127.001,-83.9686,6.70951,-126.453
284.385,0.99549,0.400129,4,15,0,-283.283,-3.25096,9.56095,-2.44749,7.42322,34.9915,40.3036,-14.5546,2.453,-55.3339,-70.3122,10.1714,-77.1368
283.339,0.978786,0.547385,2,3,0,-283.051,-3.24593,9.5624,-2.37829,7.42777,-21.8486,-3.15665,-6.78183,-5.09505,2.74925,-13.7462,30.333,-10.9231
283.339,1.05932e-07,0.728064,3,15,0,-279.061,-3.24593,9.5624,-2.37829,7.42777,-93.7972,-13.5423,0.900649,-28.1459,2.74925,-13.7462,30.333,-10.9231
282.93,0.993531,0.20932,4,15,0,-280.746,-3.25666,9.57,-2.60614,7.43317,-15.491,79.1363,-28.3258,-12.4088,4.58241,-25.3102,-41.4555,-16.2859
282.293,0.773295,0.285212,4,15,0,-279.994,-3.22814,9.56186,-2.38984,7.434,8.76077,-12.4377,35.6417,52.4812,118.342,59.8722,24.5011,110.739
283.767,0.906747,0.275483,1,3,0,-280.867,-3.24548,9.55855,-2.39749,7.42876,67.1749,31.5007,14.1196,42.5838,-5.41128,-43.8091,24.5152,-9.42247
284.33,0.999549,0.327253,4,15,0,-283.364,-3.25287,9.56953,-2.56151,7.43307,-32.1882,15.1104,-7.8682,41.2992,27.9938,-0.852974,-24.6763,7.57608
283.642,0.923041,0.448198,4,15,0,-283.25,-3.2738,9.58641,-2.58274,7.4427,8.95596,-27.4652,3.23265,31.8713,37.2798,83.935,-30.0223,10.6819
282.273,0.56444,0.544593,3,7,0,-280.199,-3.22048,9.54297,-2.43311,7.40237,-13.2566,-18.4351,-38.0925,16.959,-63.2197,-131.31,7.82882,-112.761
284.233,1,0.381108,3,7,0,-281.748,-3.26634,9.57033,-2.42783,7.42994,17.1618,-69.4949,22.9879,-64.2086,-65.0333,-40.2281,17.5679,-81.9238
283.839,0.916261,0.520615,2,3,0,-282.672,-3.25561,9.55278,-2.46532,7.44515,-15.0682,40.0621,-14.1904,-50.1429,-5.44652,-123.673,2.41633,54.4001
283.839,0.0310225,0.624707,2,3,0,-282.132,-3.25561,9.55278,-2.46532,7.44515,24.5474,-12.6579,7.85059,78.1478,-5.44652,-123.673,2.41633,54.4001
283.55,0.999787,0.194628,4,15,0,-282.487,-3.25221,9.55059,-2.45263,7.44467,-18.6062,23.087,-24.6862,11.7831,2.20551,-124.053,5.54996,62.3143
282.689,0.961373,0.26557,2,3,0,-282.56,-3.25539,9.545,-2.45341,7.44207,5.94435,16.642,-1.38541,-17.4007,-53.8128,-192.156,2.78932,14.4183
281.825,0.995913,0.341292,3,15,0,-280.804,-3.31911,9.61301,-2.50884,7.45121,9.22222,-21.8507,11.9064,-57.7538,-73.3331,106.377,-5.72887,-116.917
281.132,0.99415,0.461407,2,3,0,-280.627,-3.31553,9.6208,-2.49291,7.4572,-1.77434,-4.89832,-13.5008,-34.9043,28.5857,207.615,-0.631538,-21.3201
281.441,0.440851,0.621074,3,7,0,-279.333,-3.29545,9.55699,-2.45976,7.46404,28.7727,-36.8289,6.96919,-81.678,-123.346,-224.649,0.204252,5.03809
283.065,0.703755,0.36382,2,7,0,-276.265,-3.29845,9.58761,-2.40876,7.44517,-54.0402,-173.266,-21.4875,14.2216,-89.092,-8.97657,24.1436,-89.0563
284.073,0.980675,0.316795,2,7,0,-280.405,-3.27681,9.57001,-2.46061,7.4618,38.326,-76.5158,-35.591,43.6455,34.9386,-32.2429,7.06761,112.203
283.131,0.824514,0.417314,2,7,0,-281.698,-3.27553,9.55869,-2.51016,7.45995,11.1623,-0.128736,19.2505,64.3573,-20.7152,-149.474,-12.1992,88.088
281.723,0.992578,0.435065,4,15,0,-280.154,-3.31183,9.61123,-2.57104,7.45483,0.403817,54.2353,-21.8833,-47.0524,-14.6528,146.094,-25.8612,-51.6319
281.723,0.0043835,0.581914,2,3,0,-278.518,-3.31183,9.61123,-2.57104,7.45483,-7.57686,-106.425,24.9386,-50.9499,-14.6528,146.094,-25.8612,-51.6319
283.848,0.975709,0.180013,5,31,0,-276.879,-3.24275,9.55329,-2.53521,7.42873,22.6559,41.6187,45.0695,-132.978,-15.6468,-120.503,-19.7489,-9.65011
282.526,0.887386,0.235038,4,15,0,-280.877,-3.30586,9.57701,-2.41553,7.45403,3.8386,35.7587,-1.21425,-81.4417,-134.085,-107.233,19.3273,-81.1365
281.708,0.982345,0.269077,2,7,0,-278.181,-3.29298,9.59677,-2.36467,7.44732,39.1161,105.588,27.5877,-15.1771,-8.56,88.6132,36.9921,-26.3097
283.36,0.937237,0.35386,4,15,0,-278.513,-3.24294,9.57978,-2.54675,7.42612,-37.2062,103.124,-36.7213,59.2447,108.16,144.955,-20.4477,28.8631
284.177,1,0.434973,2,3,0,-282.971,-3.25944,9.57003,-2.5323,7.42317,-24.4109,-59.1786,16.277,11.0357,-75.962,-49.7128,-15.7454,-122.836
284.332,0.972412,0.585345,2,7,0,-282.496,-3.30291,9.58723,-2.45909,7.45834,13.2618,29.3223,-12.9559,-80.4002,-56.8928,-14.8232,10.7479,-16.1613
284.986,0.355645,0.755483,1,3,0,-282.931,-3.27715,9.57035,-2.48923,7.44829,-51.2622,44.3585,15.3412,31.7371,-38.2745,-67.3198,-0.248925,2.68992
284.121,0.99767,0.397541,3,15,0,-284.013,-3.22777,9.56091,-2.47929,7.4095,-10.3504,8.5276,-2.28395,-13.6042,6.8232,-1.57956,-0.560126,-68.2726
283.313,0.358225,0.53203,4,15,0,-281.693,-3.31596,9.59868,-2.46335,7.45623,-55.802,-19.3076,0.0468302,-23.3794,-92.1986,12.3917,9.23371,-79.0921
281.47,0.877744,0.282199,3,7,0,-278.053,-3.27821,9.60846,-2.47622,7.44055,5.49432,-142.043,-5.62622,24.7095,100.962,251.538,2.95199,15.8134
282.113,0.943828,0.317516,2,7,0,-278.886,-3.32513,9.60585,-2.50593,7.45474,50.1346,83.3858,10.7134,-60.8439,-131.699,17.4642,-5.4378,-137.115
284.916,0.971386,0.392609,3,15,0,-281.857,-3.27402,9.57116,-2.47934,7.4528,1.80327,-121.632,5.82754,-54.6125,10.0645,-32.3818,2.90246,59.0802
283.901,0.738161,0.504471,3,7,0,-283.66,-3.26235,9.58306,-2.44082,7.44629,-0.557811,-14.73,-0.29819,30.8659,95.1646,114.003,14.8643,87.6263
284.245,0.933508,0.463762,3,15,0,-281.49,-3.26253,9.56997,-2.44894,7.42429,17.3812,-78.2765,-9.27287,-83.8665,-76.7124,-42.5795,10.7893,-110.895
284.307,0.622947,0.563582,3,7,0,-283.231,-3.26929,9.57071,-2.49953,7.42823,-2.01151,-63.7335,-6.49435,-41.2842,-101.847,-73.0139,-4.97521,-126.082
284.194,0.868985,0.439818,3,7,0,-283.055,-3.29909,9.59218,-2.47404,7.44747,-29.7004,-32.6746,2.38026,-50.4889,-70.067,20.0991,6.43324,-76.1455
284.107,0.896268,0.487287,3,15,0,-282.663,-3.23429,9.55481,-2.45428,7.43269,-36.4047,-24.126,22.1436,21.7942,62.2764,-33.7128,6.62169,69.727
279.376,0.534375,0.560848,2,3,0,-278.298,-3.25678,9.53312,-2.39407,7.446,-24.917,45.2034,15.2009,-27.6288,-82.4071,-253.783,13.4707,12.7898
282.412,0.988937,0.386932,3,7,0,-277.96,-3.28617,9.59459,-2.52967,7.4276,-44.6398,100.251,-32.9103,-49.0279,-98.4575,59.0771,-14.5082,-186.526
282.121,0.652291,0.507372,2,3,0,-281.099,-3.29014,9.59666,-2.54798,7.43055,16.8201,-3.38306,-8.75679,60.3944,-99.5477,63.6201,-20.5033,-185.106
281.627,0.947194,0.413977,3,7,0,-279.881,-3.31603,9.5785,-2.45193,7.48743,-34.9141,29.7569,-18.9953,-51.4554,-23.4716,-85.2074,6.55274,130.588
284.586,0.751088,0.511205,3,7,0,-280.378,-3.24863,9.56336,-2.53917,7.42978,46.799,-126.904,2.30707,53.0226,2.88562,-46.2733,-18.0558,-12.0521
284.28,0.98837,0.479359,3,7,0,-284.098,-3.24922,9.572,-2.55641,7.42772,6.30059,-27.9093,-4.04433,-9.09089,33.137,32.889,-22.8342,-14.5938
284.28,0.0188558,0.626061,3,7,0,-283.025,-3.24922,9.572,-2.55641,7.42772,44.6724,-14.5736,12.0077,22.6129,33.137,32.889,-22.8342,-14.5938
284.112,0.98335,0.211858,4,15,0,-282.75,-3.24604,9.55132,-2.4634,7.43003,-4.09527,-3.5375,32.2587,-5.65347,-34.9957,-124.535,3.23809,-19.0058
