X1,path,count,well,field,day,time,cell_type,date,treatment
0,LCC9_mCh_iin co-culture_C1_1_2019y12m10d_16h00m.tif,317,C1,1,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
1,LCC9_mCh_iin co-culture_C1_1_2019y12m10d_18h00m.tif,291,C1,1,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
2,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_00h00m.tif,349,C1,1,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
3,LCC9_mCh_iin co-culture_C1_1_2019y12m10d_20h00m.tif,305,C1,1,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
4,LCC9_mCh_iin co-culture_C1_1_2019y12m10d_22h00m.tif,319,C1,1,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
5,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_04h00m.tif,386,C1,1,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
6,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_02h00m.tif,366,C1,1,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
7,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_06h00m.tif,402,C1,1,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
8,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_08h00m.tif,416,C1,1,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
9,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_10h00m.tif,445,C1,1,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
10,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_12h00m.tif,442,C1,1,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
11,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_14h00m.tif,456,C1,1,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
12,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_16h00m.tif,517,C1,1,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
13,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_18h00m.tif,548,C1,1,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
14,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_20h00m.tif,535,C1,1,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
15,LCC9_mCh_iin co-culture_C1_1_2019y12m11d_22h00m.tif,551,C1,1,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
16,LCC9_mCh_iin co-culture_C1_1_2019y12m12d_00h00m.tif,569,C1,1,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
17,LCC9_mCh_iin co-culture_C1_1_2019y12m16d_14h00m.tif,1274,C1,1,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
18,LCC9_mCh_iin co-culture_C1_1_2019y12m16d_16h00m.tif,1346,C1,1,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
19,LCC9_mCh_iin co-culture_C1_1_2019y12m16d_18h00m.tif,1312,C1,1,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
20,LCC9_mCh_iin co-culture_C1_1_2019y12m16d_20h00m.tif,1316,C1,1,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
21,LCC9_mCh_iin co-culture_C1_1_2019y12m16d_22h00m.tif,1357,C1,1,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
22,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_00h00m.tif,1380,C1,1,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
23,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_02h00m.tif,1363,C1,1,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
24,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_04h00m.tif,1339,C1,1,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
25,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_06h00m.tif,1331,C1,1,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
26,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_08h00m.tif,1375,C1,1,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
27,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_10h00m.tif,1421,C1,1,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
28,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_12h00m.tif,1479,C1,1,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
29,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_14h00m.tif,1484,C1,1,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
30,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_16h00m.tif,1467,C1,1,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
31,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_18h00m.tif,1502,C1,1,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
32,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_20h00m.tif,1490,C1,1,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
33,LCC9_mCh_iin co-culture_C1_1_2019y12m17d_22h00m.tif,1487,C1,1,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
34,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_00h00m.tif,1467,C1,1,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
35,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_02h00m.tif,1489,C1,1,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
36,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_04h00m.tif,1478,C1,1,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
37,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_06h00m.tif,1524,C1,1,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
38,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_08h00m.tif,1461,C1,1,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
39,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_10h00m.tif,1517,C1,1,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
40,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_12h00m.tif,1534,C1,1,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
41,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_14h00m.tif,1466,C1,1,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
42,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_16h00m.tif,1508,C1,1,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
43,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_18h00m.tif,1497,C1,1,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
44,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_20h00m.tif,1464,C1,1,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
45,LCC9_mCh_iin co-culture_C1_1_2019y12m18d_22h00m.tif,1443,C1,1,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
46,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_00h00m.tif,1443,C1,1,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
47,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_02h00m.tif,1427,C1,1,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
48,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_04h00m.tif,1418,C1,1,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
49,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_06h00m.tif,1449,C1,1,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
50,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_08h00m.tif,1412,C1,1,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
51,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_10h00m.tif,1389,C1,1,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
52,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_12h00m.tif,1386,C1,1,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
53,LCC9_mCh_iin co-culture_C1_1_2019y12m19d_14h00m.tif,1418,C1,1,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
54,LCC9_mCh_iin co-culture_C1_2_2019y12m10d_16h00m.tif,276,C1,2,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
55,LCC9_mCh_iin co-culture_C1_2_2019y12m10d_18h00m.tif,248,C1,2,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
56,LCC9_mCh_iin co-culture_C1_2_2019y12m10d_20h00m.tif,264,C1,2,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
57,LCC9_mCh_iin co-culture_C1_2_2019y12m10d_22h00m.tif,295,C1,2,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
58,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_02h00m.tif,311,C1,2,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
59,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_00h00m.tif,298,C1,2,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
60,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_04h00m.tif,324,C1,2,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
61,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_06h00m.tif,339,C1,2,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
62,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_08h00m.tif,357,C1,2,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
63,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_10h00m.tif,355,C1,2,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
64,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_12h00m.tif,385,C1,2,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
65,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_14h00m.tif,399,C1,2,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
66,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_16h00m.tif,422,C1,2,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
67,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_18h00m.tif,436,C1,2,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
68,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_20h00m.tif,469,C1,2,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
69,LCC9_mCh_iin co-culture_C1_2_2019y12m11d_22h00m.tif,476,C1,2,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
70,LCC9_mCh_iin co-culture_C1_2_2019y12m12d_00h00m.tif,472,C1,2,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
71,LCC9_mCh_iin co-culture_C1_2_2019y12m16d_14h00m.tif,1141,C1,2,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
72,LCC9_mCh_iin co-culture_C1_2_2019y12m16d_16h00m.tif,1219,C1,2,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
73,LCC9_mCh_iin co-culture_C1_2_2019y12m16d_18h00m.tif,1180,C1,2,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
74,LCC9_mCh_iin co-culture_C1_2_2019y12m16d_20h00m.tif,1186,C1,2,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
75,LCC9_mCh_iin co-culture_C1_2_2019y12m16d_22h00m.tif,1202,C1,2,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
76,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_00h00m.tif,1212,C1,2,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
77,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_02h00m.tif,1203,C1,2,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
78,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_04h00m.tif,1238,C1,2,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
79,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_06h00m.tif,1239,C1,2,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
80,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_08h00m.tif,1222,C1,2,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
81,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_10h00m.tif,1262,C1,2,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
82,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_12h00m.tif,1354,C1,2,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
83,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_14h00m.tif,1272,C1,2,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
84,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_16h00m.tif,1362,C1,2,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
85,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_18h00m.tif,1367,C1,2,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
86,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_20h00m.tif,1359,C1,2,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
87,LCC9_mCh_iin co-culture_C1_2_2019y12m17d_22h00m.tif,1385,C1,2,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
88,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_00h00m.tif,1336,C1,2,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
89,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_02h00m.tif,1353,C1,2,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
90,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_04h00m.tif,1319,C1,2,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
91,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_06h00m.tif,1398,C1,2,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
92,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_08h00m.tif,1414,C1,2,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
93,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_10h00m.tif,1430,C1,2,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
94,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_12h00m.tif,1463,C1,2,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
95,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_14h00m.tif,1515,C1,2,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
96,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_16h00m.tif,1462,C1,2,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
97,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_18h00m.tif,1490,C1,2,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
98,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_20h00m.tif,1445,C1,2,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
99,LCC9_mCh_iin co-culture_C1_2_2019y12m18d_22h00m.tif,1425,C1,2,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
100,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_00h00m.tif,1447,C1,2,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
101,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_02h00m.tif,1468,C1,2,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
102,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_04h00m.tif,1416,C1,2,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
103,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_06h00m.tif,1310,C1,2,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
104,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_08h00m.tif,1416,C1,2,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
105,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_10h00m.tif,1423,C1,2,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
106,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_12h00m.tif,1386,C1,2,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
107,LCC9_mCh_iin co-culture_C1_2_2019y12m19d_14h00m.tif,1387,C1,2,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
108,LCC9_mCh_iin co-culture_C1_3_2019y12m10d_16h00m.tif,297,C1,3,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
109,LCC9_mCh_iin co-culture_C1_3_2019y12m10d_18h00m.tif,275,C1,3,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
110,LCC9_mCh_iin co-culture_C1_3_2019y12m10d_20h00m.tif,282,C1,3,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
111,LCC9_mCh_iin co-culture_C1_3_2019y12m10d_22h00m.tif,282,C1,3,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
112,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_00h00m.tif,297,C1,3,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
113,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_02h00m.tif,311,C1,3,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
114,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_04h00m.tif,324,C1,3,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
115,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_06h00m.tif,346,C1,3,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
116,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_08h00m.tif,361,C1,3,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
117,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_10h00m.tif,372,C1,3,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
118,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_12h00m.tif,403,C1,3,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
119,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_14h00m.tif,392,C1,3,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
120,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_16h00m.tif,417,C1,3,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
121,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_18h00m.tif,437,C1,3,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
122,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_20h00m.tif,447,C1,3,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
123,LCC9_mCh_iin co-culture_C1_3_2019y12m11d_22h00m.tif,447,C1,3,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
124,LCC9_mCh_iin co-culture_C1_3_2019y12m12d_00h00m.tif,460,C1,3,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
125,LCC9_mCh_iin co-culture_C1_3_2019y12m16d_14h00m.tif,936,C1,3,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
126,LCC9_mCh_iin co-culture_C1_3_2019y12m16d_16h00m.tif,1038,C1,3,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
127,LCC9_mCh_iin co-culture_C1_3_2019y12m16d_18h00m.tif,982,C1,3,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
128,LCC9_mCh_iin co-culture_C1_3_2019y12m16d_20h00m.tif,1007,C1,3,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
129,LCC9_mCh_iin co-culture_C1_3_2019y12m16d_22h00m.tif,947,C1,3,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
130,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_00h00m.tif,990,C1,3,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
131,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_02h00m.tif,1024,C1,3,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
132,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_04h00m.tif,1048,C1,3,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
133,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_06h00m.tif,1009,C1,3,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
134,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_08h00m.tif,1059,C1,3,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
135,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_10h00m.tif,1116,C1,3,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
136,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_12h00m.tif,1190,C1,3,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
137,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_14h00m.tif,1158,C1,3,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
138,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_16h00m.tif,1148,C1,3,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
139,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_18h00m.tif,1099,C1,3,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
140,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_20h00m.tif,1160,C1,3,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
141,LCC9_mCh_iin co-culture_C1_3_2019y12m17d_22h00m.tif,1110,C1,3,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
142,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_00h00m.tif,1137,C1,3,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
143,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_02h00m.tif,1148,C1,3,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
144,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_04h00m.tif,1157,C1,3,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
145,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_06h00m.tif,1185,C1,3,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
146,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_08h00m.tif,1217,C1,3,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
147,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_10h00m.tif,1152,C1,3,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
148,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_12h00m.tif,1274,C1,3,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
149,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_14h00m.tif,1296,C1,3,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
150,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_16h00m.tif,1240,C1,3,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
151,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_18h00m.tif,1241,C1,3,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
152,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_20h00m.tif,1233,C1,3,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
153,LCC9_mCh_iin co-culture_C1_3_2019y12m18d_22h00m.tif,1212,C1,3,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
154,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_00h00m.tif,1232,C1,3,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
155,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_02h00m.tif,1169,C1,3,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
156,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_04h00m.tif,1213,C1,3,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
157,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_06h00m.tif,1152,C1,3,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
158,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_08h00m.tif,1204,C1,3,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
159,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_10h00m.tif,1159,C1,3,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
160,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_12h00m.tif,1210,C1,3,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
161,LCC9_mCh_iin co-culture_C1_3_2019y12m19d_14h00m.tif,1208,C1,3,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
162,LCC9_mCh_iin co-culture_C1_4_2019y12m10d_16h00m.tif,287,C1,4,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
163,LCC9_mCh_iin co-culture_C1_4_2019y12m10d_18h00m.tif,276,C1,4,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
164,LCC9_mCh_iin co-culture_C1_4_2019y12m10d_20h00m.tif,285,C1,4,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
165,LCC9_mCh_iin co-culture_C1_4_2019y12m10d_22h00m.tif,291,C1,4,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
166,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_00h00m.tif,300,C1,4,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
167,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_02h00m.tif,332,C1,4,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
168,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_04h00m.tif,332,C1,4,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
169,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_06h00m.tif,330,C1,4,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
170,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_08h00m.tif,360,C1,4,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
171,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_10h00m.tif,373,C1,4,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
172,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_12h00m.tif,376,C1,4,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
173,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_14h00m.tif,404,C1,4,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
174,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_16h00m.tif,416,C1,4,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
175,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_18h00m.tif,455,C1,4,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
176,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_20h00m.tif,451,C1,4,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
177,LCC9_mCh_iin co-culture_C1_4_2019y12m11d_22h00m.tif,439,C1,4,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
178,LCC9_mCh_iin co-culture_C1_4_2019y12m12d_00h00m.tif,474,C1,4,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
179,LCC9_mCh_iin co-culture_C1_4_2019y12m16d_14h00m.tif,1156,C1,4,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
180,LCC9_mCh_iin co-culture_C1_4_2019y12m16d_16h00m.tif,1233,C1,4,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
181,LCC9_mCh_iin co-culture_C1_4_2019y12m16d_18h00m.tif,1190,C1,4,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
182,LCC9_mCh_iin co-culture_C1_4_2019y12m16d_20h00m.tif,1286,C1,4,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
183,LCC9_mCh_iin co-culture_C1_4_2019y12m16d_22h00m.tif,1233,C1,4,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
