X1,path,count,well,field,day,time,cell_type,date,treatment
492,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_04h00m.tif,337,C2,1,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
493,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_06h00m.tif,340,C2,1,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
494,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_08h00m.tif,375,C2,1,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
495,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_10h00m.tif,382,C2,1,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
496,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_12h00m.tif,394,C2,1,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
497,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_14h00m.tif,414,C2,1,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
498,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_16h00m.tif,421,C2,1,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
499,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_18h00m.tif,442,C2,1,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
500,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_20h00m.tif,449,C2,1,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
501,LCC9_mCh_iin co-culture_C2_1_2019y12m11d_22h00m.tif,481,C2,1,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
502,LCC9_mCh_iin co-culture_C2_1_2019y12m12d_00h00m.tif,497,C2,1,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
503,LCC9_mCh_iin co-culture_C2_1_2019y12m16d_14h00m.tif,1177,C2,1,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
504,LCC9_mCh_iin co-culture_C2_1_2019y12m16d_18h00m.tif,1211,C2,1,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
505,LCC9_mCh_iin co-culture_C2_1_2019y12m16d_16h00m.tif,1219,C2,1,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
506,LCC9_mCh_iin co-culture_C2_1_2019y12m16d_20h00m.tif,1253,C2,1,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
507,LCC9_mCh_iin co-culture_C2_1_2019y12m16d_22h00m.tif,1236,C2,1,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
508,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_00h00m.tif,1229,C2,1,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
509,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_02h00m.tif,1279,C2,1,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
510,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_04h00m.tif,1341,C2,1,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
511,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_06h00m.tif,1320,C2,1,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
512,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_08h00m.tif,1257,C2,1,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
513,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_10h00m.tif,1391,C2,1,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
514,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_12h00m.tif,1505,C2,1,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
515,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_14h00m.tif,1457,C2,1,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
516,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_16h00m.tif,1421,C2,1,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
517,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_18h00m.tif,1366,C2,1,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
518,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_20h00m.tif,1423,C2,1,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
519,LCC9_mCh_iin co-culture_C2_1_2019y12m17d_22h00m.tif,1376,C2,1,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
520,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_00h00m.tif,1391,C2,1,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
521,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_02h00m.tif,1453,C2,1,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
522,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_04h00m.tif,1412,C2,1,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
523,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_06h00m.tif,1395,C2,1,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
524,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_08h00m.tif,1427,C2,1,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
525,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_10h00m.tif,1419,C2,1,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
526,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_12h00m.tif,1479,C2,1,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
527,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_14h00m.tif,1485,C2,1,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
528,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_16h00m.tif,1448,C2,1,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
529,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_18h00m.tif,1481,C2,1,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
530,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_20h00m.tif,1462,C2,1,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
531,LCC9_mCh_iin co-culture_C2_1_2019y12m18d_22h00m.tif,1411,C2,1,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
532,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_00h00m.tif,1413,C2,1,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
533,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_02h00m.tif,1403,C2,1,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
534,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_04h00m.tif,1402,C2,1,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
535,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_06h00m.tif,1306,C2,1,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
536,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_08h00m.tif,1330,C2,1,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
537,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_10h00m.tif,1306,C2,1,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
538,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_12h00m.tif,1296,C2,1,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
539,LCC9_mCh_iin co-culture_C2_1_2019y12m19d_14h00m.tif,1275,C2,1,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
540,LCC9_mCh_iin co-culture_C2_2_2019y12m10d_16h00m.tif,492,C2,2,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
541,LCC9_mCh_iin co-culture_C2_2_2019y12m10d_18h00m.tif,481,C2,2,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
542,LCC9_mCh_iin co-culture_C2_2_2019y12m10d_20h00m.tif,483,C2,2,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
543,LCC9_mCh_iin co-culture_C2_2_2019y12m10d_22h00m.tif,478,C2,2,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
544,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_00h00m.tif,534,C2,2,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
545,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_02h00m.tif,564,C2,2,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
546,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_04h00m.tif,580,C2,2,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
547,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_06h00m.tif,603,C2,2,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
548,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_08h00m.tif,622,C2,2,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
549,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_10h00m.tif,643,C2,2,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
550,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_12h00m.tif,672,C2,2,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
551,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_14h00m.tif,689,C2,2,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
552,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_16h00m.tif,694,C2,2,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
553,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_18h00m.tif,730,C2,2,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
554,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_20h00m.tif,684,C2,2,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
555,LCC9_mCh_iin co-culture_C2_2_2019y12m11d_22h00m.tif,738,C2,2,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
556,LCC9_mCh_iin co-culture_C2_2_2019y12m12d_00h00m.tif,724,C2,2,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
557,LCC9_mCh_iin co-culture_C2_2_2019y12m16d_14h00m.tif,1404,C2,2,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
558,LCC9_mCh_iin co-culture_C2_2_2019y12m16d_16h00m.tif,1425,C2,2,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
559,LCC9_mCh_iin co-culture_C2_2_2019y12m16d_18h00m.tif,1391,C2,2,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
560,LCC9_mCh_iin co-culture_C2_2_2019y12m16d_20h00m.tif,1366,C2,2,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
561,LCC9_mCh_iin co-culture_C2_2_2019y12m16d_22h00m.tif,1429,C2,2,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
562,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_00h00m.tif,1462,C2,2,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
563,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_02h00m.tif,1442,C2,2,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
564,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_04h00m.tif,1471,C2,2,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
565,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_06h00m.tif,1461,C2,2,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
566,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_08h00m.tif,1444,C2,2,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
567,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_10h00m.tif,1554,C2,2,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
568,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_12h00m.tif,1545,C2,2,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
569,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_14h00m.tif,1560,C2,2,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
570,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_16h00m.tif,1601,C2,2,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
571,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_18h00m.tif,1572,C2,2,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
572,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_22h00m.tif,1526,C2,2,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
573,LCC9_mCh_iin co-culture_C2_2_2019y12m17d_20h00m.tif,1490,C2,2,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
574,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_00h00m.tif,1571,C2,2,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
575,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_02h00m.tif,1627,C2,2,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
576,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_04h00m.tif,1648,C2,2,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
577,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_06h00m.tif,1683,C2,2,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
578,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_08h00m.tif,1632,C2,2,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
579,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_10h00m.tif,1625,C2,2,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
580,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_12h00m.tif,1701,C2,2,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
581,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_14h00m.tif,1678,C2,2,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
582,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_16h00m.tif,1680,C2,2,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
583,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_18h00m.tif,1643,C2,2,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
584,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_20h00m.tif,1602,C2,2,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
585,LCC9_mCh_iin co-culture_C2_2_2019y12m18d_22h00m.tif,1650,C2,2,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
586,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_00h00m.tif,1628,C2,2,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
587,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_02h00m.tif,1588,C2,2,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
588,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_04h00m.tif,1575,C2,2,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
589,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_06h00m.tif,1583,C2,2,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
590,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_08h00m.tif,1629,C2,2,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
591,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_10h00m.tif,1603,C2,2,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
592,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_12h00m.tif,1522,C2,2,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
593,LCC9_mCh_iin co-culture_C2_2_2019y12m19d_14h00m.tif,1535,C2,2,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
594,LCC9_mCh_iin co-culture_C2_3_2019y12m10d_18h00m.tif,275,C2,3,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
595,LCC9_mCh_iin co-culture_C2_3_2019y12m10d_16h00m.tif,302,C2,3,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
596,LCC9_mCh_iin co-culture_C2_3_2019y12m10d_20h00m.tif,290,C2,3,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
597,LCC9_mCh_iin co-culture_C2_3_2019y12m10d_22h00m.tif,319,C2,3,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
598,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_02h00m.tif,350,C2,3,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
599,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_00h00m.tif,331,C2,3,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
600,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_04h00m.tif,370,C2,3,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
601,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_06h00m.tif,398,C2,3,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
602,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_08h00m.tif,406,C2,3,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
603,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_10h00m.tif,402,C2,3,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
604,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_12h00m.tif,425,C2,3,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
605,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_14h00m.tif,430,C2,3,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
606,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_16h00m.tif,446,C2,3,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
607,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_18h00m.tif,474,C2,3,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
608,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_20h00m.tif,473,C2,3,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
609,LCC9_mCh_iin co-culture_C2_3_2019y12m11d_22h00m.tif,480,C2,3,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
610,LCC9_mCh_iin co-culture_C2_3_2019y12m12d_00h00m.tif,504,C2,3,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
611,LCC9_mCh_iin co-culture_C2_3_2019y12m16d_14h00m.tif,1074,C2,3,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
612,LCC9_mCh_iin co-culture_C2_3_2019y12m16d_16h00m.tif,1067,C2,3,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
613,LCC9_mCh_iin co-culture_C2_3_2019y12m16d_18h00m.tif,1076,C2,3,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
614,LCC9_mCh_iin co-culture_C2_3_2019y12m16d_20h00m.tif,1102,C2,3,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
615,LCC9_mCh_iin co-culture_C2_3_2019y12m16d_22h00m.tif,1104,C2,3,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
616,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_00h00m.tif,1135,C2,3,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
617,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_02h00m.tif,1142,C2,3,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
618,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_04h00m.tif,1112,C2,3,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
619,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_06h00m.tif,1151,C2,3,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
620,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_08h00m.tif,1142,C2,3,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
621,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_10h00m.tif,1210,C2,3,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
622,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_12h00m.tif,1315,C2,3,17,12,LCC9,2019-12-17T12:00:00Z,vehicle
623,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_14h00m.tif,1265,C2,3,17,14,LCC9,2019-12-17T14:00:00Z,vehicle
624,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_16h00m.tif,1270,C2,3,17,16,LCC9,2019-12-17T16:00:00Z,vehicle
625,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_18h00m.tif,1230,C2,3,17,18,LCC9,2019-12-17T18:00:00Z,vehicle
626,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_20h00m.tif,1194,C2,3,17,20,LCC9,2019-12-17T20:00:00Z,vehicle
627,LCC9_mCh_iin co-culture_C2_3_2019y12m17d_22h00m.tif,1238,C2,3,17,22,LCC9,2019-12-17T22:00:00Z,vehicle
628,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_00h00m.tif,1214,C2,3,18,0,LCC9,2019-12-18T00:00:00Z,vehicle
629,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_02h00m.tif,1308,C2,3,18,2,LCC9,2019-12-18T02:00:00Z,vehicle
630,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_04h00m.tif,1282,C2,3,18,4,LCC9,2019-12-18T04:00:00Z,vehicle
631,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_06h00m.tif,1294,C2,3,18,6,LCC9,2019-12-18T06:00:00Z,vehicle
632,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_08h00m.tif,1280,C2,3,18,8,LCC9,2019-12-18T08:00:00Z,vehicle
633,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_10h00m.tif,1291,C2,3,18,10,LCC9,2019-12-18T10:00:00Z,vehicle
634,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_12h00m.tif,1360,C2,3,18,12,LCC9,2019-12-18T12:00:00Z,vehicle
635,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_14h00m.tif,1411,C2,3,18,14,LCC9,2019-12-18T14:00:00Z,vehicle
636,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_16h00m.tif,1394,C2,3,18,16,LCC9,2019-12-18T16:00:00Z,vehicle
637,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_18h00m.tif,1354,C2,3,18,18,LCC9,2019-12-18T18:00:00Z,vehicle
638,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_20h00m.tif,1337,C2,3,18,20,LCC9,2019-12-18T20:00:00Z,vehicle
639,LCC9_mCh_iin co-culture_C2_3_2019y12m18d_22h00m.tif,1328,C2,3,18,22,LCC9,2019-12-18T22:00:00Z,vehicle
640,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_00h00m.tif,1335,C2,3,19,0,LCC9,2019-12-19T00:00:00Z,vehicle
641,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_02h00m.tif,1353,C2,3,19,2,LCC9,2019-12-19T02:00:00Z,vehicle
642,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_04h00m.tif,1338,C2,3,19,4,LCC9,2019-12-19T04:00:00Z,vehicle
643,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_06h00m.tif,1357,C2,3,19,6,LCC9,2019-12-19T06:00:00Z,vehicle
644,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_08h00m.tif,1333,C2,3,19,8,LCC9,2019-12-19T08:00:00Z,vehicle
645,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_10h00m.tif,1292,C2,3,19,10,LCC9,2019-12-19T10:00:00Z,vehicle
646,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_12h00m.tif,1276,C2,3,19,12,LCC9,2019-12-19T12:00:00Z,vehicle
647,LCC9_mCh_iin co-culture_C2_3_2019y12m19d_14h00m.tif,1299,C2,3,19,14,LCC9,2019-12-19T14:00:00Z,vehicle
648,LCC9_mCh_iin co-culture_C2_4_2019y12m10d_16h00m.tif,244,C2,4,10,16,LCC9,2019-12-10T16:00:00Z,vehicle
649,LCC9_mCh_iin co-culture_C2_4_2019y12m10d_18h00m.tif,259,C2,4,10,18,LCC9,2019-12-10T18:00:00Z,vehicle
650,LCC9_mCh_iin co-culture_C2_4_2019y12m10d_20h00m.tif,256,C2,4,10,20,LCC9,2019-12-10T20:00:00Z,vehicle
651,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_00h00m.tif,290,C2,4,11,0,LCC9,2019-12-11T00:00:00Z,vehicle
652,LCC9_mCh_iin co-culture_C2_4_2019y12m10d_22h00m.tif,278,C2,4,10,22,LCC9,2019-12-10T22:00:00Z,vehicle
653,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_02h00m.tif,298,C2,4,11,2,LCC9,2019-12-11T02:00:00Z,vehicle
654,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_04h00m.tif,316,C2,4,11,4,LCC9,2019-12-11T04:00:00Z,vehicle
655,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_06h00m.tif,312,C2,4,11,6,LCC9,2019-12-11T06:00:00Z,vehicle
656,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_08h00m.tif,326,C2,4,11,8,LCC9,2019-12-11T08:00:00Z,vehicle
657,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_10h00m.tif,336,C2,4,11,10,LCC9,2019-12-11T10:00:00Z,vehicle
658,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_12h00m.tif,363,C2,4,11,12,LCC9,2019-12-11T12:00:00Z,vehicle
659,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_14h00m.tif,368,C2,4,11,14,LCC9,2019-12-11T14:00:00Z,vehicle
660,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_16h00m.tif,415,C2,4,11,16,LCC9,2019-12-11T16:00:00Z,vehicle
661,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_18h00m.tif,421,C2,4,11,18,LCC9,2019-12-11T18:00:00Z,vehicle
662,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_20h00m.tif,437,C2,4,11,20,LCC9,2019-12-11T20:00:00Z,vehicle
663,LCC9_mCh_iin co-culture_C2_4_2019y12m11d_22h00m.tif,464,C2,4,11,22,LCC9,2019-12-11T22:00:00Z,vehicle
664,LCC9_mCh_iin co-culture_C2_4_2019y12m12d_00h00m.tif,455,C2,4,12,0,LCC9,2019-12-12T00:00:00Z,vehicle
665,LCC9_mCh_iin co-culture_C2_4_2019y12m16d_14h00m.tif,1212,C2,4,16,14,LCC9,2019-12-16T14:00:00Z,vehicle
666,LCC9_mCh_iin co-culture_C2_4_2019y12m16d_16h00m.tif,1250,C2,4,16,16,LCC9,2019-12-16T16:00:00Z,vehicle
667,LCC9_mCh_iin co-culture_C2_4_2019y12m16d_18h00m.tif,1243,C2,4,16,18,LCC9,2019-12-16T18:00:00Z,vehicle
668,LCC9_mCh_iin co-culture_C2_4_2019y12m16d_20h00m.tif,1222,C2,4,16,20,LCC9,2019-12-16T20:00:00Z,vehicle
669,LCC9_mCh_iin co-culture_C2_4_2019y12m16d_22h00m.tif,1278,C2,4,16,22,LCC9,2019-12-16T22:00:00Z,vehicle
670,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_00h00m.tif,1300,C2,4,17,0,LCC9,2019-12-17T00:00:00Z,vehicle
671,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_02h00m.tif,1273,C2,4,17,2,LCC9,2019-12-17T02:00:00Z,vehicle
672,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_04h00m.tif,1339,C2,4,17,4,LCC9,2019-12-17T04:00:00Z,vehicle
673,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_06h00m.tif,1350,C2,4,17,6,LCC9,2019-12-17T06:00:00Z,vehicle
674,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_08h00m.tif,1348,C2,4,17,8,LCC9,2019-12-17T08:00:00Z,vehicle
675,LCC9_mCh_iin co-culture_C2_4_2019y12m17d_10h00m.tif,1363,C2,4,17,10,LCC9,2019-12-17T10:00:00Z,vehicle
