X1,path,count,well,field,day,time,cell_type,date,treatment
507,LCC1_egfp in co-culture_C2_5_2019y12m19d_04h00m.tif,1507,C2,5,19,4,LCC1,2019-12-19T04:00:00Z,vehicle
508,LCC1_egfp in co-culture_C2_5_2019y12m19d_14h00m.tif,1481,C2,5,19,14,LCC1,2019-12-19T14:00:00Z,vehicle
509,LCC1_egfp in co-culture_C1_8_2019y12m18d_22h00m.tif,619,C1,8,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
510,LCC1_egfp in co-culture_C1_9_2019y12m18d_06h00m.tif,724,C1,9,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
511,LCC1_egfp in co-culture_C1_9_2019y12m18d_16h00m.tif,689,C1,9,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
512,LCC1_egfp in co-culture_C3_5_2019y12m10d_20h00m.tif,252,C3,5,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
513,LCC1_egfp in co-culture_C2_7_2019y12m17d_12h00m.tif,915,C2,7,17,12,LCC1,2019-12-17T12:00:00Z,vehicle
514,LCC1_egfp in co-culture_C4_5_2019y12m11d_20h00m.tif,337,C4,5,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
515,LCC1_egfp in co-culture_C1_7_2019y12m10d_18h00m.tif,369,C1,7,10,18,LCC1,2019-12-10T18:00:00Z,vehicle
516,LCC1_egfp in co-culture_C2_7_2019y12m17d_02h00m.tif,951,C2,7,17,2,LCC1,2019-12-17T02:00:00Z,vehicle
517,LCC1_egfp in co-culture_C4_4_2019y12m19d_02h00m.tif,230,C4,4,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
518,LCC1_egfp in co-culture_C3_4_2019y12m18d_02h00m.tif,337,C3,4,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
519,LCC1_egfp in co-culture_C4_4_2019y12m19d_12h00m.tif,233,C4,4,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
520,LCC1_egfp in co-culture_C1_2_2019y12m18d_22h00m.tif,994,C1,2,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
521,LCC1_egfp in co-culture_C3_4_2019y12m18d_12h00m.tif,349,C3,4,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
522,LCC1_egfp in co-culture_C4_7_2019y12m17d_20h00m.tif,399,C4,7,17,20,LCC1,2019-12-17T20:00:00Z,fulvestrant
523,LCC1_egfp in co-culture_C1_5_2019y12m16d_18h00m.tif,1941,C1,5,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
524,LCC1_egfp in co-culture_C3_7_2019y12m16d_20h00m.tif,299,C3,7,16,20,LCC1,2019-12-16T20:00:00Z,fulvestrant
525,LCC1_egfp in co-culture_C2_5_2019y12m11d_12h00m.tif,426,C2,5,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
526,LCC1_egfp in co-culture_C2_5_2019y12m11d_02h00m.tif,337,C2,5,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
527,LCC1_egfp in co-culture_C2_2_2019y12m18d_02h00m.tif,765,C2,2,18,2,LCC1,2019-12-18T02:00:00Z,vehicle
528,LCC1_egfp in co-culture_C3_9_2019y12m19d_04h00m.tif,258,C3,9,19,4,LCC1,2019-12-19T04:00:00Z,fulvestrant
529,LCC1_egfp in co-culture_C4_9_2019y12m18d_04h00m.tif,361,C4,9,18,4,LCC1,2019-12-18T04:00:00Z,fulvestrant
530,LCC1_egfp in co-culture_C3_9_2019y12m19d_14h00m.tif,249,C3,9,19,14,LCC1,2019-12-19T14:00:00Z,fulvestrant
531,LCC1_egfp in co-culture_C2_2_2019y12m18d_12h00m.tif,727,C2,2,18,12,LCC1,2019-12-18T12:00:00Z,vehicle
532,LCC1_egfp in co-culture_C4_9_2019y12m18d_14h00m.tif,361,C4,9,18,14,LCC1,2019-12-18T14:00:00Z,fulvestrant
533,LCC1_egfp in co-culture_C3_3_2019y12m11d_12h00m.tif,130,C3,3,11,12,LCC1,2019-12-11T12:00:00Z,fulvestrant
534,LCC1_egfp in co-culture_C1_5_2019y12m11d_22h00m.tif,398,C1,5,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
535,LCC1_egfp in co-culture_C2_1_2019y12m16d_20h00m.tif,1082,C2,1,16,20,LCC1,2019-12-16T20:00:00Z,vehicle
536,LCC1_egfp in co-culture_C3_3_2019y12m11d_02h00m.tif,143,C3,3,11,2,LCC1,2019-12-11T02:00:00Z,fulvestrant
537,LCC1_egfp in co-culture_C1_4_2019y12m19d_00h00m.tif,1294,C1,4,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
538,LCC1_egfp in co-culture_C4_2_2019y12m18d_20h00m.tif,400,C4,2,18,20,LCC1,2019-12-18T20:00:00Z,fulvestrant
539,LCC1_egfp in co-culture_C1_4_2019y12m19d_10h00m.tif,1240,C1,4,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
540,LCC1_egfp in co-culture_C3_1_2019y12m17d_12h00m.tif,293,C3,1,17,12,LCC1,2019-12-17T12:00:00Z,fulvestrant
541,LCC1_egfp in co-culture_C2_3_2019y12m10d_20h00m.tif,332,C2,3,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
542,LCC1_egfp in co-culture_C1_7_2019y12m17d_22h00m.tif,1186,C1,7,17,22,LCC1,2019-12-17T22:00:00Z,vehicle
543,LCC1_egfp in co-culture_C3_1_2019y12m17d_02h00m.tif,298,C3,1,17,2,LCC1,2019-12-17T02:00:00Z,fulvestrant
544,LCC1_egfp in co-culture_C4_5_2019y12m18d_16h00m.tif,306,C4,5,18,16,LCC1,2019-12-18T16:00:00Z,fulvestrant
545,LCC1_egfp in co-culture_C4_5_2019y12m18d_06h00m.tif,307,C4,5,18,6,LCC1,2019-12-18T06:00:00Z,fulvestrant
546,LCC1_egfp in co-culture_C3_5_2019y12m19d_06h00m.tif,362,C3,5,19,6,LCC1,2019-12-19T06:00:00Z,fulvestrant
547,LCC1_egfp in co-culture_C1_9_2019y12m11d_20h00m.tif,174,C1,9,11,20,LCC1,2019-12-11T20:00:00Z,vehicle
548,LCC1_egfp in co-culture_C2_4_2019y12m10d_16h00m.tif,324,C2,4,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
549,LCC1_egfp in co-culture_C1_8_2019y12m19d_12h00m.tif,560,C1,8,19,12,LCC1,2019-12-19T12:00:00Z,vehicle
550,LCC1_egfp in co-culture_C1_8_2019y12m19d_02h00m.tif,635,C1,8,19,2,LCC1,2019-12-19T02:00:00Z,vehicle
551,LCC1_egfp in co-culture_C1_2_2019y12m11d_04h00m.tif,280,C1,2,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
552,LCC1_egfp in co-culture_C3_9_2019y12m17d_08h00m.tif,253,C3,9,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
553,LCC1_egfp in co-culture_C2_6_2019y12m16d_16h00m.tif,843,C2,6,16,16,LCC1,2019-12-16T16:00:00Z,vehicle
554,LCC1_egfp in co-culture_C1_2_2019y12m11d_14h00m.tif,335,C1,2,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
555,LCC1_egfp in co-culture_C4_9_2019y12m16d_18h00m.tif,422,C4,9,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
556,LCC1_egfp in co-culture_C3_9_2019y12m17d_18h00m.tif,277,C3,9,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
557,LCC1_egfp in co-culture_C1_5_2019y12m18d_14h00m.tif,1727,C1,5,18,14,LCC1,2019-12-18T14:00:00Z,vehicle
558,LCC1_egfp in co-culture_C1_5_2019y12m18d_04h00m.tif,1664,C1,5,18,4,LCC1,2019-12-18T04:00:00Z,vehicle
559,LCC1_egfp in co-culture_C4_9_2019y12m11d_22h00m.tif,324,C4,9,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
560,LCC1_egfp in co-culture_C3_9_2019y12m10d_22h00m.tif,147,C3,9,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
561,LCC1_egfp in co-culture_C2_8_2019y12m12d_00h00m.tif,241,C2,8,12,0,LCC1,2019-12-12T00:00:00Z,vehicle
562,LCC1_egfp in co-culture_C3_8_2019y12m18d_10h00m.tif,412,C3,8,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
563,LCC1_egfp in co-culture_C4_8_2019y12m19d_10h00m.tif,290,C4,8,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
564,LCC1_egfp in co-culture_C3_8_2019y12m18d_00h00m.tif,399,C3,8,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
565,LCC1_egfp in co-culture_C2_3_2019y12m19d_06h00m.tif,1189,C2,3,19,6,LCC1,2019-12-19T06:00:00Z,vehicle
566,LCC1_egfp in co-culture_C4_8_2019y12m19d_00h00m.tif,284,C4,8,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
567,LCC1_egfp in co-culture_C2_9_2019y12m11d_00h00m.tif,293,C2,9,11,0,LCC1,2019-12-11T00:00:00Z,vehicle
568,LCC1_egfp in co-culture_C4_2_2019y12m11d_06h00m.tif,230,C4,2,11,6,LCC1,2019-12-11T06:00:00Z,fulvestrant
569,LCC1_egfp in co-culture_C3_2_2019y12m10d_16h00m.tif,152,C3,2,10,16,LCC1,2019-12-10T16:00:00Z,fulvestrant
570,LCC1_egfp in co-culture_C2_9_2019y12m11d_10h00m.tif,235,C2,9,11,10,LCC1,2019-12-11T10:00:00Z,vehicle
571,LCC1_egfp in co-culture_C4_2_2019y12m11d_16h00m.tif,256,C4,2,11,16,LCC1,2019-12-11T16:00:00Z,fulvestrant
572,LCC1_egfp in co-culture_C2_5_2019y12m17d_08h00m.tif,1782,C2,5,17,8,LCC1,2019-12-17T08:00:00Z,vehicle
573,LCC1_egfp in co-culture_C2_1_2019y12m17d_00h00m.tif,1078,C2,1,17,0,LCC1,2019-12-17T00:00:00Z,vehicle
574,LCC1_egfp in co-culture_C4_3_2019y12m11d_22h00m.tif,296,C4,3,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
575,LCC1_egfp in co-culture_C2_5_2019y12m17d_18h00m.tif,1700,C2,5,17,18,LCC1,2019-12-17T18:00:00Z,vehicle
576,LCC1_egfp in co-culture_C2_1_2019y12m17d_10h00m.tif,1068,C2,1,17,10,LCC1,2019-12-17T10:00:00Z,vehicle
577,LCC1_egfp in co-culture_C3_3_2019y12m10d_22h00m.tif,133,C3,3,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
578,LCC1_egfp in co-culture_C2_3_2019y12m11d_00h00m.tif,340,C2,3,11,0,LCC1,2019-12-11T00:00:00Z,vehicle
579,LCC1_egfp in co-culture_C2_7_2019y12m11d_08h00m.tif,315,C2,7,11,8,LCC1,2019-12-11T08:00:00Z,vehicle
580,LCC1_egfp in co-culture_C4_8_2019y12m11d_06h00m.tif,216,C4,8,11,6,LCC1,2019-12-11T06:00:00Z,fulvestrant
581,LCC1_egfp in co-culture_C2_3_2019y12m11d_10h00m.tif,310,C2,3,11,10,LCC1,2019-12-11T10:00:00Z,vehicle
582,LCC1_egfp in co-culture_C3_1_2019y12m16d_22h00m.tif,288,C3,1,16,22,LCC1,2019-12-16T22:00:00Z,fulvestrant
583,LCC1_egfp in co-culture_C3_8_2019y12m10d_16h00m.tif,116,C3,8,10,16,LCC1,2019-12-10T16:00:00Z,fulvestrant
584,LCC1_egfp in co-culture_C4_1_2019y12m17d_22h00m.tif,310,C4,1,17,22,LCC1,2019-12-17T22:00:00Z,fulvestrant
585,LCC1_egfp in co-culture_C2_7_2019y12m11d_18h00m.tif,346,C2,7,11,18,LCC1,2019-12-11T18:00:00Z,vehicle
586,LCC1_egfp in co-culture_C4_8_2019y12m11d_16h00m.tif,240,C4,8,11,16,LCC1,2019-12-11T16:00:00Z,fulvestrant
587,LCC1_egfp in co-culture_C3_2_2019y12m18d_10h00m.tif,211,C3,2,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
588,LCC1_egfp in co-culture_C2_2_2019y12m12d_00h00m.tif,319,C2,2,12,0,LCC1,2019-12-12T00:00:00Z,vehicle
589,LCC1_egfp in co-culture_C1_4_2019y12m18d_20h00m.tif,1299,C1,4,18,20,LCC1,2019-12-18T20:00:00Z,vehicle
590,LCC1_egfp in co-culture_C4_2_2019y12m19d_10h00m.tif,417,C4,2,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
591,LCC1_egfp in co-culture_C3_6_2019y12m18d_18h00m.tif,440,C3,6,18,18,LCC1,2019-12-18T18:00:00Z,fulvestrant
592,LCC1_egfp in co-culture_C2_9_2019y12m19d_06h00m.tif,964,C2,9,19,6,LCC1,2019-12-19T06:00:00Z,vehicle
593,LCC1_egfp in co-culture_C4_6_2019y12m19d_08h00m.tif,419,C4,6,19,8,LCC1,2019-12-19T08:00:00Z,fulvestrant
594,LCC1_egfp in co-culture_C3_2_2019y12m18d_00h00m.tif,213,C3,2,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
595,LCC1_egfp in co-culture_C3_6_2019y12m18d_08h00m.tif,434,C3,6,18,8,LCC1,2019-12-18T08:00:00Z,fulvestrant
596,LCC1_egfp in co-culture_C4_2_2019y12m19d_00h00m.tif,386,C4,2,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
597,LCC1_egfp in co-culture_C3_1_2019y12m11d_08h00m.tif,146,C3,1,11,8,LCC1,2019-12-11T08:00:00Z,fulvestrant
598,LCC1_egfp in co-culture_C3_5_2019y12m11d_00h00m.tif,270,C3,5,11,0,LCC1,2019-12-11T00:00:00Z,fulvestrant
599,LCC1_egfp in co-culture_C3_1_2019y12m11d_18h00m.tif,167,C3,1,11,18,LCC1,2019-12-11T18:00:00Z,fulvestrant
600,LCC1_egfp in co-culture_C4_1_2019y12m10d_18h00m.tif,138,C4,1,10,18,LCC1,2019-12-10T18:00:00Z,fulvestrant
601,LCC1_egfp in co-culture_C2_7_2019y12m16d_22h00m.tif,896,C2,7,16,22,LCC1,2019-12-16T22:00:00Z,vehicle
602,LCC1_egfp in co-culture_C1_3_2019y12m11d_20h00m.tif,410,C1,3,11,20,LCC1,2019-12-11T20:00:00Z,vehicle
603,LCC1_egfp in co-culture_C3_5_2019y12m11d_10h00m.tif,276,C3,5,11,10,LCC1,2019-12-11T10:00:00Z,fulvestrant
604,LCC1_egfp in co-culture_C3_4_2019y12m12d_00h00m.tif,239,C3,4,12,0,LCC1,2019-12-12T00:00:00Z,fulvestrant
605,LCC1_egfp in co-culture_C2_4_2019y12m18d_10h00m.tif,1347,C2,4,18,10,LCC1,2019-12-18T10:00:00Z,vehicle
606,LCC1_egfp in co-culture_C2_4_2019y12m18d_00h00m.tif,1294,C2,4,18,0,LCC1,2019-12-18T00:00:00Z,vehicle
607,LCC1_egfp in co-culture_C3_7_2019y12m17d_00h00m.tif,298,C3,7,17,0,LCC1,2019-12-17T00:00:00Z,fulvestrant
608,LCC1_egfp in co-culture_C1_8_2019y12m11d_04h00m.tif,238,C1,8,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
609,LCC1_egfp in co-culture_C3_3_2019y12m17d_08h00m.tif,288,C3,3,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
610,LCC1_egfp in co-culture_C1_8_2019y12m11d_14h00m.tif,162,C1,8,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
611,LCC1_egfp in co-culture_C4_3_2019y12m16d_18h00m.tif,327,C4,3,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
612,LCC1_egfp in co-culture_C1_1_2019y12m17d_20h00m.tif,675,C1,1,17,20,LCC1,2019-12-17T20:00:00Z,vehicle
613,LCC1_egfp in co-culture_C2_5_2019y12m10d_22h00m.tif,359,C2,5,10,22,LCC1,2019-12-10T22:00:00Z,vehicle
614,LCC1_egfp in co-culture_C3_7_2019y12m17d_10h00m.tif,297,C3,7,17,10,LCC1,2019-12-17T10:00:00Z,fulvestrant
615,LCC1_egfp in co-culture_C3_3_2019y12m17d_18h00m.tif,323,C3,3,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
616,LCC1_egfp in co-culture_C1_2_2019y12m19d_12h00m.tif,1028,C1,2,19,12,LCC1,2019-12-19T12:00:00Z,vehicle
617,LCC1_egfp in co-culture_C4_4_2019y12m18d_22h00m.tif,228,C4,4,18,22,LCC1,2019-12-18T22:00:00Z,fulvestrant
618,LCC1_egfp in co-culture_C1_2_2019y12m19d_02h00m.tif,1029,C1,2,19,2,LCC1,2019-12-19T02:00:00Z,vehicle
619,LCC1_egfp in co-culture_C1_8_2019y12m11d_22h00m.tif,139,C1,8,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
620,LCC1_egfp in co-culture_C1_1_2019y12m17d_16h00m.tif,696,C1,1,17,16,LCC1,2019-12-17T16:00:00Z,vehicle
621,LCC1_egfp in co-culture_C1_1_2019y12m17d_06h00m.tif,705,C1,1,17,6,LCC1,2019-12-17T06:00:00Z,vehicle
622,LCC1_egfp in co-culture_C3_4_2019y12m19d_04h00m.tif,363,C3,4,19,4,LCC1,2019-12-19T04:00:00Z,fulvestrant
623,LCC1_egfp in co-culture_C4_4_2019y12m18d_04h00m.tif,229,C4,4,18,4,LCC1,2019-12-18T04:00:00Z,fulvestrant
624,LCC1_egfp in co-culture_C3_4_2019y12m19d_14h00m.tif,366,C3,4,19,14,LCC1,2019-12-19T14:00:00Z,fulvestrant
625,LCC1_egfp in co-culture_C4_4_2019y12m18d_14h00m.tif,230,C4,4,18,14,LCC1,2019-12-18T14:00:00Z,fulvestrant
626,LCC1_egfp in co-culture_C2_7_2019y12m16d_14h00m.tif,878,C2,7,16,14,LCC1,2019-12-16T14:00:00Z,vehicle
627,LCC1_egfp in co-culture_C1_3_2019y12m11d_16h00m.tif,369,C1,3,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
628,LCC1_egfp in co-culture_C1_3_2019y12m11d_06h00m.tif,251,C1,3,11,6,LCC1,2019-12-11T06:00:00Z,vehicle
629,LCC1_egfp in co-culture_C1_9_2019y12m19d_00h00m.tif,680,C1,9,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
630,LCC1_egfp in co-culture_C1_9_2019y12m19d_10h00m.tif,646,C1,9,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
631,LCC1_egfp in co-culture_C3_1_2019y12m16d_14h00m.tif,264,C3,1,16,14,LCC1,2019-12-16T14:00:00Z,fulvestrant
632,LCC1_egfp in co-culture_C3_8_2019y12m10d_20h00m.tif,116,C3,8,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
633,LCC1_egfp in co-culture_C4_1_2019y12m17d_14h00m.tif,306,C4,1,17,14,LCC1,2019-12-17T14:00:00Z,fulvestrant
634,LCC1_egfp in co-culture_C4_8_2019y12m11d_20h00m.tif,260,C4,8,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
635,LCC1_egfp in co-culture_C4_1_2019y12m17d_04h00m.tif,303,C4,1,17,4,LCC1,2019-12-17T04:00:00Z,fulvestrant
636,LCC1_egfp in co-culture_C1_4_2019y12m18d_06h00m.tif,1273,C1,4,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
637,LCC1_egfp in co-culture_C1_4_2019y12m18d_16h00m.tif,1244,C1,4,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
638,LCC1_egfp in co-culture_C1_8_2019y12m16d_18h00m.tif,555,C1,8,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
639,LCC1_egfp in co-culture_C4_3_2019y12m11d_14h00m.tif,252,C4,3,11,14,LCC1,2019-12-11T14:00:00Z,fulvestrant
640,LCC1_egfp in co-culture_C2_8_2019y12m11d_12h00m.tif,223,C2,8,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
641,LCC1_egfp in co-culture_C4_3_2019y12m11d_04h00m.tif,238,C4,3,11,4,LCC1,2019-12-11T04:00:00Z,fulvestrant
642,LCC1_egfp in co-culture_C2_8_2019y12m11d_02h00m.tif,186,C2,8,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
643,LCC1_egfp in co-culture_C4_9_2019y12m19d_02h00m.tif,371,C4,9,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
644,LCC1_egfp in co-culture_C3_9_2019y12m18d_02h00m.tif,267,C3,9,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
645,LCC1_egfp in co-culture_C2_2_2019y12m19d_04h00m.tif,774,C2,2,19,4,LCC1,2019-12-19T04:00:00Z,vehicle
646,LCC1_egfp in co-culture_C4_9_2019y12m19d_12h00m.tif,358,C4,9,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
647,LCC1_egfp in co-culture_C2_2_2019y12m19d_14h00m.tif,744,C2,2,19,14,LCC1,2019-12-19T14:00:00Z,vehicle
648,LCC1_egfp in co-culture_C3_9_2019y12m18d_12h00m.tif,284,C3,9,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
649,LCC1_egfp in co-culture_C3_2_2019y12m10d_20h00m.tif,181,C3,2,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
650,LCC1_egfp in co-culture_C4_2_2019y12m11d_20h00m.tif,238,C4,2,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
651,LCC1_egfp in co-culture_C4_3_2019y12m19d_02h00m.tif,232,C4,3,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
652,LCC1_egfp in co-culture_C2_8_2019y12m19d_04h00m.tif,840,C2,8,19,4,LCC1,2019-12-19T04:00:00Z,vehicle
653,LCC1_egfp in co-culture_C3_3_2019y12m18d_02h00m.tif,320,C3,3,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
654,LCC1_egfp in co-culture_C4_3_2019y12m19d_12h00m.tif,236,C4,3,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
655,LCC1_egfp in co-culture_C3_3_2019y12m18d_12h00m.tif,344,C3,3,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
656,LCC1_egfp in co-culture_C1_5_2019y12m18d_22h00m.tif,1593,C1,5,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
657,LCC1_egfp in co-culture_C2_8_2019y12m19d_14h00m.tif,838,C2,8,19,14,LCC1,2019-12-19T14:00:00Z,vehicle
658,LCC1_egfp in co-culture_C1_2_2019y12m16d_18h00m.tif,839,C1,2,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
659,LCC1_egfp in co-culture_C4_9_2019y12m11d_14h00m.tif,332,C4,9,11,14,LCC1,2019-12-11T14:00:00Z,fulvestrant
660,LCC1_egfp in co-culture_C2_2_2019y12m11d_12h00m.tif,305,C2,2,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
661,LCC1_egfp in co-culture_C4_9_2019y12m11d_04h00m.tif,308,C4,9,11,4,LCC1,2019-12-11T04:00:00Z,fulvestrant
662,LCC1_egfp in co-culture_C2_2_2019y12m11d_02h00m.tif,233,C2,2,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
663,LCC1_egfp in co-culture_C2_5_2019y12m18d_02h00m.tif,1670,C2,5,18,2,LCC1,2019-12-18T02:00:00Z,vehicle
664,LCC1_egfp in co-culture_C2_5_2019y12m18d_12h00m.tif,1633,C2,5,18,12,LCC1,2019-12-18T12:00:00Z,vehicle
665,LCC1_egfp in co-culture_C2_6_2019y12m16d_20h00m.tif,856,C2,6,16,20,LCC1,2019-12-16T20:00:00Z,vehicle
666,LCC1_egfp in co-culture_C1_2_2019y12m11d_22h00m.tif,360,C1,2,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
667,LCC1_egfp in co-culture_C3_4_2019y12m11d_12h00m.tif,220,C3,4,11,12,LCC1,2019-12-11T12:00:00Z,fulvestrant
668,LCC1_egfp in co-culture_C3_4_2019y12m11d_02h00m.tif,200,C3,4,11,2,LCC1,2019-12-11T02:00:00Z,fulvestrant
669,LCC1_egfp in co-culture_C1_7_2019y12m19d_08h00m.tif,1196,C1,7,19,8,LCC1,2019-12-19T08:00:00Z,vehicle
670,LCC1_egfp in co-culture_C1_3_2019y12m19d_00h00m.tif,1332,C1,3,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
671,LCC1_egfp in co-culture_C4_5_2019y12m18d_20h00m.tif,299,C4,5,18,20,LCC1,2019-12-18T20:00:00Z,fulvestrant
672,LCC1_egfp in co-culture_C1_3_2019y12m19d_10h00m.tif,1306,C1,3,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
673,LCC1_egfp in co-culture_C1_9_2019y12m11d_16h00m.tif,199,C1,9,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
674,LCC1_egfp in co-culture_C2_4_2019y12m10d_20h00m.tif,241,C2,4,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
675,LCC1_egfp in co-culture_C3_6_2019y12m17d_12h00m.tif,447,C3,6,17,12,LCC1,2019-12-17T12:00:00Z,fulvestrant
676,LCC1_egfp in co-culture_C3_6_2019y12m17d_02h00m.tif,397,C3,6,17,2,LCC1,2019-12-17T02:00:00Z,fulvestrant
677,LCC1_egfp in co-culture_C1_9_2019y12m11d_06h00m.tif,227,C1,9,11,6,LCC1,2019-12-11T06:00:00Z,vehicle
678,LCC1_egfp in co-culture_C4_2_2019y12m18d_16h00m.tif,428,C4,2,18,16,LCC1,2019-12-18T16:00:00Z,fulvestrant
679,LCC1_egfp in co-culture_C3_9_2019y12m12d_00h00m.tif,183,C3,9,12,0,LCC1,2019-12-12T00:00:00Z,fulvestrant
680,LCC1_egfp in co-culture_C2_9_2019y12m18d_10h00m.tif,935,C2,9,18,10,LCC1,2019-12-18T10:00:00Z,vehicle
681,LCC1_egfp in co-culture_C4_2_2019y12m18d_06h00m.tif,439,C4,2,18,6,LCC1,2019-12-18T06:00:00Z,fulvestrant
682,LCC1_egfp in co-culture_C3_2_2019y12m19d_06h00m.tif,206,C3,2,19,6,LCC1,2019-12-19T06:00:00Z,fulvestrant
683,LCC1_egfp in co-culture_C2_9_2019y12m18d_00h00m.tif,969,C2,9,18,0,LCC1,2019-12-18T00:00:00Z,vehicle
684,LCC1_egfp in co-culture_C1_7_2019y12m17d_04h00m.tif,1129,C1,7,17,4,LCC1,2019-12-17T04:00:00Z,vehicle
685,LCC1_egfp in co-culture_C3_8_2019y12m11d_00h00m.tif,125,C3,8,11,0,LCC1,2019-12-11T00:00:00Z,fulvestrant
686,LCC1_egfp in co-culture_C3_8_2019y12m11d_10h00m.tif,147,C3,8,11,10,LCC1,2019-12-11T10:00:00Z,fulvestrant
687,LCC1_egfp in co-culture_C2_3_2019y12m10d_16h00m.tif,408,C2,3,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
688,LCC1_egfp in co-culture_C1_7_2019y12m17d_14h00m.tif,1180,C1,7,17,14,LCC1,2019-12-17T14:00:00Z,vehicle
689,LCC1_egfp in co-culture_C4_9_2019y12m18d_22h00m.tif,363,C4,9,18,22,LCC1,2019-12-18T22:00:00Z,fulvestrant
690,LCC1_egfp in co-culture_C1_5_2019y12m11d_04h00m.tif,355,C1,5,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
691,LCC1_egfp in co-culture_C2_8_2019y12m10d_22h00m.tif,224,C2,8,10,22,LCC1,2019-12-10T22:00:00Z,vehicle
692,LCC1_egfp in co-culture_C1_5_2019y12m11d_14h00m.tif,350,C1,5,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
693,LCC1_egfp in co-culture_C2_1_2019y12m16d_16h00m.tif,1084,C2,1,16,16,LCC1,2019-12-16T16:00:00Z,vehicle
694,LCC1_egfp in co-culture_C1_2_2019y12m18d_14h00m.tif,1030,C1,2,18,14,LCC1,2019-12-18T14:00:00Z,vehicle
