X1,path,count,well,field,day,time,cell_type,date,treatment
68,LCC1_egfp in co-culture_C1_1_2019y12m18d_06h00m.tif,688,C1,1,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
69,LCC1_egfp in co-culture_C1_1_2019y12m18d_16h00m.tif,703,C1,1,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
70,LCC1_egfp in co-culture_C4_4_2019y12m17d_14h00m.tif,246,C4,4,17,14,LCC1,2019-12-17T14:00:00Z,fulvestrant
71,LCC1_egfp in co-culture_C3_4_2019y12m16d_14h00m.tif,299,C3,4,16,14,LCC1,2019-12-16T14:00:00Z,fulvestrant
72,LCC1_egfp in co-culture_C4_4_2019y12m17d_04h00m.tif,254,C4,4,17,4,LCC1,2019-12-17T04:00:00Z,fulvestrant
73,LCC1_egfp in co-culture_C1_8_2019y12m19d_08h00m.tif,590,C1,8,19,8,LCC1,2019-12-19T08:00:00Z,vehicle
74,LCC1_egfp in co-culture_C3_9_2019y12m17d_12h00m.tif,251,C3,9,17,12,LCC1,2019-12-17T12:00:00Z,fulvestrant
75,LCC1_egfp in co-culture_C1_6_2019y12m11d_16h00m.tif,430,C1,6,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
76,LCC1_egfp in co-culture_C2_2_2019y12m16d_14h00m.tif,697,C2,2,16,14,LCC1,2019-12-16T14:00:00Z,vehicle
77,LCC1_egfp in co-culture_C1_6_2019y12m11d_06h00m.tif,380,C1,6,11,6,LCC1,2019-12-11T06:00:00Z,vehicle
78,LCC1_egfp in co-culture_C3_9_2019y12m17d_02h00m.tif,257,C3,9,17,2,LCC1,2019-12-17T02:00:00Z,fulvestrant
79,LCC1_egfp in co-culture_C4_1_2019y12m18d_04h00m.tif,273,C4,1,18,4,LCC1,2019-12-18T04:00:00Z,fulvestrant
80,LCC1_egfp in co-culture_C3_1_2019y12m19d_04h00m.tif,304,C3,1,19,4,LCC1,2019-12-19T04:00:00Z,fulvestrant
81,LCC1_egfp in co-culture_C4_1_2019y12m18d_14h00m.tif,284,C4,1,18,14,LCC1,2019-12-18T14:00:00Z,fulvestrant
82,LCC1_egfp in co-culture_C3_1_2019y12m19d_14h00m.tif,295,C3,1,19,14,LCC1,2019-12-19T14:00:00Z,fulvestrant
83,LCC1_egfp in co-culture_C2_9_2019y12m16d_20h00m.tif,897,C2,9,16,20,LCC1,2019-12-16T20:00:00Z,vehicle
84,LCC1_egfp in co-culture_C1_4_2019y12m17d_16h00m.tif,1236,C1,4,17,16,LCC1,2019-12-17T16:00:00Z,vehicle
85,LCC1_egfp in co-culture_C1_4_2019y12m17d_06h00m.tif,1231,C1,4,17,6,LCC1,2019-12-17T06:00:00Z,vehicle
86,LCC1_egfp in co-culture_C2_8_2019y12m16d_14h00m.tif,790,C2,8,16,14,LCC1,2019-12-16T14:00:00Z,vehicle
87,LCC1_egfp in co-culture_C3_3_2019y12m17d_12h00m.tif,296,C3,3,17,12,LCC1,2019-12-17T12:00:00Z,fulvestrant
88,LCC1_egfp in co-culture_C2_1_2019y12m10d_20h00m.tif,276,C2,1,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
89,LCC1_egfp in co-culture_C1_5_2019y12m17d_22h00m.tif,1726,C1,5,17,22,LCC1,2019-12-17T22:00:00Z,vehicle
90,LCC1_egfp in co-culture_C3_3_2019y12m17d_02h00m.tif,295,C3,3,17,2,LCC1,2019-12-17T02:00:00Z,fulvestrant
91,LCC1_egfp in co-culture_C1_6_2019y12m19d_00h00m.tif,1503,C1,6,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
92,LCC1_egfp in co-culture_C1_2_2019y12m19d_08h00m.tif,1045,C1,2,19,8,LCC1,2019-12-19T08:00:00Z,vehicle
93,LCC1_egfp in co-culture_C1_6_2019y12m19d_10h00m.tif,1442,C1,6,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
94,LCC1_egfp in co-culture_C3_1_2019y12m11d_12h00m.tif,160,C3,1,11,12,LCC1,2019-12-11T12:00:00Z,fulvestrant
95,LCC1_egfp in co-culture_C1_7_2019y12m11d_22h00m.tif,280,C1,7,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
96,LCC1_egfp in co-culture_C2_3_2019y12m16d_20h00m.tif,1203,C2,3,16,20,LCC1,2019-12-16T20:00:00Z,vehicle
97,LCC1_egfp in co-culture_C3_1_2019y12m11d_02h00m.tif,132,C3,1,11,2,LCC1,2019-12-11T02:00:00Z,fulvestrant
98,LCC1_egfp in co-culture_C3_5_2019y12m16d_20h00m.tif,363,C3,5,16,20,LCC1,2019-12-16T20:00:00Z,fulvestrant
99,LCC1_egfp in co-culture_C2_7_2019y12m11d_12h00m.tif,318,C2,7,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
100,LCC1_egfp in co-culture_C4_5_2019y12m17d_20h00m.tif,325,C4,5,17,20,LCC1,2019-12-17T20:00:00Z,fulvestrant
101,LCC1_egfp in co-culture_C1_7_2019y12m16d_18h00m.tif,1047,C1,7,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
102,LCC1_egfp in co-culture_C2_7_2019y12m11d_02h00m.tif,296,C2,7,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
103,LCC1_egfp in co-culture_C3_6_2019y12m18d_02h00m.tif,432,C3,6,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
104,LCC1_egfp in co-culture_C4_6_2019y12m19d_02h00m.tif,400,C4,6,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
105,LCC1_egfp in co-culture_C3_6_2019y12m18d_12h00m.tif,439,C3,6,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
106,LCC1_egfp in co-culture_C4_6_2019y12m19d_12h00m.tif,493,C4,6,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
107,LCC1_egfp in co-culture_C4_7_2019y12m11d_20h00m.tif,286,C4,7,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
108,LCC1_egfp in co-culture_C1_5_2019y12m10d_18h00m.tif,347,C1,5,10,18,LCC1,2019-12-10T18:00:00Z,vehicle
109,LCC1_egfp in co-culture_C3_7_2019y12m10d_20h00m.tif,253,C3,7,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
110,LCC1_egfp in co-culture_C2_5_2019y12m17d_12h00m.tif,1853,C2,5,17,12,LCC1,2019-12-17T12:00:00Z,vehicle
111,LCC1_egfp in co-culture_C2_5_2019y12m17d_02h00m.tif,1792,C2,5,17,2,LCC1,2019-12-17T02:00:00Z,vehicle
112,LCC1_egfp in co-culture_C2_8_2019y12m11d_08h00m.tif,251,C2,8,11,8,LCC1,2019-12-11T08:00:00Z,vehicle
113,LCC1_egfp in co-culture_C4_7_2019y12m11d_06h00m.tif,258,C4,7,11,6,LCC1,2019-12-11T06:00:00Z,fulvestrant
114,LCC1_egfp in co-culture_C2_8_2019y12m11d_18h00m.tif,259,C2,8,11,18,LCC1,2019-12-11T18:00:00Z,vehicle
115,LCC1_egfp in co-culture_C4_7_2019y12m11d_16h00m.tif,267,C4,7,11,16,LCC1,2019-12-11T16:00:00Z,fulvestrant
116,LCC1_egfp in co-culture_C3_7_2019y12m10d_16h00m.tif,224,C3,7,10,16,LCC1,2019-12-10T16:00:00Z,fulvestrant
117,LCC1_egfp in co-culture_C3_9_2019y12m18d_18h00m.tif,257,C3,9,18,18,LCC1,2019-12-18T18:00:00Z,fulvestrant
118,LCC1_egfp in co-culture_C3_9_2019y12m18d_08h00m.tif,273,C3,9,18,8,LCC1,2019-12-18T08:00:00Z,fulvestrant
119,LCC1_egfp in co-culture_C2_6_2019y12m19d_06h00m.tif,892,C2,6,19,6,LCC1,2019-12-19T06:00:00Z,vehicle
120,LCC1_egfp in co-culture_C4_9_2019y12m19d_08h00m.tif,334,C4,9,19,8,LCC1,2019-12-19T08:00:00Z,fulvestrant
121,LCC1_egfp in co-culture_C4_5_2019y12m17d_06h00m.tif,342,C4,5,17,6,LCC1,2019-12-17T06:00:00Z,fulvestrant
122,LCC1_egfp in co-culture_C3_5_2019y12m16d_16h00m.tif,376,C3,5,16,16,LCC1,2019-12-16T16:00:00Z,fulvestrant
123,LCC1_egfp in co-culture_C4_5_2019y12m17d_16h00m.tif,337,C4,5,17,16,LCC1,2019-12-17T16:00:00Z,fulvestrant
124,LCC1_egfp in co-culture_C1_7_2019y12m11d_04h00m.tif,327,C1,7,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
125,LCC1_egfp in co-culture_C3_8_2019y12m17d_00h00m.tif,300,C3,8,17,0,LCC1,2019-12-17T00:00:00Z,fulvestrant
126,LCC1_egfp in co-culture_C3_8_2019y12m17d_10h00m.tif,339,C3,8,17,10,LCC1,2019-12-17T10:00:00Z,fulvestrant
127,LCC1_egfp in co-culture_C1_7_2019y12m11d_14h00m.tif,281,C1,7,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
128,LCC1_egfp in co-culture_C2_3_2019y12m16d_16h00m.tif,1145,C2,3,16,16,LCC1,2019-12-16T16:00:00Z,vehicle
129,LCC1_egfp in co-culture_C1_5_2019y12m17d_04h00m.tif,1871,C1,5,17,4,LCC1,2019-12-17T04:00:00Z,vehicle
130,LCC1_egfp in co-culture_C2_8_2019y12m16d_22h00m.tif,814,C2,8,16,22,LCC1,2019-12-16T22:00:00Z,vehicle
131,LCC1_egfp in co-culture_C2_1_2019y12m10d_16h00m.tif,269,C2,1,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
132,LCC1_egfp in co-culture_C1_5_2019y12m17d_14h00m.tif,1941,C1,5,17,14,LCC1,2019-12-17T14:00:00Z,vehicle
133,LCC1_egfp in co-culture_C4_1_2019y12m18d_22h00m.tif,282,C4,1,18,22,LCC1,2019-12-18T22:00:00Z,fulvestrant
134,LCC1_egfp in co-culture_C1_7_2019y12m19d_12h00m.tif,1197,C1,7,19,12,LCC1,2019-12-19T12:00:00Z,vehicle
135,LCC1_egfp in co-culture_C1_7_2019y12m19d_02h00m.tif,1253,C1,7,19,2,LCC1,2019-12-19T02:00:00Z,vehicle
136,LCC1_egfp in co-culture_C3_6_2019y12m17d_08h00m.tif,425,C3,6,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
137,LCC1_egfp in co-culture_C3_2_2019y12m17d_00h00m.tif,206,C3,2,17,0,LCC1,2019-12-17T00:00:00Z,fulvestrant
138,LCC1_egfp in co-culture_C3_6_2019y12m17d_18h00m.tif,445,C3,6,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
139,LCC1_egfp in co-culture_C2_9_2019y12m16d_16h00m.tif,883,C2,9,16,16,LCC1,2019-12-16T16:00:00Z,vehicle
140,LCC1_egfp in co-culture_C4_6_2019y12m16d_18h00m.tif,371,C4,6,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
141,LCC1_egfp in co-culture_C3_2_2019y12m17d_10h00m.tif,218,C3,2,17,10,LCC1,2019-12-17T10:00:00Z,fulvestrant
142,LCC1_egfp in co-culture_C1_4_2019y12m17d_20h00m.tif,1236,C1,4,17,20,LCC1,2019-12-17T20:00:00Z,vehicle
143,LCC1_egfp in co-culture_C2_1_2019y12m18d_10h00m.tif,1235,C2,1,18,10,LCC1,2019-12-18T10:00:00Z,vehicle
144,LCC1_egfp in co-culture_C3_1_2019y12m12d_00h00m.tif,203,C3,1,12,0,LCC1,2019-12-12T00:00:00Z,fulvestrant
145,LCC1_egfp in co-culture_C2_5_2019y12m18d_18h00m.tif,1624,C2,5,18,18,LCC1,2019-12-18T18:00:00Z,vehicle
146,LCC1_egfp in co-culture_C2_1_2019y12m18d_00h00m.tif,1189,C2,1,18,0,LCC1,2019-12-18T00:00:00Z,vehicle
147,LCC1_egfp in co-culture_C2_5_2019y12m18d_08h00m.tif,1603,C2,5,18,8,LCC1,2019-12-18T08:00:00Z,vehicle
148,LCC1_egfp in co-culture_C3_4_2019y12m11d_08h00m.tif,210,C3,4,11,8,LCC1,2019-12-11T08:00:00Z,fulvestrant
149,LCC1_egfp in co-culture_C4_4_2019y12m10d_18h00m.tif,171,C4,4,10,18,LCC1,2019-12-10T18:00:00Z,fulvestrant
150,LCC1_egfp in co-culture_C1_6_2019y12m11d_20h00m.tif,452,C1,6,11,20,LCC1,2019-12-11T20:00:00Z,vehicle
151,LCC1_egfp in co-culture_C2_2_2019y12m16d_22h00m.tif,720,C2,2,16,22,LCC1,2019-12-16T22:00:00Z,vehicle
152,LCC1_egfp in co-culture_C3_4_2019y12m11d_18h00m.tif,238,C3,4,11,18,LCC1,2019-12-11T18:00:00Z,fulvestrant
153,LCC1_egfp in co-culture_C4_7_2019y12m19d_10h00m.tif,385,C4,7,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
154,LCC1_egfp in co-culture_C3_3_2019y12m18d_18h00m.tif,301,C3,3,18,18,LCC1,2019-12-18T18:00:00Z,fulvestrant
155,LCC1_egfp in co-culture_C1_1_2019y12m18d_20h00m.tif,712,C1,1,18,20,LCC1,2019-12-18T20:00:00Z,vehicle
156,LCC1_egfp in co-culture_C2_7_2019y12m12d_00h00m.tif,355,C2,7,12,0,LCC1,2019-12-12T00:00:00Z,vehicle
157,LCC1_egfp in co-culture_C3_7_2019y12m18d_10h00m.tif,311,C3,7,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
158,LCC1_egfp in co-culture_C3_3_2019y12m18d_08h00m.tif,318,C3,3,18,8,LCC1,2019-12-18T08:00:00Z,fulvestrant
159,LCC1_egfp in co-culture_C4_7_2019y12m19d_00h00m.tif,356,C4,7,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
160,LCC1_egfp in co-culture_C4_3_2019y12m19d_08h00m.tif,228,C4,3,19,8,LCC1,2019-12-19T08:00:00Z,fulvestrant
161,LCC1_egfp in co-culture_C3_7_2019y12m18d_00h00m.tif,325,C3,7,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
162,LCC1_egfp in co-culture_C2_2_2019y12m11d_08h00m.tif,266,C2,2,11,8,LCC1,2019-12-11T08:00:00Z,vehicle
163,LCC1_egfp in co-culture_C2_6_2019y12m11d_00h00m.tif,289,C2,6,11,0,LCC1,2019-12-11T00:00:00Z,vehicle
164,LCC1_egfp in co-culture_C4_4_2019y12m17d_22h00m.tif,254,C4,4,17,22,LCC1,2019-12-17T22:00:00Z,fulvestrant
165,LCC1_egfp in co-culture_C2_2_2019y12m11d_18h00m.tif,330,C2,2,11,18,LCC1,2019-12-11T18:00:00Z,vehicle
166,LCC1_egfp in co-culture_C3_4_2019y12m16d_22h00m.tif,314,C3,4,16,22,LCC1,2019-12-16T22:00:00Z,fulvestrant
167,LCC1_egfp in co-culture_C2_6_2019y12m11d_10h00m.tif,243,C2,6,11,10,LCC1,2019-12-11T10:00:00Z,vehicle
168,LCC1_egfp in co-culture_C2_4_2019y12m17d_00h00m.tif,1194,C2,4,17,0,LCC1,2019-12-17T00:00:00Z,vehicle
169,LCC1_egfp in co-culture_C3_6_2019y12m10d_22h00m.tif,201,C3,6,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
170,LCC1_egfp in co-culture_C2_4_2019y12m17d_10h00m.tif,1309,C2,4,17,10,LCC1,2019-12-17T10:00:00Z,vehicle
171,LCC1_egfp in co-culture_C4_6_2019y12m11d_22h00m.tif,290,C4,6,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
172,LCC1_egfp in co-culture_C3_8_2019y12m16d_20h00m.tif,320,C3,8,16,20,LCC1,2019-12-16T20:00:00Z,fulvestrant
173,LCC1_egfp in co-culture_C4_1_2019y12m11d_14h00m.tif,184,C4,1,11,14,LCC1,2019-12-11T14:00:00Z,fulvestrant
174,LCC1_egfp in co-culture_C4_8_2019y12m17d_20h00m.tif,266,C4,8,17,20,LCC1,2019-12-17T20:00:00Z,fulvestrant
175,LCC1_egfp in co-culture_C4_1_2019y12m11d_04h00m.tif,154,C4,1,11,4,LCC1,2019-12-11T04:00:00Z,fulvestrant
176,LCC1_egfp in co-culture_C1_6_2019y12m18d_06h00m.tif,1427,C1,6,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
177,LCC1_egfp in co-culture_C1_6_2019y12m18d_16h00m.tif,1480,C1,6,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
178,LCC1_egfp in co-culture_C1_8_2019y12m10d_18h00m.tif,211,C1,8,10,18,LCC1,2019-12-10T18:00:00Z,vehicle
179,LCC1_egfp in co-culture_C4_3_2019y12m17d_14h00m.tif,281,C4,3,17,14,LCC1,2019-12-17T14:00:00Z,fulvestrant
180,LCC1_egfp in co-culture_C3_3_2019y12m16d_14h00m.tif,266,C3,3,16,14,LCC1,2019-12-16T14:00:00Z,fulvestrant
181,LCC1_egfp in co-culture_C2_8_2019y12m17d_12h00m.tif,834,C2,8,17,12,LCC1,2019-12-17T12:00:00Z,vehicle
182,LCC1_egfp in co-culture_C4_3_2019y12m17d_04h00m.tif,292,C4,3,17,4,LCC1,2019-12-17T04:00:00Z,fulvestrant
183,LCC1_egfp in co-culture_C2_8_2019y12m17d_02h00m.tif,821,C2,8,17,2,LCC1,2019-12-17T02:00:00Z,vehicle
184,LCC1_egfp in co-culture_C1_8_2019y12m17d_22h00m.tif,626,C1,8,17,22,LCC1,2019-12-17T22:00:00Z,vehicle
185,LCC1_egfp in co-culture_C2_5_2019y12m16d_14h00m.tif,1791,C2,5,16,14,LCC1,2019-12-16T14:00:00Z,vehicle
186,LCC1_egfp in co-culture_C1_1_2019y12m11d_16h00m.tif,248,C1,1,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
