rank,j,y_rep_mean,y_rep,.lower,.upper,.width,.point,.interval,cell_type,well,agg_count
42,2,9544.298282407706,9583.61409588357,6273.410961136784,13527.408961107965,0.95,mhd,mhd,LCC9,2,NA
43,1,5747.313810778621,5881.219638102381,4106.0678814245775,7903.901106234473,0.95,mhd,mhd,LCC1,1,NA
43,1,5747.313810778621,5881.219638102381,4106.0678814245775,7903.901106234473,0.95,mhd,mhd,LCC1,2,NA
43,2,9690.504610620446,9747.970010680634,6672.1757323925,13271.038699700208,0.95,mhd,mhd,LCC9,1,NA
43,2,9690.504610620446,9747.970010680634,6672.1757323925,13271.038699700208,0.95,mhd,mhd,LCC9,2,NA
44,1,5838.9963420673,5818.587871649739,4117.488989049576,8296.44407950405,0.95,mhd,mhd,LCC1,1,NA
44,1,5838.9963420673,5818.587871649739,4117.488989049576,8296.44407950405,0.95,mhd,mhd,LCC1,2,NA
44,2,9824.910865940112,10201.15684428755,7080.806051665685,13584.60079502526,0.95,mhd,mhd,LCC9,1,NA
44,2,9824.910865940112,10201.15684428755,7080.806051665685,13584.60079502526,0.95,mhd,mhd,LCC9,2,NA
45,1,5942.913902121655,6083.7624028786895,4243.143190347095,8811.193011247417,0.95,mhd,mhd,LCC1,1,NA
45,1,5942.913902121655,6083.7624028786895,4243.143190347095,8811.193011247417,0.95,mhd,mhd,LCC1,2,NA
45,2,9959.73663919029,10364.728693021707,7129.234576251045,13469.348163907642,0.95,mhd,mhd,LCC9,1,NA
45,2,9959.73663919029,10364.728693021707,7129.234576251045,13469.348163907642,0.95,mhd,mhd,LCC9,2,NA
46,1,6032.767127854835,6017.342352153243,4066.744442909746,8109.380327981013,0.95,mhd,mhd,LCC1,1,NA
46,1,6032.767127854835,6017.342352153243,4066.744442909746,8109.380327981013,0.95,mhd,mhd,LCC1,2,NA
46,2,10081.794432460238,9645.67088063334,7204.625596410435,13614.333257581173,0.95,mhd,mhd,LCC9,1,NA
46,2,10081.794432460238,9645.67088063334,7204.625596410435,13614.333257581173,0.95,mhd,mhd,LCC9,2,NA
47,1,6127.033559196075,6531.187192018001,4260.502533629798,8457.567542960023,0.95,mhd,mhd,LCC1,1,NA
47,1,6127.033559196075,6531.187192018001,4260.502533629798,8457.567542960023,0.95,mhd,mhd,LCC1,2,NA
47,2,10212.595477700332,11121.11275476673,7364.396153383814,14339.886144761369,0.95,mhd,mhd,LCC9,1,NA
47,2,10212.595477700332,11121.11275476673,7364.396153383814,14339.886144761369,0.95,mhd,mhd,LCC9,2,NA
48,1,6225.241700808571,6525.487351979937,4410.23729604913,8545.703480525914,0.95,mhd,mhd,LCC1,1,NA
48,1,6225.241700808571,6525.487351979937,4410.23729604913,8545.703480525914,0.95,mhd,mhd,LCC1,2,NA
48,2,10347.226105237409,10207.315183689814,7172.794866704731,15743.13598044726,0.95,mhd,mhd,LCC9,1,NA
48,2,10347.226105237409,10207.315183689814,7172.794866704731,15743.13598044726,0.95,mhd,mhd,LCC9,2,NA
49,1,6317.2312331453395,5944.8413354181375,4340.536595888915,8964.267035717787,0.95,mhd,mhd,LCC1,1,NA
49,1,6317.2312331453395,5944.8413354181375,4340.536595888915,8964.267035717787,0.95,mhd,mhd,LCC1,2,NA
49,2,10473.217008272739,10487.05841024016,7673.777205870139,14651.089337339034,0.95,mhd,mhd,LCC9,1,NA
49,2,10473.217008272739,10487.05841024016,7673.777205870139,14651.089337339034,0.95,mhd,mhd,LCC9,2,NA
50,1,6412.54290927552,6549.247923098784,4639.964244279306,8828.444358436518,0.95,mhd,mhd,LCC1,1,NA
50,1,6412.54290927552,6549.247923098784,4639.964244279306,8828.444358436518,0.95,mhd,mhd,LCC1,2,NA
50,2,10586.240543250675,10821.988888886483,7550.538936616271,15049.167986559225,0.95,mhd,mhd,LCC9,1,NA
50,2,10586.240543250675,10821.988888886483,7550.538936616271,15049.167986559225,0.95,mhd,mhd,LCC9,2,NA
51,1,6514.947780396657,7307.611219610373,4564.851352612208,8878.303133221692,0.95,mhd,mhd,LCC1,1,NA
51,1,6514.947780396657,7307.611219610373,4564.851352612208,8878.303133221692,0.95,mhd,mhd,LCC1,2,NA
51,2,10720.10797521216,10737.10250487699,7774.800098381476,14863.63965874487,0.95,mhd,mhd,LCC9,1,NA
51,2,10720.10797521216,10737.10250487699,7774.800098381476,14863.63965874487,0.95,mhd,mhd,LCC9,2,NA
52,1,6601.98053943042,6349.706089172947,4711.383286753397,9192.928613090733,0.95,mhd,mhd,LCC1,1,NA
52,1,6601.98053943042,6349.706089172947,4711.383286753397,9192.928613090733,0.95,mhd,mhd,LCC1,2,NA
52,2,10832.9594987345,10914.477372277723,7552.6989152856895,15245.861931429332,0.95,mhd,mhd,LCC9,1,NA
52,2,10832.9594987345,10914.477372277723,7552.6989152856895,15245.861931429332,0.95,mhd,mhd,LCC9,2,NA
53,1,6700.1221190719825,7004.541441566336,4791.233549163236,9196.087137220125,0.95,mhd,mhd,LCC1,1,NA
53,1,6700.1221190719825,7004.541441566336,4791.233549163236,9196.087137220125,0.95,mhd,mhd,LCC1,2,NA
53,2,10959.548491545234,10050.616815388154,7863.665932204727,15070.954295095391,0.95,mhd,mhd,LCC9,1,NA
53,2,10959.548491545234,10050.616815388154,7863.665932204727,15070.954295095391,0.95,mhd,mhd,LCC9,2,NA
54,1,6802.208173613764,6638.822323648988,4753.2727391492335,9392.0257908200565,0.95,mhd,mhd,LCC1,1,NA
54,1,6802.208173613764,6638.822323648988,4753.2727391492335,9392.0257908200565,0.95,mhd,mhd,LCC1,2,NA
54,2,11068.201752195024,11164.632885927298,7996.785211525707,15377.737270752008,0.95,mhd,mhd,LCC9,1,NA
54,2,11068.201752195024,11164.632885927298,7996.785211525707,15377.737270752008,0.95,mhd,mhd,LCC9,2,NA
55,1,6896.211841995605,7482.388102233308,4983.775916020635,9232.288399755307,0.95,mhd,mhd,LCC1,1,NA
55,1,6896.211841995605,7482.388102233308,4983.775916020635,9232.288399755307,0.95,mhd,mhd,LCC1,2,NA
55,2,11174.564046622254,12759.079432943694,7787.496903682379,15343.728566158581,0.95,mhd,mhd,LCC9,1,NA
55,2,11174.564046622254,12759.079432943694,7787.496903682379,15343.728566158581,0.95,mhd,mhd,LCC9,2,NA
56,1,6996.15521122792,6909.922799999348,4911.374573391018,9575.771865737304,0.95,mhd,mhd,LCC1,1,NA
56,1,6996.15521122792,6909.922799999348,4911.374573391018,9575.771865737304,0.95,mhd,mhd,LCC1,2,NA
56,2,11306.427645173191,11056.952898588746,8211.72014030134,16004.219526710216,0.95,mhd,mhd,LCC9,1,NA
56,2,11306.427645173191,11056.952898588746,8211.72014030134,16004.219526710216,0.95,mhd,mhd,LCC9,2,NA
57,1,7096.090457680239,7026.289603468042,5146.944582241774,9969.870479956624,0.95,mhd,mhd,LCC1,1,NA
57,1,7096.090457680239,7026.289603468042,5146.944582241774,9969.870479956624,0.95,mhd,mhd,LCC1,2,NA
57,2,11408.08786763938,11194.114215437694,8085.688376202364,16312.1481567637,0.95,mhd,mhd,LCC9,1,NA
57,2,11408.08786763938,11194.114215437694,8085.688376202364,16312.1481567637,0.95,mhd,mhd,LCC9,2,NA
58,1,7177.114852567951,8018.525233389445,5276.54609828994,10313.766354170386,0.95,mhd,mhd,LCC1,1,NA
58,1,7177.114852567951,8018.525233389445,5276.54609828994,10313.766354170386,0.95,mhd,mhd,LCC1,2,NA
58,2,11525.946300342881,12750.683395734983,8358.833464682628,16240.458407365277,0.95,mhd,mhd,LCC9,1,NA
58,2,11525.946300342881,12750.683395734983,8358.833464682628,16240.458407365277,0.95,mhd,mhd,LCC9,2,NA
59,1,7276.696215454459,6897.297929079789,5296.116529779014,10330.46338466084,0.95,mhd,mhd,LCC1,1,NA
