rank,y_rep_mean,j,y_rep,.lower,.upper,.width,.point,.interval,agg_count,well
106,13509.194750409384,1,13166.232965417814,11319.549419755214,15861.541571193236,0.95,mhd,mhd,13942,2
107,13539.332609802943,1,13312.487274530728,11254.62028721732,16235.702551670582,0.95,mhd,mhd,13168,1
107,13539.332609802943,1,13312.487274530728,11254.62028721732,16235.702551670582,0.95,mhd,mhd,13920,2
108,13584.805466537488,1,13773.774847829312,11396.759646329223,15835.411864480217,0.95,mhd,mhd,13725,1
108,13584.805466537488,1,13773.774847829312,11396.759646329223,15835.411864480217,0.95,mhd,mhd,14225,2
109,13615.716238621124,1,13847.013962957584,11561.943988382274,16059.256763414796,0.95,mhd,mhd,13492,1
109,13615.716238621124,1,13847.013962957584,11561.943988382274,16059.256763414796,0.95,mhd,mhd,14018,2
110,13651.328611171486,1,13916.99491202176,11665.196656748132,16427.885597309854,0.95,mhd,mhd,13522,1
110,13651.328611171486,1,13916.99491202176,11665.196656748132,16427.885597309854,0.95,mhd,mhd,13989,2
111,13682.20917994295,1,13751.710480885431,11477.11776580981,16487.628238342797,0.95,mhd,mhd,13553,1
111,13682.20917994295,1,13751.710480885431,11477.11776580981,16487.628238342797,0.95,mhd,mhd,13879,2
112,13722.342262924893,1,13822.429254028331,11741.819273482104,16259.862542767594,0.95,mhd,mhd,13595,1
112,13722.342262924893,1,13822.429254028331,11741.819273482104,16259.862542767594,0.95,mhd,mhd,13967,2
113,13753.862544181626,1,13159.13956718201,11560.969627133434,16324.535448358154,0.95,mhd,mhd,13568,1
113,13753.862544181626,1,13159.13956718201,11560.969627133434,16324.535448358154,0.95,mhd,mhd,14019,2
114,13780.33241905471,1,13759.720558983658,11701.411439251446,16171.777510419435,0.95,mhd,mhd,13606,1
114,13780.33241905471,1,13759.720558983658,11701.411439251446,16171.777510419435,0.95,mhd,mhd,13986,2
115,13807.398842586734,1,13542.11500475216,11574.270230836924,16300.34232015158,0.95,mhd,mhd,13611,1
115,13807.398842586734,1,13542.11500475216,11574.270230836924,16300.34232015158,0.95,mhd,mhd,14065,2
116,13834.308799373684,1,13839.133206647854,11415.861942603286,16300.942196491163,0.95,mhd,mhd,13770,1
116,13834.308799373684,1,13839.133206647854,11415.861942603286,16300.942196491163,0.95,mhd,mhd,14085,2
117,13861.189989458595,1,14225.975584826267,11411.65848662352,16975.216174094523,0.95,mhd,mhd,13897,1
117,13861.189989458595,1,14225.975584826267,11411.65848662352,16975.216174094523,0.95,mhd,mhd,14176,2
118,13884.179909076263,1,13824.444478647589,11605.095306347124,16388.949204863202,0.95,mhd,mhd,13895,1
118,13884.179909076263,1,13824.444478647589,11605.095306347124,16388.949204863202,0.95,mhd,mhd,14281,2
119,13907.41399739829,1,13918.5778947761,11624.772429100094,16342.06611317755,0.95,mhd,mhd,14260,1
119,13907.41399739829,1,13918.5778947761,11624.772429100094,16342.06611317755,0.95,mhd,mhd,14283,2
120,13927.467822647726,1,14733.979138041448,11829.153659329095,16355.241162737904,0.95,mhd,mhd,14529,1
120,13927.467822647726,1,14733.979138041448,11829.153659329095,16355.241162737904,0.95,mhd,mhd,14209,2
121,13954.672469441903,1,13931.645076281253,11810.533294705705,16378.543599804894,0.95,mhd,mhd,14533,1
121,13954.672469441903,1,13931.645076281253,11810.533294705705,16378.543599804894,0.95,mhd,mhd,14025,2
122,13983.904274065913,1,14484.539742761264,11916.486840081061,16349.061753013584,0.95,mhd,mhd,14537,1
122,13983.904274065913,1,14484.539742761264,11916.486840081061,16349.061753013584,0.95,mhd,mhd,13751,2
123,14001.584982624949,1,15199.692656843878,11581.208978668357,16548.421738486708,0.95,mhd,mhd,14447,1
123,14001.584982624949,1,15199.692656843878,11581.208978668357,16548.421738486708,0.95,mhd,mhd,13592,2
124,14021.466456409615,1,14377.166571054779,11890.09096782687,16736.862386831894,0.95,mhd,mhd,14526,1
124,14021.466456409615,1,14377.166571054779,11890.09096782687,16736.862386831894,0.95,mhd,mhd,13626,2
125,14033.2312396192,1,14087.012180534046,11854.204270929507,16504.430696229345,0.95,mhd,mhd,14669,1
125,14033.2312396192,1,14087.012180534046,11854.204270929507,16504.430696229345,0.95,mhd,mhd,13647,2
126,14062.699231862842,1,14144.949897562212,11809.015925239117,16978.60088613714,0.95,mhd,mhd,14712,1
126,14062.699231862842,1,14144.949897562212,11809.015925239117,16978.60088613714,0.95,mhd,mhd,13628,2
127,14076.569620816092,1,13911.232971136202,11733.703452647129,16336.711751312367,0.95,mhd,mhd,14972,1
127,14076.569620816092,1,13911.232971136202,11733.703452647129,16336.711751312367,0.95,mhd,mhd,13770,2
128,14094.50215948258,1,14168.354615568167,12043.12296083358,16813.980694876205,0.95,mhd,mhd,14891,1
128,14094.50215948258,1,14168.354615568167,12043.12296083358,16813.980694876205,0.95,mhd,mhd,13533,2
129,14100.875801146663,1,15035.993356603434,11979.522871901447,16500.36534207379,0.95,mhd,mhd,15258,1
129,14100.875801146663,1,15035.993356603434,11979.522871901447,16500.36534207379,0.95,mhd,mhd,13714,2
