rank,y_rep_mean,j,y_rep,.lower,.upper,.width,.point,.interval,agg_count,well
1,1304.8961505065993,1,1346.6443570758042,885.8510011346309,1906.7026386063767,0.95,mhd,mhd,1621,1
1,1304.8961505065993,1,1346.6443570758042,885.8510011346309,1906.7026386063767,0.95,mhd,mhd,1701,2
2,1322.2835467374803,1,1414.2105948347273,857.5012324737945,1921.3315996793226,0.95,mhd,mhd,1542,1
2,1322.2835467374803,1,1414.2105948347273,857.5012324737945,1921.3315996793226,0.95,mhd,mhd,1658,2
3,1338.9964118008252,1,1197.1484167859307,918.7462117101826,2084.4641864738046,0.95,mhd,mhd,1414,1
3,1338.9964118008252,1,1197.1484167859307,918.7462117101826,2084.4641864738046,0.95,mhd,mhd,1615,2
4,1352.5912993325198,1,1385.5484808033943,904.4976485261589,1949.2924828955481,0.95,mhd,mhd,1369,1
4,1352.5912993325198,1,1385.5484808033943,904.4976485261589,1949.2924828955481,0.95,mhd,mhd,1503,2
5,1369.881742794418,1,1393.9383587534644,889.3220631275195,1931.9627230866129,0.95,mhd,mhd,1387,1
5,1369.881742794418,1,1393.9383587534644,889.3220631275195,1931.9627230866129,0.95,mhd,mhd,1442,2
6,1387.485795777436,1,1142.5863091633983,909.2800592730066,2009.3078607160037,0.95,mhd,mhd,1368,1
6,1387.485795777436,1,1142.5863091633983,909.2800592730066,2009.3078607160037,0.95,mhd,mhd,1498,2
7,1404.356212084632,1,1415.0982606754885,941.8547195252096,2122.423416079528,0.95,mhd,mhd,1377,1
7,1404.356212084632,1,1415.0982606754885,941.8547195252096,2122.423416079528,0.95,mhd,mhd,1459,2
8,1420.6781563452962,1,1302.9920230863147,979.1679935394709,1981.5023596353583,0.95,mhd,mhd,1413,1
8,1420.6781563452962,1,1302.9920230863147,979.1679935394709,1981.5023596353583,0.95,mhd,mhd,1439,2
9,1439.1744898361508,1,1449.2951245750462,978.8038786897436,2132.630378604749,0.95,mhd,mhd,1354,1
9,1439.1744898361508,1,1449.2951245750462,978.8038786897436,2132.630378604749,0.95,mhd,mhd,1406,2
10,1455.5884483684822,1,1333.4029174429347,992.0002003229622,2075.727020544466,0.95,mhd,mhd,1364,1
10,1455.5884483684822,1,1333.4029174429347,992.0002003229622,2075.727020544466,0.95,mhd,mhd,1324,2
11,1472.649887627151,1,1534.4702272591,994.3778864362607,2143.4326339854374,0.95,mhd,mhd,1416,1
11,1472.649887627151,1,1534.4702272591,994.3778864362607,2143.4326339854374,0.95,mhd,mhd,1391,2
12,1491.2098326023852,1,1539.9001928163495,1031.2046707065363,2244.0660167412675,0.95,mhd,mhd,1424,1
12,1491.2098326023852,1,1539.9001928163495,1031.2046707065363,2244.0660167412675,0.95,mhd,mhd,1361,2
13,1509.2460866466547,1,1512.4746649657422,1071.0733910561037,2267.8827506077723,0.95,mhd,mhd,1529,1
13,1509.2460866466547,1,1512.4746649657422,1071.0733910561037,2267.8827506077723,0.95,mhd,mhd,1379,2
14,1526.6215156785838,1,1469.0265205883347,1009.5367831090534,2190.291312257475,0.95,mhd,mhd,1419,1
