rank,j,y_rep_mean,y_rep,.lower,.upper,.width,.point,.interval,cell_type,well,agg_count
59,1,2766.086439662602,2347.4947311212863,1504.381928147539,4879.347452403123,0.95,mhd,mhd,LCC1,1,NA
59,1,2766.086439662602,2347.4947311212863,1504.381928147539,4879.347452403123,0.95,mhd,mhd,LCC1,2,NA
59,2,10772.924610473097,10390.255392775158,6115.804676558433,17774.640919543937,0.95,mhd,mhd,LCC9,1,NA
59,2,10772.924610473097,10390.255392775158,6115.804676558433,17774.640919543937,0.95,mhd,mhd,LCC9,2,NA
60,1,2779.5079202484567,2650.025612248297,1589.972827350975,4505.102567379685,0.95,mhd,mhd,LCC1,1,NA
60,1,2779.5079202484567,2650.025612248297,1589.972827350975,4505.102567379685,0.95,mhd,mhd,LCC1,2,NA
60,2,10856.911935103719,10694.438258696686,6269.736332455181,21412.278342393147,0.95,mhd,mhd,LCC9,1,NA
60,2,10856.911935103719,10694.438258696686,6269.736332455181,21412.278342393147,0.95,mhd,mhd,LCC9,2,NA
61,1,2789.1812414466626,2935.210312490502,1557.7632432022597,4642.738215926046,0.95,mhd,mhd,LCC1,1,NA
61,1,2789.1812414466626,2935.210312490502,1557.7632432022597,4642.738215926046,0.95,mhd,mhd,LCC1,2,NA
61,2,10938.339146633669,11276.357958484565,6115.7129577801925,18305.918062079847,0.95,mhd,mhd,LCC9,1,NA
61,2,10938.339146633669,11276.357958484565,6115.7129577801925,18305.918062079847,0.95,mhd,mhd,LCC9,2,NA
62,1,2801.004394181642,2870.1136417032603,1642.2006235255367,4472.125327255786,0.95,mhd,mhd,LCC1,1,NA
62,1,2801.004394181642,2870.1136417032603,1642.2006235255367,4472.125327255786,0.95,mhd,mhd,LCC1,2,NA
62,2,11017.310558864086,12454.48221137077,6589.839717999218,19729.589425472266,0.95,mhd,mhd,LCC9,1,NA
62,2,11017.310558864086,12454.48221137077,6589.839717999218,19729.589425472266,0.95,mhd,mhd,LCC9,2,NA
63,1,2809.957215655915,2632.2828962255967,1701.7574194215467,4794.220206129478,0.95,mhd,mhd,LCC1,1,NA
63,1,2809.957215655915,2632.2828962255967,1701.7574194215467,4794.220206129478,0.95,mhd,mhd,LCC1,2,NA
63,2,11084.602380893208,9017.675358397371,6519.734779746069,18648.79521991007,0.95,mhd,mhd,LCC9,1,NA
63,2,11084.602380893208,9017.675358397371,6519.734779746069,18648.79521991007,0.95,mhd,mhd,LCC9,2,NA
64,1,2820.246964450074,2502.370369552589,1644.7467489659423,5146.640251716139,0.95,mhd,mhd,LCC1,1,NA
64,1,2820.246964450074,2502.370369552589,1644.7467489659423,5146.640251716139,0.95,mhd,mhd,LCC1,2,NA
64,2,11153.45289228662,11031.87462440759,6585.882330233701,20739.09582291298,0.95,mhd,mhd,LCC9,1,NA
64,2,11153.45289228662,11031.87462440759,6585.882330233701,20739.09582291298,0.95,mhd,mhd,LCC9,2,NA
65,1,2827.47916334929,2882.4689268039715,1667.0372497323517,4814.226014240899,0.95,mhd,mhd,LCC1,1,NA
65,1,2827.47916334929,2882.4689268039715,1667.0372497323517,4814.226014240899,0.95,mhd,mhd,LCC1,2,NA
65,2,11218.56225486692,10336.639046244482,6507.499073500587,19038.388204866507,0.95,mhd,mhd,LCC9,1,NA
65,2,11218.56225486692,10336.639046244482,6507.499073500587,19038.388204866507,0.95,mhd,mhd,LCC9,2,NA
66,1,2840.1220869103513,2579.7388128955163,1582.7303789684754,5220.410731642539,0.95,mhd,mhd,LCC1,1,NA
66,1,2840.1220869103513,2579.7388128955163,1582.7303789684754,5220.410731642539,0.95,mhd,mhd,LCC1,2,NA
66,2,11305.899300268677,11347.578878869333,6836.030549842243,19238.436717280165,0.95,mhd,mhd,LCC9,1,NA
66,2,11305.899300268677,11347.578878869333,6836.030549842243,19238.436717280165,0.95,mhd,mhd,LCC9,2,NA
67,1,2848.8895720370197,2887.6167797008316,1721.3171708083864,4892.5440456301485,0.95,mhd,mhd,LCC1,1,NA
67,1,2848.8895720370197,2887.6167797008316,1721.3171708083864,4892.5440456301485,0.95,mhd,mhd,LCC1,2,NA
67,2,11359.4211148356,10918.561873174182,6586.35920913669,19992.122889445716,0.95,mhd,mhd,LCC9,1,NA
67,2,11359.4211148356,10918.561873174182,6586.35920913669,19992.122889445716,0.95,mhd,mhd,LCC9,2,NA
68,1,2857.185000315112,2707.4838558899814,1610.5962890797616,5110.653582493829,0.95,mhd,mhd,LCC1,1,NA
68,1,2857.185000315112,2707.4838558899814,1610.5962890797616,5110.653582493829,0.95,mhd,mhd,LCC1,2,NA
68,2,11420.34607997444,10101.075267297994,6350.464448371835,19126.230907615118,0.95,mhd,mhd,LCC9,1,NA
68,2,11420.34607997444,10101.075267297994,6350.464448371835,19126.230907615118,0.95,mhd,mhd,LCC9,2,NA
69,1,2862.736709960844,2888.6148588605915,1690.6156060421617,5262.607413974134,0.95,mhd,mhd,LCC1,1,NA
69,1,2862.736709960844,2888.6148588605915,1690.6156060421617,5262.607413974134,0.95,mhd,mhd,LCC1,2,NA
69,2,11486.582472566082,9387.251648021293,6695.578668463449,19244.30764869335,0.95,mhd,mhd,LCC9,1,NA
69,2,11486.582472566082,9387.251648021293,6695.578668463449,19244.30764869335,0.95,mhd,mhd,LCC9,2,NA
70,1,2875.1380766049087,3098.2641794693827,1395.6188843578384,5069.893509188415,0.95,mhd,mhd,LCC1,1,NA
70,1,2875.1380766049087,3098.2641794693827,1395.6188843578384,5069.893509188415,0.95,mhd,mhd,LCC1,2,NA
70,2,11532.327421055503,11559.521223052336,6690.846460378831,21521.053017281538,0.95,mhd,mhd,LCC9,1,NA
70,2,11532.327421055503,11559.521223052336,6690.846460378831,21521.053017281538,0.95,mhd,mhd,LCC9,2,NA
71,1,2885.583677247391,2661.6807961268273,1598.380677479739,4907.11935974979,0.95,mhd,mhd,LCC1,1,NA
71,1,2885.583677247391,2661.6807961268273,1598.380677479739,4907.11935974979,0.95,mhd,mhd,LCC1,2,NA
71,2,11624.382106419356,11349.50341442371,6779.403317576908,19032.12231126962,0.95,mhd,mhd,LCC9,1,NA
71,2,11624.382106419356,11349.50341442371,6779.403317576908,19032.12231126962,0.95,mhd,mhd,LCC9,2,NA
72,1,2893.8727034997,3047.9640417014616,1686.4018762970202,5150.197126472399,0.95,mhd,mhd,LCC1,1,2567
72,1,2893.8727034997,3047.9640417014616,1686.4018762970202,5150.197126472399,0.95,mhd,mhd,LCC1,2,3387
72,2,11677.633338305937,11990.742484914226,6939.553168183647,20427.2405536818,0.95,mhd,mhd,LCC9,1,11532
72,2,11677.633338305937,11990.742484914226,6939.553168183647,20427.2405536818,0.95,mhd,mhd,LCC9,2,9939
73,1,2901.014063722926,2764.606864765077,1472.9351650442036,4806.3580635694325,0.95,mhd,mhd,LCC1,1,2641
73,1,2901.014063722926,2764.606864765077,1472.9351650442036,4806.3580635694325,0.95,mhd,mhd,LCC1,2,3384
73,2,11764.631770627122,9563.099113426562,6935.1461691257045,19925.30539253222,0.95,mhd,mhd,LCC9,1,11938
73,2,11764.631770627122,9563.099113426562,6935.1461691257045,19925.30539253222,0.95,mhd,mhd,LCC9,2,10487
74,1,2912.3447863585125,2459.238783069619,1395.0691012012408,5029.7610805575105,0.95,mhd,mhd,LCC1,1,2626
74,1,2912.3447863585125,2459.238783069619,1395.0691012012408,5029.7610805575105,0.95,mhd,mhd,LCC1,2,3272
74,2,11779.350366547333,12161.981597962542,6645.684809093402,19743.702440836634,0.95,mhd,mhd,LCC9,1,12037
74,2,11779.350366547333,12161.981597962542,6645.684809093402,19743.702440836634,0.95,mhd,mhd,LCC9,2,10488
75,1,2918.1111036827947,2917.149659701035,1716.472181209202,5015.092718873958,0.95,mhd,mhd,LCC1,1,2676
75,1,2918.1111036827947,2917.149659701035,1716.472181209202,5015.092718873958,0.95,mhd,mhd,LCC1,2,3266
75,2,11845.22616451313,11251.824451216757,6743.587362550016,20459.889665967905,0.95,mhd,mhd,LCC9,1,12178
75,2,11845.22616451313,11251.824451216757,6743.587362550016,20459.889665967905,0.95,mhd,mhd,LCC9,2,10615
76,1,2926.333881075681,3234.8296787921295,1747.1456152897279,4753.089391514844,0.95,mhd,mhd,LCC1,1,2724
76,1,2926.333881075681,3234.8296787921295,1747.1456152897279,4753.089391514844,0.95,mhd,mhd,LCC1,2,3266
76,2,11893.623462796386,11944.648287134452,7356.120139728316,20329.8109332703,0.95,mhd,mhd,LCC9,1,12051
76,2,11893.623462796386,11944.648287134452,7356.120139728316,20329.8109332703,0.95,mhd,mhd,LCC9,2,10584
77,1,2928.338239852176,2873.8655350655936,1590.166382667372,4927.755333823803,0.95,mhd,mhd,LCC1,1,2691
77,1,2928.338239852176,2873.8655350655936,1590.166382667372,4927.755333823803,0.95,mhd,mhd,LCC1,2,3220
77,2,11960.071493525664,11914.048895850647,7070.057993943663,19945.166145095776,0.95,mhd,mhd,LCC9,1,12186
77,2,11960.071493525664,11914.048895850647,7070.057993943663,19945.166145095776,0.95,mhd,mhd,LCC9,2,10829
78,1,2941.890718474496,2900.8181987784155,1631.906792302094,5232.086637610163,0.95,mhd,mhd,LCC1,1,2805
78,1,2941.890718474496,2900.8181987784155,1631.906792302094,5232.086637610163,0.95,mhd,mhd,LCC1,2,3192
78,2,11981.842052485103,12685.449900469717,6849.641151517355,20431.154585899774,0.95,mhd,mhd,LCC9,1,12150
78,2,11981.842052485103,12685.449900469717,6849.641151517355,20431.154585899774,0.95,mhd,mhd,LCC9,2,10868
79,1,2947.7684352979127,2877.847171448724,1642.2027994739688,5032.153331668102,0.95,mhd,mhd,LCC1,1,2839
79,1,2947.7684352979127,2877.847171448724,1642.2027994739688,5032.153331668102,0.95,mhd,mhd,LCC1,2,3120
79,2,12030.129283927261,12676.018492693549,6931.431725482431,20190.571430421656,0.95,mhd,mhd,LCC9,1,12377
79,2,12030.129283927261,12676.018492693549,6931.431725482431,20190.571430421656,0.95,mhd,mhd,LCC9,2,10776
80,1,2959.3166995649995,3256.768259437236,1747.334896700012,5210.329520286124,0.95,mhd,mhd,LCC1,1,2774
80,1,2959.3166995649995,3256.768259437236,1747.334896700012,5210.329520286124,0.95,mhd,mhd,LCC1,2,3151
80,2,12064.146884183987,10906.903387650727,6720.0641935679,21551.621044444782,0.95,mhd,mhd,LCC9,1,12337
80,2,12064.146884183987,10906.903387650727,6720.0641935679,21551.621044444782,0.95,mhd,mhd,LCC9,2,10939
81,1,2964.673719556563,2753.001104406661,1683.6579651019754,5637.089892098444,0.95,mhd,mhd,LCC1,1,2819
81,1,2964.673719556563,2753.001104406661,1683.6579651019754,5637.089892098444,0.95,mhd,mhd,LCC1,2,3175
81,2,12115.027025160987,12097.725766991445,7440.726070520086,21323.122645144373,0.95,mhd,mhd,LCC9,1,12147
81,2,12115.027025160987,12097.725766991445,7440.726070520086,21323.122645144373,0.95,mhd,mhd,LCC9,2,10986
82,1,2976.7867027189213,2952.749705103225,1727.899990933448,5401.569195379112,0.95,mhd,mhd,LCC1,1,2905
82,1,2976.7867027189213,2952.749705103225,1727.899990933448,5401.569195379112,0.95,mhd,mhd,LCC1,2,3057
82,2,12139.298308418316,9467.268593929824,7092.687225414336,20697.391241489026,0.95,mhd,mhd,LCC9,1,12708
82,2,12139.298308418316,9467.268593929824,7092.687225414336,20697.391241489026,0.95,mhd,mhd,LCC9,2,11495
83,1,2983.693607639167,2882.0551911215166,1804.0004367707277,5354.921255878071,0.95,mhd,mhd,LCC1,1,2890
83,1,2983.693607639167,2882.0551911215166,1804.0004367707277,5354.921255878071,0.95,mhd,mhd,LCC1,2,3073
83,2,12186.99638180464,12391.332075500324,6884.786396473192,20636.851823581273,0.95,mhd,mhd,LCC9,1,12973
83,2,12186.99638180464,12391.332075500324,6884.786396473192,20636.851823581273,0.95,mhd,mhd,LCC9,2,11634
84,1,2989.709499082963,2846.6189832912505,1721.1832113984415,4998.64053698686,0.95,mhd,mhd,LCC1,1,2902
84,1,2989.709499082963,2846.6189832912505,1721.1832113984415,4998.64053698686,0.95,mhd,mhd,LCC1,2,3094
84,2,12241.44192706517,11836.555106567715,7275.443924340015,21369.164646369027,0.95,mhd,mhd,LCC9,1,12922
84,2,12241.44192706517,11836.555106567715,7275.443924340015,21369.164646369027,0.95,mhd,mhd,LCC9,2,11707
85,1,3002.52546667839,3040.1228021357283,1735.0937473673637,5696.534517366646,0.95,mhd,mhd,LCC1,1,2991
85,1,3002.52546667839,3040.1228021357283,1735.0937473673637,5696.534517366646,0.95,mhd,mhd,LCC1,2,3117
85,2,12257.433581031555,11845.871563803623,7128.932177090989,21082.291179205906,0.95,mhd,mhd,LCC9,1,13043
85,2,12257.433581031555,11845.871563803623,7128.932177090989,21082.291179205906,0.95,mhd,mhd,LCC9,2,11778
86,1,3004.011941337841,2949.4785998998404,1691.831929973264,5111.111280666495,0.95,mhd,mhd,LCC1,1,2977
86,1,3004.011941337841,2949.4785998998404,1691.831929973264,5111.111280666495,0.95,mhd,mhd,LCC1,2,3130
86,2,12297.039524476178,11267.680446315566,7185.776763160585,19654.613887174197,0.95,mhd,mhd,LCC9,1,12804
86,2,12297.039524476178,11267.680446315566,7185.776763160585,19654.613887174197,0.95,mhd,mhd,LCC9,2,11807
87,1,3008.819339947444,2794.884556461345,1648.294742795098,5145.688501356529,0.95,mhd,mhd,LCC1,1,2953
87,1,3008.819339947444,2794.884556461345,1648.294742795098,5145.688501356529,0.95,mhd,mhd,LCC1,2,3032
87,2,12353.86829822646,12488.694254666872,6896.669425516944,20441.23208031767,0.95,mhd,mhd,LCC9,1,12903
87,2,12353.86829822646,12488.694254666872,6896.669425516944,20441.23208031767,0.95,mhd,mhd,LCC9,2,11707
88,1,3018.3420063220497,2558.1556610820667,1853.4143093491568,5293.721811601884,0.95,mhd,mhd,LCC1,1,2949
88,1,3018.3420063220497,2558.1556610820667,1853.4143093491568,5293.721811601884,0.95,mhd,mhd,LCC1,2,2958
88,2,12356.23451375072,13024.781457283041,7195.60910043488,21699.848350764503,0.95,mhd,mhd,LCC9,1,12703
88,2,12356.23451375072,13024.781457283041,7195.60910043488,21699.848350764503,0.95,mhd,mhd,LCC9,2,11896
89,1,3022.7653523509907,2897.147796953538,1649.9376956072497,5363.079447651334,0.95,mhd,mhd,LCC1,1,3046
89,1,3022.7653523509907,2897.147796953538,1649.9376956072497,5363.079447651334,0.95,mhd,mhd,LCC1,2,2895
89,2,12395.223231335553,11045.718939330227,6958.230020993889,21563.809399223042,0.95,mhd,mhd,LCC9,1,12822
89,2,12395.223231335553,11045.718939330227,6958.230020993889,21563.809399223042,0.95,mhd,mhd,LCC9,2,12132
90,1,3032.946458037815,2924.904022047418,1733.7705668186788,5596.783873066768,0.95,mhd,mhd,LCC1,1,2937
90,1,3032.946458037815,2924.904022047418,1733.7705668186788,5596.783873066768,0.95,mhd,mhd,LCC1,2,2844
90,2,12427.45715269688,13342.204054167338,7377.256785542248,20321.606608862512,0.95,mhd,mhd,LCC9,1,12861
90,2,12427.45715269688,13342.204054167338,7377.256785542248,20321.606608862512,0.95,mhd,mhd,LCC9,2,12257
91,1,3043.4993554746106,3026.973100577731,1748.7697723614247,5483.251022670843,0.95,mhd,mhd,LCC1,1,3001
91,1,3043.4993554746106,3026.973100577731,1748.7697723614247,5483.251022670843,0.95,mhd,mhd,LCC1,2,2883
91,2,12487.764590416933,13539.335472562325,6845.755401448516,21791.102667377472,0.95,mhd,mhd,LCC9,1,12744
91,2,12487.764590416933,13539.335472562325,6845.755401448516,21791.102667377472,0.95,mhd,mhd,LCC9,2,12287
92,1,3048.370975655036,3033.324398627764,1486.528598946725,5003.397948531212,0.95,mhd,mhd,LCC1,1,3032
92,1,3048.370975655036,3033.324398627764,1486.528598946725,5003.397948531212,0.95,mhd,mhd,LCC1,2,2819
92,2,12504.09043035948,11626.14489906737,6636.45392601697,21836.921224481626,0.95,mhd,mhd,LCC9,1,12758
92,2,12504.09043035948,11626.14489906737,6636.45392601697,21836.921224481626,0.95,mhd,mhd,LCC9,2,12091
93,1,3053.2747940043073,3532.647130150637,1782.1756812375372,5270.166830399627,0.95,mhd,mhd,LCC1,1,2930
93,1,3053.2747940043073,3532.647130150637,1782.1756812375372,5270.166830399627,0.95,mhd,mhd,LCC1,2,2816
93,2,12495.99011923825,13077.19562077418,7040.623458391007,21727.14166679461,0.95,mhd,mhd,LCC9,1,12896
93,2,12495.99011923825,13077.19562077418,7040.623458391007,21727.14166679461,0.95,mhd,mhd,LCC9,2,12172
94,1,3057.763619822202,2939.761932311995,1683.10150539779,5204.371236514918,0.95,mhd,mhd,LCC1,1,2994
94,1,3057.763619822202,2939.761932311995,1683.10150539779,5204.371236514918,0.95,mhd,mhd,LCC1,2,2814
94,2,12551.572339906055,13271.10272097065,6691.463144480364,21119.48217835183,0.95,mhd,mhd,LCC9,1,13134
94,2,12551.572339906055,13271.10272097065,6691.463144480364,21119.48217835183,0.95,mhd,mhd,LCC9,2,12211
95,1,3066.9611299009985,2230.8658946185074,1807.6638142060744,5378.1703599506045,0.95,mhd,mhd,LCC1,1,3045
95,1,3066.9611299009985,2230.8658946185074,1807.6638142060744,5378.1703599506045,0.95,mhd,mhd,LCC1,2,2851
95,2,12567.248691364906,9727.332022244595,7428.503103964987,21066.444576867965,0.95,mhd,mhd,LCC9,1,13685
95,2,12567.248691364906,9727.332022244595,7428.503103964987,21066.444576867965,0.95,mhd,mhd,LCC9,2,12343
96,1,3071.864086752229,3242.8427795427842,1669.0345293115233,5320.899655953228,0.95,mhd,mhd,LCC1,1,NA
96,1,3071.864086752229,3242.8427795427842,1669.0345293115233,5320.899655953228,0.95,mhd,mhd,LCC1,2,NA
96,2,12602.994800985081,11903.219073785549,7738.99661284555,22696.183067633126,0.95,mhd,mhd,LCC9,1,NA
96,2,12602.994800985081,11903.219073785549,7738.99661284555,22696.183067633126,0.95,mhd,mhd,LCC9,2,NA
