rank,j,y_rep_mean,y_rep,.lower,.upper,.width,.point,.interval,cell_type,well,agg_count
26,1,2338.305832403014,2173.1205560256876,1422.9059759220136,3994.0588389031186,0.95,mhd,mhd,LCC1,1,NA
26,1,2338.305832403014,2173.1205560256876,1422.9059759220136,3994.0588389031186,0.95,mhd,mhd,LCC1,2,NA
26,2,6929.836815404816,6484.674710171431,4272.893242265785,11630.678251067213,0.95,mhd,mhd,LCC9,1,NA
26,2,6929.836815404816,6484.674710171431,4272.893242265785,11630.678251067213,0.95,mhd,mhd,LCC9,2,NA
27,1,2353.2758551209986,2559.353747158108,1440.278306441014,4320.653178776083,0.95,mhd,mhd,LCC1,1,NA
27,1,2353.2758551209986,2559.353747158108,1440.278306441014,4320.653178776083,0.95,mhd,mhd,LCC1,2,NA
27,2,7047.089441816607,7002.8780257142535,3944.393591772037,11953.049408587181,0.95,mhd,mhd,LCC9,1,NA
27,2,7047.089441816607,7002.8780257142535,3944.393591772037,11953.049408587181,0.95,mhd,mhd,LCC9,2,NA
28,1,2367.08612628051,2146.9075548498263,1411.6127408066402,3887.1233906467323,0.95,mhd,mhd,LCC1,1,NA
28,1,2367.08612628051,2146.9075548498263,1411.6127408066402,3887.1233906467323,0.95,mhd,mhd,LCC1,2,NA
28,2,7195.894409842638,7904.915047791501,4257.736955039003,12327.788448120924,0.95,mhd,mhd,LCC9,1,NA
28,2,7195.894409842638,7904.915047791501,4257.736955039003,12327.788448120924,0.95,mhd,mhd,LCC9,2,NA
29,1,2385.1108854905888,2495.6554083331107,1452.3613102153286,3948.092598805382,0.95,mhd,mhd,LCC1,1,NA
29,1,2385.1108854905888,2495.6554083331107,1452.3613102153286,3948.092598805382,0.95,mhd,mhd,LCC1,2,NA
29,2,7343.97582741063,8719.702121940702,4297.609885320794,12879.17918291698,0.95,mhd,mhd,LCC9,1,NA
29,2,7343.97582741063,8719.702121940702,4297.609885320794,12879.17918291698,0.95,mhd,mhd,LCC9,2,NA
30,1,2395.535208408816,2386.050574062304,1434.8572505752352,4233.039127779817,0.95,mhd,mhd,LCC1,1,NA
30,1,2395.535208408816,2386.050574062304,1434.8572505752352,4233.039127779817,0.95,mhd,mhd,LCC1,2,NA
30,2,7474.961316946166,8445.190274623572,4110.257223134456,13842.14145545056,0.95,mhd,mhd,LCC9,1,NA
30,2,7474.961316946166,8445.190274623572,4110.257223134456,13842.14145545056,0.95,mhd,mhd,LCC9,2,NA
31,1,2417.973889457392,2824.08575179782,1456.0661639070154,4027.916642834578,0.95,mhd,mhd,LCC1,1,NA
31,1,2417.973889457392,2824.08575179782,1456.0661639070154,4027.916642834578,0.95,mhd,mhd,LCC1,2,NA
31,2,7598.999142603617,8216.427817135813,4395.915263979784,13450.812306597922,0.95,mhd,mhd,LCC9,1,NA
31,2,7598.999142603617,8216.427817135813,4395.915263979784,13450.812306597922,0.95,mhd,mhd,LCC9,2,NA
32,1,2434.8556740078197,2596.2624881212437,1318.6949703106243,4131.599987153586,0.95,mhd,mhd,LCC1,1,NA
32,1,2434.8556740078197,2596.2624881212437,1318.6949703106243,4131.599987153586,0.95,mhd,mhd,LCC1,2,NA
32,2,7751.42806387928,9339.065866401152,4494.305970406988,12708.95521566548,0.95,mhd,mhd,LCC9,1,NA
32,2,7751.42806387928,9339.065866401152,4494.305970406988,12708.95521566548,0.95,mhd,mhd,LCC9,2,NA
33,1,2443.7207573789456,2441.9824079666005,1470.280759167943,4205.232242272031,0.95,mhd,mhd,LCC1,1,NA
33,1,2443.7207573789456,2441.9824079666005,1470.280759167943,4205.232242272031,0.95,mhd,mhd,LCC1,2,NA
33,2,7868.27241364107,9140.808431330737,4147.433070014676,13421.010983298635,0.95,mhd,mhd,LCC9,1,NA
33,2,7868.27241364107,9140.808431330737,4147.433070014676,13421.010983298635,0.95,mhd,mhd,LCC9,2,NA
34,1,2453.5654166448608,2491.9869743596887,1362.2240464235504,4349.407852421437,0.95,mhd,mhd,LCC1,1,NA
34,1,2453.5654166448608,2491.9869743596887,1362.2240464235504,4349.407852421437,0.95,mhd,mhd,LCC1,2,NA
34,2,8001.347923057371,6987.5789813428655,4582.419119711191,14080.769027007345,0.95,mhd,mhd,LCC9,1,NA
34,2,8001.347923057371,6987.5789813428655,4582.419119711191,14080.769027007345,0.95,mhd,mhd,LCC9,2,NA
35,1,2472.504666788283,2510.89582744185,1313.3263961596065,4379.676482474913,0.95,mhd,mhd,LCC1,1,NA
35,1,2472.504666788283,2510.89582744185,1313.3263961596065,4379.676482474913,0.95,mhd,mhd,LCC1,2,NA
35,2,8149.218094599124,8033.371398122561,4595.038985346816,13219.032959572938,0.95,mhd,mhd,LCC9,1,NA
35,2,8149.218094599124,8033.371398122561,4595.038985346816,13219.032959572938,0.95,mhd,mhd,LCC9,2,NA
36,1,2487.154600467615,2796.0594546292577,1489.1070732294695,4163.87914118019,0.95,mhd,mhd,LCC1,1,NA
36,1,2487.154600467615,2796.0594546292577,1489.1070732294695,4163.87914118019,0.95,mhd,mhd,LCC1,2,NA
36,2,8269.04281015749,9126.820610310517,4678.002484584892,13788.532550866306,0.95,mhd,mhd,LCC9,1,NA
36,2,8269.04281015749,9126.820610310517,4678.002484584892,13788.532550866306,0.95,mhd,mhd,LCC9,2,NA
37,1,2503.5730091143923,1952.3205649416882,1471.5252412767647,4070.3284919539074,0.95,mhd,mhd,LCC1,1,NA
37,1,2503.5730091143923,1952.3205649416882,1471.5252412767647,4070.3284919539074,0.95,mhd,mhd,LCC1,2,NA
37,2,8401.014403242683,8149.38259712088,4514.3418872060165,13387.341505667018,0.95,mhd,mhd,LCC9,1,NA
37,2,8401.014403242683,8149.38259712088,4514.3418872060165,13387.341505667018,0.95,mhd,mhd,LCC9,2,NA
38,1,2512.686484432592,3029.7260924428956,1509.6735423339264,4880.682739209737,0.95,mhd,mhd,LCC1,1,NA
38,1,2512.686484432592,3029.7260924428956,1509.6735423339264,4880.682739209737,0.95,mhd,mhd,LCC1,2,NA
38,2,8522.965977976959,8107.461764937111,4537.518408274553,14305.38163007242,0.95,mhd,mhd,LCC9,1,NA
38,2,8522.965977976959,8107.461764937111,4537.518408274553,14305.38163007242,0.95,mhd,mhd,LCC9,2,NA
39,1,2526.7486629259383,2252.1373441525534,1449.5617305912594,3969.4184898730887,0.95,mhd,mhd,LCC1,1,NA
39,1,2526.7486629259383,2252.1373441525534,1449.5617305912594,3969.4184898730887,0.95,mhd,mhd,LCC1,2,NA
39,2,8668.167591662983,9789.694378816073,4682.279527436996,15928.94923191107,0.95,mhd,mhd,LCC9,1,NA
39,2,8668.167591662983,9789.694378816073,4682.279527436996,15928.94923191107,0.95,mhd,mhd,LCC9,2,NA
40,1,2538.5538775532445,2503.392937276255,1475.0066765769404,4793.703113154471,0.95,mhd,mhd,LCC1,1,NA
40,1,2538.5538775532445,2503.392937276255,1475.0066765769404,4793.703113154471,0.95,mhd,mhd,LCC1,2,NA
40,2,8794.058155584584,8857.88133837158,5247.8916856311525,14775.513504535102,0.95,mhd,mhd,LCC9,1,NA
40,2,8794.058155584584,8857.88133837158,5247.8916856311525,14775.513504535102,0.95,mhd,mhd,LCC9,2,NA
41,1,2550.5245023843563,2976.5169111442997,1468.8493584676164,4642.607273018243,0.95,mhd,mhd,LCC1,1,NA
41,1,2550.5245023843563,2976.5169111442997,1468.8493584676164,4642.607273018243,0.95,mhd,mhd,LCC1,2,NA
41,2,8918.765430301786,7229.523655023628,5082.140640300739,15605.549842046927,0.95,mhd,mhd,LCC9,1,NA
41,2,8918.765430301786,7229.523655023628,5082.140640300739,15605.549842046927,0.95,mhd,mhd,LCC9,2,NA
42,1,2570.3897906666175,2957.0452272368616,1514.0579728483328,4440.110074580053,0.95,mhd,mhd,LCC1,1,NA
42,1,2570.3897906666175,2957.0452272368616,1514.0579728483328,4440.110074580053,0.95,mhd,mhd,LCC1,2,NA
42,2,9028.1216156288,8814.703797958893,4672.506910042636,15145.135076548313,0.95,mhd,mhd,LCC9,1,NA
42,2,9028.1216156288,8814.703797958893,4672.506910042636,15145.135076548313,0.95,mhd,mhd,LCC9,2,NA
43,1,2584.8202561433914,2395.304981506914,1455.7102590726,4350.2763127482085,0.95,mhd,mhd,LCC1,1,NA
43,1,2584.8202561433914,2395.304981506914,1455.7102590726,4350.2763127482085,0.95,mhd,mhd,LCC1,2,NA
43,2,9138.262861758807,7579.998145411742,5292.740282516367,17087.062778080566,0.95,mhd,mhd,LCC9,1,NA
43,2,9138.262861758807,7579.998145411742,5292.740282516367,17087.062778080566,0.95,mhd,mhd,LCC9,2,NA
44,1,2597.900175276056,2635.136416265596,1519.2308722383732,4185.292377238541,0.95,mhd,mhd,LCC1,1,NA
44,1,2597.900175276056,2635.136416265596,1519.2308722383732,4185.292377238541,0.95,mhd,mhd,LCC1,2,NA
44,2,9268.63705584823,9036.65758799584,5127.766031722283,15306.883128420088,0.95,mhd,mhd,LCC9,1,NA
44,2,9268.63705584823,9036.65758799584,5127.766031722283,15306.883128420088,0.95,mhd,mhd,LCC9,2,NA
45,1,2607.379785405166,2601.1273082268644,1607.4394797290106,4592.35544938993,0.95,mhd,mhd,LCC1,1,NA
45,1,2607.379785405166,2601.1273082268644,1607.4394797290106,4592.35544938993,0.95,mhd,mhd,LCC1,2,NA
45,2,9376.937056385146,8697.153322248445,5197.073332966201,15789.051385602677,0.95,mhd,mhd,LCC9,1,NA
45,2,9376.937056385146,8697.153322248445,5197.073332966201,15789.051385602677,0.95,mhd,mhd,LCC9,2,NA
46,1,2619.824210255979,2358.9794404807585,1414.2878444702562,4763.427763301376,0.95,mhd,mhd,LCC1,1,NA
46,1,2619.824210255979,2358.9794404807585,1414.2878444702562,4763.427763301376,0.95,mhd,mhd,LCC1,2,NA
46,2,9483.38614943776,7955.52958110315,5706.75974284896,15883.19148103499,0.95,mhd,mhd,LCC9,1,NA
46,2,9483.38614943776,7955.52958110315,5706.75974284896,15883.19148103499,0.95,mhd,mhd,LCC9,2,NA
47,1,2633.064954004236,2621.844885559804,1582.5815050339356,4495.394532250631,0.95,mhd,mhd,LCC1,1,NA
47,1,2633.064954004236,2621.844885559804,1582.5815050339356,4495.394532250631,0.95,mhd,mhd,LCC1,2,NA
47,2,9612.127540183648,10551.730892672464,5718.179519354506,16146.959049868152,0.95,mhd,mhd,LCC9,1,NA
47,2,9612.127540183648,10551.730892672464,5718.179519354506,16146.959049868152,0.95,mhd,mhd,LCC9,2,NA
48,1,2645.3056000463102,2431.896745677939,1566.9485129824284,4569.653986750593,0.95,mhd,mhd,LCC1,1,NA
48,1,2645.3056000463102,2431.896745677939,1566.9485129824284,4569.653986750593,0.95,mhd,mhd,LCC1,2,NA
48,2,9701.212733814156,10389.14492800642,5793.988806603019,15789.089238363083,0.95,mhd,mhd,LCC9,1,NA
48,2,9701.212733814156,10389.14492800642,5793.988806603019,15789.089238363083,0.95,mhd,mhd,LCC9,2,NA
49,1,2655.0611609921825,2514.1657003769433,1548.3727050227903,4704.807103238908,0.95,mhd,mhd,LCC1,1,NA
49,1,2655.0611609921825,2514.1657003769433,1548.3727050227903,4704.807103238908,0.95,mhd,mhd,LCC1,2,NA
49,2,9806.583678300485,9915.815453239853,5589.2507483688805,16634.63235946404,0.95,mhd,mhd,LCC9,1,NA
49,2,9806.583678300485,9915.815453239853,5589.2507483688805,16634.63235946404,0.95,mhd,mhd,LCC9,2,NA
50,1,2668.603420607512,2714.391810533654,1572.789419715216,4356.8181203207205,0.95,mhd,mhd,LCC1,1,NA
50,1,2668.603420607512,2714.391810533654,1572.789419715216,4356.8181203207205,0.95,mhd,mhd,LCC1,2,NA
50,2,9923.322011454546,9039.592024495194,5889.072615589118,17329.87614911212,0.95,mhd,mhd,LCC9,1,NA
50,2,9923.322011454546,9039.592024495194,5889.072615589118,17329.87614911212,0.95,mhd,mhd,LCC9,2,NA
51,1,2683.5097989410992,3401.5379485410494,1541.4364961135486,4623.798884608324,0.95,mhd,mhd,LCC1,1,NA
51,1,2683.5097989410992,3401.5379485410494,1541.4364961135486,4623.798884608324,0.95,mhd,mhd,LCC1,2,NA
51,2,10032.079049736849,9071.124124927985,5799.645279807457,16364.59609801134,0.95,mhd,mhd,LCC9,1,NA
51,2,10032.079049736849,9071.124124927985,5799.645279807457,16364.59609801134,0.95,mhd,mhd,LCC9,2,NA
52,1,2691.178920993592,2576.079073903011,1632.8716598570463,4561.924815486074,0.95,mhd,mhd,LCC1,1,NA
52,1,2691.178920993592,2576.079073903011,1632.8716598570463,4561.924815486074,0.95,mhd,mhd,LCC1,2,NA
52,2,10126.172384175623,11037.211679619115,5866.66601417224,17583.53976435132,0.95,mhd,mhd,LCC9,1,NA
52,2,10126.172384175623,11037.211679619115,5866.66601417224,17583.53976435132,0.95,mhd,mhd,LCC9,2,NA
53,1,2703.879089492234,3157.0641955032434,1493.826116450606,4713.088806942957,0.95,mhd,mhd,LCC1,1,NA
53,1,2703.879089492234,3157.0641955032434,1493.826116450606,4713.088806942957,0.95,mhd,mhd,LCC1,2,NA
53,2,10215.105516631644,9104.410030699251,5962.667019446951,19524.754878012925,0.95,mhd,mhd,LCC9,1,NA
53,2,10215.105516631644,9104.410030699251,5962.667019446951,19524.754878012925,0.95,mhd,mhd,LCC9,2,NA
54,1,2714.0213527772885,2850.3923401934626,1606.2727259165058,4483.204374766351,0.95,mhd,mhd,LCC1,1,NA
54,1,2714.0213527772885,2850.3923401934626,1606.2727259165058,4483.204374766351,0.95,mhd,mhd,LCC1,2,NA
54,2,10321.499206569117,8375.200989298799,5896.5931238643925,17939.398774760433,0.95,mhd,mhd,LCC9,1,NA
54,2,10321.499206569117,8375.200989298799,5896.5931238643925,17939.398774760433,0.95,mhd,mhd,LCC9,2,NA
55,1,2723.1353707801627,2697.7150468866157,1592.4830843544494,4567.107046203222,0.95,mhd,mhd,LCC1,1,NA
55,1,2723.1353707801627,2697.7150468866157,1592.4830843544494,4567.107046203222,0.95,mhd,mhd,LCC1,2,NA
55,2,10427.289046918653,8772.686382076488,6008.465916195465,18327.273458447864,0.95,mhd,mhd,LCC9,1,NA
55,2,10427.289046918653,8772.686382076488,6008.465916195465,18327.273458447864,0.95,mhd,mhd,LCC9,2,NA
56,1,2732.904036466573,2775.1917957650867,1475.2704861330365,4852.785243751295,0.95,mhd,mhd,LCC1,1,NA
56,1,2732.904036466573,2775.1917957650867,1475.2704861330365,4852.785243751295,0.95,mhd,mhd,LCC1,2,NA
56,2,10505.74024854536,10079.229412325556,5528.537971637242,18308.53504610738,0.95,mhd,mhd,LCC9,1,NA
56,2,10505.74024854536,10079.229412325556,5528.537971637242,18308.53504610738,0.95,mhd,mhd,LCC9,2,NA
57,1,2747.2489456094168,2605.200697704583,1578.9412109034774,4497.427863622321,0.95,mhd,mhd,LCC1,1,NA
57,1,2747.2489456094168,2605.200697704583,1578.9412109034774,4497.427863622321,0.95,mhd,mhd,LCC1,2,NA
57,2,10592.480056858265,9506.50061107015,5962.231582310928,17974.939077721065,0.95,mhd,mhd,LCC9,1,NA
57,2,10592.480056858265,9506.50061107015,5962.231582310928,17974.939077721065,0.95,mhd,mhd,LCC9,2,NA
58,1,2763.091789842689,3016.1453466237213,1557.327425166369,4770.958554947519,0.95,mhd,mhd,LCC1,1,NA
58,1,2763.091789842689,3016.1453466237213,1557.327425166369,4770.958554947519,0.95,mhd,mhd,LCC1,2,NA
58,2,10658.873418059276,11490.427639085754,6405.562904734263,18650.05267115281,0.95,mhd,mhd,LCC9,1,NA
58,2,10658.873418059276,11490.427639085754,6405.562904734263,18650.05267115281,0.95,mhd,mhd,LCC9,2,NA
