rank,y_rep_mean,j,y_rep,.lower,.upper,.width,.point,.interval,agg_count,well
29,2316.206066393052,1,2348.2444937053874,1524.8009123287438,3600.989848060129,0.95,mhd,mhd,2301,1
29,2316.206066393052,1,2348.2444937053874,1524.8009123287438,3600.989848060129,0.95,mhd,mhd,2239,2
30,2373.808406895896,1,2179.9463914441453,1534.7799702894997,3746.768494262991,0.95,mhd,mhd,2418,1
30,2373.808406895896,1,2179.9463914441453,1534.7799702894997,3746.768494262991,0.95,mhd,mhd,2159,2
31,2429.592001573974,1,2891.708445516022,1607.2938822937901,3526.5317272462157,0.95,mhd,mhd,2309,1
31,2429.592001573974,1,2891.708445516022,1607.2938822937901,3526.5317272462157,0.95,mhd,mhd,2283,2
32,2491.795222726128,1,2472.523552882244,1606.4314261850934,3723.9587982790435,0.95,mhd,mhd,2330,1
32,2491.795222726128,1,2472.523552882244,1606.4314261850934,3723.9587982790435,0.95,mhd,mhd,2325,2
33,2556.348242674002,1,2521.1918573183643,1560.6420804500106,3878.1579426513795,0.95,mhd,mhd,2444,1
33,2556.348242674002,1,2521.1918573183643,1560.6420804500106,3878.1579426513795,0.95,mhd,mhd,2347,2
34,2619.6579245310713,1,2569.4152275640554,1740.162547741039,3990.887296974216,0.95,mhd,mhd,2473,1
34,2619.6579245310713,1,2569.4152275640554,1740.162547741039,3990.887296974216,0.95,mhd,mhd,2347,2
35,2681.283378230783,1,2885.4692849562475,1671.2387790588566,4105.616770201864,0.95,mhd,mhd,2521,1
35,2681.283378230783,1,2885.4692849562475,1671.2387790588566,4105.616770201864,0.95,mhd,mhd,2648,2
36,2749.499327315203,1,2894.2138743317237,1802.2253786431138,4260.71235181876,0.95,mhd,mhd,2561,1
36,2749.499327315203,1,2894.2138743317237,1802.2253786431138,4260.71235181876,0.95,mhd,mhd,2560,2
37,2816.221801358492,1,2608.7147509398055,1902.5222710606997,4246.746422916148,0.95,mhd,mhd,2418,1
37,2816.221801358492,1,2608.7147509398055,1902.5222710606997,4246.746422916148,0.95,mhd,mhd,2714,2
38,2884.138055562476,1,2925.9623424287774,1758.8910886079104,4267.792084071983,0.95,mhd,mhd,2345,1
38,2884.138055562476,1,2925.9623424287774,1758.8910886079104,4267.792084071983,0.95,mhd,mhd,2642,2
39,2954.6063362198356,1,2885.265591717225,1915.6689952855647,4449.172402703293,0.95,mhd,mhd,2445,1
39,2954.6063362198356,1,2885.265591717225,1915.6689952855647,4449.172402703293,0.95,mhd,mhd,2684,2
40,3020.4386145576714,1,3263.7626437991785,1932.3216264752484,4679.267246982542,0.95,mhd,mhd,2498,1
40,3020.4386145576714,1,3263.7626437991785,1932.3216264752484,4679.267246982542,0.95,mhd,mhd,2692,2
41,3096.4918174561385,1,3413.4067586465876,2027.407094542192,4594.723952833225,0.95,mhd,mhd,2456,1
41,3096.4918174561385,1,3413.4067586465876,2027.407094542192,4594.723952833225,0.95,mhd,mhd,2773,2
42,3167.920474679183,1,3357.694384851401,2167.3647412397922,4819.768185606596,0.95,mhd,mhd,NA,1
42,3167.920474679183,1,3357.694384851401,2167.3647412397922,4819.768185606596,0.95,mhd,mhd,NA,2
43,3239.2758718938376,1,3442.272862090056,2079.5085133693606,4746.545095821611,0.95,mhd,mhd,NA,1
43,3239.2758718938376,1,3442.272862090056,2079.5085133693606,4746.545095821611,0.95,mhd,mhd,NA,2
44,3314.6473476779142,1,3623.2819407756797,2201.5218304910613,4912.607643359756,0.95,mhd,mhd,NA,1
44,3314.6473476779142,1,3623.2819407756797,2201.5218304910613,4912.607643359756,0.95,mhd,mhd,NA,2
45,3391.4406618815565,1,3130.3779960415286,2284.2668549143577,5257.624131498655,0.95,mhd,mhd,NA,1
45,3391.4406618815565,1,3130.3779960415286,2284.2668549143577,5257.624131498655,0.95,mhd,mhd,NA,2
46,3465.5044337150175,1,3605.807796279254,2268.470766982094,5326.110156666212,0.95,mhd,mhd,NA,1
46,3465.5044337150175,1,3605.807796279254,2268.470766982094,5326.110156666212,0.95,mhd,mhd,NA,2
47,3543.1655130990007,1,3353.177978893479,2424.11952068622,5611.142900064624,0.95,mhd,mhd,NA,1
47,3543.1655130990007,1,3353.177978893479,2424.11952068622,5611.142900064624,0.95,mhd,mhd,NA,2
48,3624.4315855252707,1,3625.8281155157265,2316.9796180114804,5630.650520074795,0.95,mhd,mhd,NA,1
48,3624.4315855252707,1,3625.8281155157265,2316.9796180114804,5630.650520074795,0.95,mhd,mhd,NA,2
49,3704.5921703697472,1,3543.7064576932844,2230.662697264762,5495.525396365281,0.95,mhd,mhd,NA,1
49,3704.5921703697472,1,3543.7064576932844,2230.662697264762,5495.525396365281,0.95,mhd,mhd,NA,2
50,3784.1375186458345,1,3589.1025424651903,2403.4436627777873,5866.745301572067,0.95,mhd,mhd,NA,1
50,3784.1375186458345,1,3589.1025424651903,2403.4436627777873,5866.745301572067,0.95,mhd,mhd,NA,2
51,3865.1685961167273,1,3714.3620397530904,2473.8167893442137,5574.189324186373,0.95,mhd,mhd,NA,1
51,3865.1685961167273,1,3714.3620397530904,2473.8167893442137,5574.189324186373,0.95,mhd,mhd,NA,2
52,3952.3264949868885,1,4029.8323096521035,2556.3855299863494,6461.2572890753345,0.95,mhd,mhd,NA,1
52,3952.3264949868885,1,4029.8323096521035,2556.3855299863494,6461.2572890753345,0.95,mhd,mhd,NA,2
53,4040.502601368956,1,4068.6704364744633,2575.0359621724233,6035.186788942044,0.95,mhd,mhd,NA,1
53,4040.502601368956,1,4068.6704364744633,2575.0359621724233,6035.186788942044,0.95,mhd,mhd,NA,2
54,4122.316273882148,1,3741.861728247688,2425.3348841166703,6541.055182819659,0.95,mhd,mhd,NA,1
54,4122.316273882148,1,3741.861728247688,2425.3348841166703,6541.055182819659,0.95,mhd,mhd,NA,2
55,4214.48537293576,1,4112.884921328943,2600.4029822699517,6408.947230718048,0.95,mhd,mhd,NA,1
55,4214.48537293576,1,4112.884921328943,2600.4029822699517,6408.947230718048,0.95,mhd,mhd,NA,2
56,4296.68994406577,1,4774.4179349799015,2841.350421376897,6833.217736188715,0.95,mhd,mhd,NA,1
56,4296.68994406577,1,4774.4179349799015,2841.350421376897,6833.217736188715,0.95,mhd,mhd,NA,2
57,4385.909961186897,1,4290.456436912525,2786.3637415354274,7040.234272650625,0.95,mhd,mhd,NA,1
57,4385.909961186897,1,4290.456436912525,2786.3637415354274,7040.234272650625,0.95,mhd,mhd,NA,2
58,4473.340020774162,1,4298.638340991778,2781.562473548277,7167.5894144010035,0.95,mhd,mhd,NA,1
58,4473.340020774162,1,4298.638340991778,2781.562473548277,7167.5894144010035,0.95,mhd,mhd,NA,2
59,4562.811168862229,1,4815.844424572923,3046.2634120829584,6961.6786774800485,0.95,mhd,mhd,NA,1
59,4562.811168862229,1,4815.844424572923,3046.2634120829584,6961.6786774800485,0.95,mhd,mhd,NA,2
60,4649.678476772693,1,5323.516278852774,3044.9227331098546,6983.474320130067,0.95,mhd,mhd,NA,1
60,4649.678476772693,1,5323.516278852774,3044.9227331098546,6983.474320130067,0.95,mhd,mhd,NA,2
61,4754.353226107718,1,5204.748549477435,3152.9431205537808,7383.402550919893,0.95,mhd,mhd,NA,1
61,4754.353226107718,1,5204.748549477435,3152.9431205537808,7383.402550919893,0.95,mhd,mhd,NA,2
62,4839.907248267037,1,4960.7930721490375,3115.8136404055813,7173.759803403074,0.95,mhd,mhd,NA,1
62,4839.907248267037,1,4960.7930721490375,3115.8136404055813,7173.759803403074,0.95,mhd,mhd,NA,2
63,4930.865659400311,1,5442.725234659821,3254.6143268171236,7500.780185547057,0.95,mhd,mhd,NA,1
63,4930.865659400311,1,5442.725234659821,3254.6143268171236,7500.780185547057,0.95,mhd,mhd,NA,2
64,5031.982486983721,1,6527.77450293828,3284.0778667971304,7708.483520760107,0.95,mhd,mhd,NA,1
64,5031.982486983721,1,6527.77450293828,3284.0778667971304,7708.483520760107,0.95,mhd,mhd,NA,2
65,5123.978356959535,1,5514.449570018625,3270.4842170534853,7501.2410854154305,0.95,mhd,mhd,NA,1
65,5123.978356959535,1,5514.449570018625,3270.4842170534853,7501.2410854154305,0.95,mhd,mhd,NA,2
66,5222.597360034271,1,5393.736562380261,3269.4146993195504,8160.237101911884,0.95,mhd,mhd,NA,1
66,5222.597360034271,1,5393.736562380261,3269.4146993195504,8160.237101911884,0.95,mhd,mhd,NA,2
67,5316.640029220045,1,4899.18148873893,3595.3065884448083,8225.461839094505,0.95,mhd,mhd,NA,1
67,5316.640029220045,1,4899.18148873893,3595.3065884448083,8225.461839094505,0.95,mhd,mhd,NA,2
68,5414.361430726343,1,5725.854833334825,3647.0596671019807,7959.751434619724,0.95,mhd,mhd,NA,1
68,5414.361430726343,1,5725.854833334825,3647.0596671019807,7959.751434619724,0.95,mhd,mhd,NA,2
69,5505.5616581733875,1,6361.212143387186,3432.018883542117,8399.961280818983,0.95,mhd,mhd,NA,1
69,5505.5616581733875,1,6361.212143387186,3432.018883542117,8399.961280818983,0.95,mhd,mhd,NA,2
70,5607.3837579505225,1,5573.836091693061,3651.9421906537837,8228.487499774681,0.95,mhd,mhd,NA,1
70,5607.3837579505225,1,5573.836091693061,3651.9421906537837,8228.487499774681,0.95,mhd,mhd,NA,2
71,5712.001875320236,1,5193.987389042547,3718.4414124135283,8505.075370904142,0.95,mhd,mhd,NA,1
71,5712.001875320236,1,5193.987389042547,3718.4414124135283,8505.075370904142,0.95,mhd,mhd,NA,2
72,5801.46432127575,1,5649.670063087215,3835.868152611397,8661.288777317071,0.95,mhd,mhd,NA,1
72,5801.46432127575,1,5649.670063087215,3835.868152611397,8661.288777317071,0.95,mhd,mhd,NA,2
73,5911.725977534848,1,7040.293190868226,3924.9033342239995,9154.563766132602,0.95,mhd,mhd,NA,1
73,5911.725977534848,1,7040.293190868226,3924.9033342239995,9154.563766132602,0.95,mhd,mhd,NA,2
74,6002.348871881666,1,6718.231915274126,3799.8410749030336,10197.139838474684,0.95,mhd,mhd,NA,1
74,6002.348871881666,1,6718.231915274126,3799.8410749030336,10197.139838474684,0.95,mhd,mhd,NA,2
75,6105.868453902074,1,5278.890055464115,4059.3442971524023,9904.007623892488,0.95,mhd,mhd,NA,1
75,6105.868453902074,1,5278.890055464115,4059.3442971524023,9904.007623892488,0.95,mhd,mhd,NA,2
76,6203.627345688591,1,6962.692748302676,3923.0353671513813,9505.550569493525,0.95,mhd,mhd,NA,1
76,6203.627345688591,1,6962.692748302676,3923.0353671513813,9505.550569493525,0.95,mhd,mhd,NA,2
77,6305.318907329123,1,5621.120464395594,4071.367338452453,9576.318080439054,0.95,mhd,mhd,NA,1
77,6305.318907329123,1,5621.120464395594,4071.367338452453,9576.318080439054,0.95,mhd,mhd,NA,2
78,6409.065199381843,1,6354.770909644415,4251.676458062821,9841.029788603435,0.95,mhd,mhd,NA,1
78,6409.065199381843,1,6354.770909644415,4251.676458062821,9841.029788603435,0.95,mhd,mhd,NA,2
79,6514.854164845955,1,6562.662117295366,4287.191683196427,9708.25980709273,0.95,mhd,mhd,NA,1
79,6514.854164845955,1,6562.662117295366,4287.191683196427,9708.25980709273,0.95,mhd,mhd,NA,2
80,6606.948803065971,1,6699.325578189102,4477.865054252867,9765.360858090771,0.95,mhd,mhd,NA,1
80,6606.948803065971,1,6699.325578189102,4477.865054252867,9765.360858090771,0.95,mhd,mhd,NA,2
81,6708.249648420652,1,6617.999815662,4236.331082990489,10612.68965634172,0.95,mhd,mhd,NA,1
81,6708.249648420652,1,6617.999815662,4236.331082990489,10612.68965634172,0.95,mhd,mhd,NA,2
82,6805.183687891364,1,6698.715034135481,4440.186513258931,10325.67498666106,0.95,mhd,mhd,NA,1
82,6805.183687891364,1,6698.715034135481,4440.186513258931,10325.67498666106,0.95,mhd,mhd,NA,2
83,6903.553068425467,1,6870.719897386647,4500.901113831808,10361.487734482505,0.95,mhd,mhd,NA,1
83,6903.553068425467,1,6870.719897386647,4500.901113831808,10361.487734482505,0.95,mhd,mhd,NA,2
84,7011.897265211114,1,6837.538182653864,4473.137370638169,11309.611812946714,0.95,mhd,mhd,NA,1
84,7011.897265211114,1,6837.538182653864,4473.137370638169,11309.611812946714,0.95,mhd,mhd,NA,2
85,7123.408246623137,1,6805.4733244441295,4641.163162283974,10402.755243679769,0.95,mhd,mhd,NA,1
85,7123.408246623137,1,6805.4733244441295,4641.163162283974,10402.755243679769,0.95,mhd,mhd,NA,2
86,7215.641838223191,1,6584.484319061716,4676.346820007909,11027.720681479976,0.95,mhd,mhd,NA,1
86,7215.641838223191,1,6584.484319061716,4676.346820007909,11027.720681479976,0.95,mhd,mhd,NA,2
87,7309.378368934999,1,7710.30996306166,4633.656404147977,10539.215782686437,0.95,mhd,mhd,NA,1
87,7309.378368934999,1,7710.30996306166,4633.656404147977,10539.215782686437,0.95,mhd,mhd,NA,2
88,7412.3205089273815,1,7377.370311248672,4563.333224591555,11215.882720601177,0.95,mhd,mhd,NA,1
88,7412.3205089273815,1,7377.370311248672,4563.333224591555,11215.882720601177,0.95,mhd,mhd,NA,2
89,7511.558483252038,1,6618.418683066145,4925.370236393798,12010.884781407809,0.95,mhd,mhd,NA,1
89,7511.558483252038,1,6618.418683066145,4925.370236393798,12010.884781407809,0.95,mhd,mhd,NA,2
90,7621.030640631852,1,8164.811189040211,4904.702206094487,11260.470982605068,0.95,mhd,mhd,NA,1
90,7621.030640631852,1,8164.811189040211,4904.702206094487,11260.470982605068,0.95,mhd,mhd,NA,2
91,7711.423066426745,1,7411.842798443299,4965.282138461069,11737.449876202732,0.95,mhd,mhd,NA,1
91,7711.423066426745,1,7411.842798443299,4965.282138461069,11737.449876202732,0.95,mhd,mhd,NA,2
92,7808.03941071162,1,7493.489986404541,4577.078659547799,11836.200325224487,0.95,mhd,mhd,NA,1
92,7808.03941071162,1,7493.489986404541,4577.078659547799,11836.200325224487,0.95,mhd,mhd,NA,2
93,7907.660655694968,1,7508.482057813048,4809.176614011931,11824.948063762075,0.95,mhd,mhd,NA,1
93,7907.660655694968,1,7508.482057813048,4809.176614011931,11824.948063762075,0.95,mhd,mhd,NA,2
94,8006.508046665447,1,7577.074717931909,4902.3614941615115,11759.855058066649,0.95,mhd,mhd,NA,1
94,8006.508046665447,1,7577.074717931909,4902.3614941615115,11759.855058066649,0.95,mhd,mhd,NA,2
95,8098.561507907275,1,7764.4727071511215,5509.379842614375,11994.555433331565,0.95,mhd,mhd,NA,1
95,8098.561507907275,1,7764.4727071511215,5509.379842614375,11994.555433331565,0.95,mhd,mhd,NA,2
96,8208.49970970579,1,9137.005595577135,5428.004303048438,12721.805675008203,0.95,mhd,mhd,8408,1
96,8208.49970970579,1,9137.005595577135,5428.004303048438,12721.805675008203,0.95,mhd,mhd,9041,2
97,8283.307750293701,1,7867.1277486163235,5484.932603461603,13265.891587312952,0.95,mhd,mhd,8614,1
97,8283.307750293701,1,7867.1277486163235,5484.932603461603,13265.891587312952,0.95,mhd,mhd,9334,2
98,8376.375489367976,1,7348.681670538182,5588.880198422424,13044.62058559462,0.95,mhd,mhd,8891,1
98,8376.375489367976,1,7348.681670538182,5588.880198422424,13044.62058559462,0.95,mhd,mhd,9276,2
99,8473.24283804859,1,7650.90457307118,5535.15578146015,13101.80565585626,0.95,mhd,mhd,9258,1
99,8473.24283804859,1,7650.90457307118,5535.15578146015,13101.80565585626,0.95,mhd,mhd,9338,2
100,8566.195017948517,1,8903.469602806526,5527.827461406792,13915.418942745866,0.95,mhd,mhd,9420,1
100,8566.195017948517,1,8903.469602806526,5527.827461406792,13915.418942745866,0.95,mhd,mhd,9399,2
101,8668.95906293124,1,8238.325004154578,5761.354980593121,13322.8967333457,0.95,mhd,mhd,9678,1
101,8668.95906293124,1,8238.325004154578,5761.354980593121,13322.8967333457,0.95,mhd,mhd,9580,2
102,8761.299321091845,1,8148.780776571372,5939.054228134439,13390.764751199618,0.95,mhd,mhd,9742,1
102,8761.299321091845,1,8148.780776571372,5939.054228134439,13390.764751199618,0.95,mhd,mhd,9571,2
103,8852.170246162957,1,8673.772241808747,5834.232653303871,12988.828078632288,0.95,mhd,mhd,9978,1
103,8852.170246162957,1,8673.772241808747,5834.232653303871,12988.828078632288,0.95,mhd,mhd,9676,2
104,8940.041670856206,1,8426.765603737844,5727.812283119699,14556.666157060972,0.95,mhd,mhd,10030,1
104,8940.041670856206,1,8426.765603737844,5727.812283119699,14556.666157060972,0.95,mhd,mhd,9687,2
105,9025.735266576397,1,8963.242486890174,5999.891643160225,13624.533416130864,0.95,mhd,mhd,10094,1
105,9025.735266576397,1,8963.242486890174,5999.891643160225,13624.533416130864,0.95,mhd,mhd,9797,2
106,9122.814984587527,1,9708.179256216628,5911.834210741367,13874.710511327099,0.95,mhd,mhd,10080,1
106,9122.814984587527,1,9708.179256216628,5911.834210741367,13874.710511327099,0.95,mhd,mhd,9812,2
107,9216.62065419269,1,9188.352866232237,5792.52850354766,14709.786980550198,0.95,mhd,mhd,10084,1
107,9216.62065419269,1,9188.352866232237,5792.52850354766,14709.786980550198,0.95,mhd,mhd,10047,2
108,9288.72581900344,1,9190.10458737764,5926.999422589721,14612.094614078258,0.95,mhd,mhd,10031,1
108,9288.72581900344,1,9190.10458737764,5926.999422589721,14612.094614078258,0.95,mhd,mhd,9849,2
109,9378.215155550712,1,9616.557976012371,6128.11559193647,14336.180401002426,0.95,mhd,mhd,10319,1
109,9378.215155550712,1,9616.557976012371,6128.11559193647,14336.180401002426,0.95,mhd,mhd,9905,2
110,9468.621123828043,1,8537.508366305701,6432.818491291417,14503.27814267084,0.95,mhd,mhd,10482,1
110,9468.621123828043,1,8537.508366305701,6432.818491291417,14503.27814267084,0.95,mhd,mhd,9843,2
111,9554.174001989679,1,10272.81906111006,6068.448100901535,14244.922314810077,0.95,mhd,mhd,10394,1
111,9554.174001989679,1,10272.81906111006,6068.448100901535,14244.922314810077,0.95,mhd,mhd,9653,2
112,9622.489782709985,1,9665.768229422638,6351.1340026708995,14476.873101980613,0.95,mhd,mhd,10626,1
112,9622.489782709985,1,9665.768229422638,6351.1340026708995,14476.873101980613,0.95,mhd,mhd,9792,2
113,9707.56428424979,1,10028.09783552041,6175.100904200236,15183.476491035717,0.95,mhd,mhd,10585,1
113,9707.56428424979,1,10028.09783552041,6175.100904200236,15183.476491035717,0.95,mhd,mhd,9781,2
114,9799.172664765742,1,8094.612994945386,6499.7293883111615,15731.484737365317,0.95,mhd,mhd,10535,1
114,9799.172664765742,1,8094.612994945386,6499.7293883111615,15731.484737365317,0.95,mhd,mhd,9695,2
115,9863.66237727538,1,9407.221749013108,6312.336881793545,15568.082058887512,0.95,mhd,mhd,10720,1
115,9863.66237727538,1,9407.221749013108,6312.336881793545,15568.082058887512,0.95,mhd,mhd,9723,2
116,9951.731429367048,1,9682.614233306078,6703.251110819849,15173.409701340926,0.95,mhd,mhd,10626,1
116,9951.731429367048,1,9682.614233306078,6703.251110819849,15173.409701340926,0.95,mhd,mhd,9798,2
117,10013.631605249806,1,9427.74839511341,6533.188659734384,16007.605993690702,0.95,mhd,mhd,10665,1
117,10013.631605249806,1,9427.74839511341,6533.188659734384,16007.605993690702,0.95,mhd,mhd,9858,2
118,10103.096498433384,1,10700.870480059228,6406.91464298555,15093.956078499066,0.95,mhd,mhd,10585,1
118,10103.096498433384,1,10700.870480059228,6406.91464298555,15093.956078499066,0.95,mhd,mhd,9773,2
119,10162.050892479978,1,10246.229252543446,6788.447942072209,16096.986463383295,0.95,mhd,mhd,10704,1
119,10162.050892479978,1,10246.229252543446,6788.447942072209,16096.986463383295,0.95,mhd,mhd,9908,2
120,10250.090084989584,1,9767.629366917607,6117.141890215211,15260.24946778226,0.95,mhd,mhd,10627,1
120,10250.090084989584,1,9767.629366917607,6117.141890215211,15260.24946778226,0.95,mhd,mhd,9856,2
121,10318.716310669892,1,11580.218663288862,6715.857402041943,16209.065136469682,0.95,mhd,mhd,10590,1
121,10318.716310669892,1,11580.218663288862,6715.857402041943,16209.065136469682,0.95,mhd,mhd,10109,2
122,10390.749917946509,1,9713.480231495223,5942.942639488211,15511.120828054356,0.95,mhd,mhd,10366,1
122,10390.749917946509,1,9713.480231495223,5942.942639488211,15511.120828054356,0.95,mhd,mhd,9958,2
123,10455.604764613454,1,10541.184156053956,6856.824263431396,15504.825651220039,0.95,mhd,mhd,10497,1
123,10455.604764613454,1,10541.184156053956,6856.824263431396,15504.825651220039,0.95,mhd,mhd,9726,2
124,10522.8560314545,1,11009.094091910103,6878.151491583077,16240.46599212492,0.95,mhd,mhd,10423,1
124,10522.8560314545,1,11009.094091910103,6878.151491583077,16240.46599212492,0.95,mhd,mhd,9742,2
125,10598.734637720507,1,10825.93332294024,7180.3950877676625,15927.737632419326,0.95,mhd,mhd,10421,1
125,10598.734637720507,1,10825.93332294024,7180.3950877676625,15927.737632419326,0.95,mhd,mhd,9796,2
126,10650.50662807878,1,11126.316854835863,6644.547570467508,15969.30360295976,0.95,mhd,mhd,10241,1
126,10650.50662807878,1,11126.316854835863,6644.547570467508,15969.30360295976,0.95,mhd,mhd,9619,2
127,10716.568608287214,1,11007.290704836452,6688.514292310293,15681.102234784676,0.95,mhd,mhd,10302,1
127,10716.568608287214,1,11007.290704836452,6688.514292310293,15681.102234784676,0.95,mhd,mhd,9615,2
128,10776.311311818106,1,10543.302027674921,6480.954793989204,15848.902209082355,0.95,mhd,mhd,10116,1
