par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[98,1]",8376.375489367976,6.334816196627821,884.4778867317178,6771.951529124817,7762.818733016758,8335.133359955566,8942.994815727989,10242.231139105466,19494.22264488767,0.9999831952298454
"y_rep[99,1]",8473.24283804859,6.445875832072294,900.578963363351,6852.379520378238,7848.846508634615,8417.7545688716309,9053.762331512069,10414.6280488781,19519.99604612332,1.0000536419386907
"y_rep[100,1]",8566.195017948517,6.495497839417403,911.8051516956958,6891.28158726467,7941.249265888861,8517.787069125223,9146.138271184162,10482.265801096188,19705.125172509153,0.9999326144396109
"y_rep[101,1]",8668.95906293124,6.6047814124081174,911.6511725752054,7004.284666307515,8037.42998752036,8624.247377424414,9252.69217026709,10576.18622446093,19051.996439946746,0.9999666848499883
"y_rep[102,1]",8761.299321091845,6.635221298569895,925.2965325685317,7088.313968636965,8118.966144707999,8714.019219361453,9354.431528394889,10690.289277622282,19446.929745704496,0.9999086456367947
"y_rep[103,1]",8852.170246162957,6.606751067806505,936.8441615126426,7134.890051680824,8198.938107417292,8810.41981165883,9446.351692858409,10813.537722318353,20107.534476181296,1.0000848337593076
"y_rep[104,1]",8940.041670856206,6.662754036686746,948.1534724231901,7207.451044810848,8283.991488003789,8890.648494342713,9535.817605847673,10976.157506204312,20251.151266594676,1.0001124087739972
"y_rep[105,1]",9025.735266576397,6.769868884183965,953.3437002024971,7295.313730166588,8361.334356942596,8974.261903154209,9634.891816051282,11031.480762365434,19830.72020347941,1.0000443025641308
"y_rep[106,1]",9122.814984587527,6.994830728610263,975.6615994167291,7365.880489366125,8439.210200342242,9070.408720048705,9742.941869953394,11195.17517615127,19455.572092808125,0.9999199033848617
"y_rep[107,1]",9216.62065419269,6.92099331395149,979.0588141320858,7460.377327115821,8539.810565453343,9165.68915528963,9821.315400610853,11294.70564168507,20011.548868059537,1.0000412945868342
"y_rep[108,1]",9288.72581900344,6.973732235228028,986.55690763097,7473.151921988021,8601.686365169602,9237.827394205906,9925.395768950719,11349.379927283993,20013.07151499308,1.000184476166522
"y_rep[109,1]",9378.215155550712,7.107375518753519,998.1341718077888,7560.200755917941,8683.388966377783,9328.188630191346,10014.059549528665,11462.54455582303,19722.380093843123,1.0000887519683643
"y_rep[110,1]",9468.621123828043,6.996975316273635,1002.64197008909,7647.198127664347,8774.354946687043,9414.1788762332,10104.586611375298,11611.567423670143,20533.882680336985,1.0000152673028457
"y_rep[111,1]",9554.174001989679,7.197799824246158,1015.436430841889,7721.528155846265,8847.921408701373,9496.29421114763,10212.251497233694,11698.209962253432,19902.422991286894,0.999895061475011
"y_rep[112,1]",9622.489782709985,7.15136284421653,1017.4715784212652,7768.607151935958,8916.773810679404,9573.936633820405,10282.144477046133,11757.192413255569,20242.63041335973,1.000032417458156
"y_rep[113,1]",9707.56428424979,7.200664843154488,1023.1577958046224,7856.980203722322,8994.534749050692,9659.922063494847,10362.845720115074,11847.736050774005,20190.17304582034,0.9998710307590549
"y_rep[114,1]",9799.172664765742,7.461372836448289,1038.7898741658576,7925.6838815350275,9083.473707969768,9747.040881402398,10453.158373424845,12013.463607328045,19382.863248891535,0.9999098386965543
"y_rep[115,1]",9863.66237727538,7.374594527380221,1045.479018698005,7965.208978566211,9141.78648574771,9815.625939198142,10533.477350247267,12066.09562263766,20098.069771844894,0.9999935253356617
"y_rep[116,1]",9951.731429367048,7.533649891077889,1049.7240557618127,8054.270911610542,9221.039153200869,9897.684403760592,10629.61549664275,12158.85224358463,19415.091088655343,1.0000762034936201
"y_rep[117,1]",10013.631605249806,7.546505220444473,1062.7219324545192,8083.6004514097185,9278.141508712011,9958.817457800893,10691.285302309901,12238.26971617325,19831.133294935957,1.0000629378995491
"y_rep[118,1]",10103.096498433384,7.771690781084975,1071.4281048735618,8151.4939310117525,9359.952831211558,10044.416518040533,10786.701224406444,12343.33019435871,19006.18898449619,0.9999220382237499
