par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[35,1,1]",4992.3473828456445,2.9095451421031973,414.3187819964977,4223.670621511423,4709.463178729275,4974.987222243448,5260.954742660875,5848.765062655282,20277.71632004596,0.9998361804242671
"y_rep[35,2,1]",8567.789557408843,5.08855478487735,712.0159022588026,7242.4423598133835,8075.5756168856105,8543.44484420418,9032.519005510152,10029.512872207475,19578.998694674774,0.9998812064016035
"y_rep[36,1,1]",5091.776705564636,2.979784842469994,421.83532102312074,4309.17136044767,4798.808524936269,5076.257423880406,5360.885111927055,5963.216323829449,20040.846841584036,0.9999214778098966
"y_rep[36,2,1]",8707.843844817742,5.177013892769417,727.9459854375907,7360.225740045827,8201.009344562923,8673.404670903376,9174.20263560255,10214.766565801576,19771.50139326106,0.9999335477023313
"y_rep[37,1,1]",5179.279588249568,3.0934119946934935,429.4110763057993,4393.049014340601,4881.965327945432,5161.612581550575,5457.223101984592,6070.824876550452,19269.5225772348,1.000153225335514
"y_rep[37,2,1]",8855.576044878782,5.223408455878868,739.5868205779398,7503.127471202801,8332.769680871135,8826.512602871895,9329.494273766939,10392.695242138085,20047.96757918421,1.0001298853855847
"y_rep[38,1,1]",5271.803681524278,3.061029558537335,439.2638845743896,4461.421347361793,4965.80332650637,5253.761260421399,5555.82673380011,6178.403328727536,20592.82596033065,0.9999831869556642
"y_rep[38,2,1]",9000.370394964739,5.387811869854547,744.3211231346454,7617.708730854678,8488.42666803656,8973.62909289384,9482.41587645091,10537.463482697425,19085.161643365223,1.0001013786756987
"y_rep[39,1,1]",5375.467093641403,3.1599175704097737,446.40144173516694,4557.65221282215,5064.83083283226,5358.97426539771,5664.483453932544,6295.273428237678,19957.2027572104,0.999889285100623
"y_rep[39,2,1]",9130.208720351377,5.322930638682595,761.9115046503096,7699.647497364586,8606.456463656337,9100.978600751328,9624.107548698003,10700.444904869524,20488.371891760315,0.9999981296838465
