i,.draw,1,2
2,35,1274.245533350928,4637.76115698758
2,36,1683.8745878110517,3006.323446759908
2,37,1695.8898979223895,4252.074492728735
2,38,1761.0715276429773,3643.0917588481884
2,39,1767.1883485709611,3910.5035498103043
2,40,1686.9260515630624,4789.049652515634
2,41,1728.0670148681913,3290.4408860067824
2,42,1882.1412708893577,4957.045254144647
2,43,1673.1651554657153,3823.7935230817043
2,44,1836.0637514150856,3616.7908236222343
2,45,1712.380132411335,4429.469521963998
2,46,2266.8204090555773,3676.069915741895
2,47,1745.0807870853855,3196.0748932245256
2,48,2087.529424466814,3413.042272171256
2,49,1859.9893205394985,3890.0123905071405
2,50,1800.6830129963519,3998.552773671541
2,51,2495.9402565663745,3450.030691807196
2,52,1708.719273572064,2886.972602613182
2,53,1777.0557008859282,3398.9694033692317
2,54,1901.9212963454042,2582.018679264872
2,55,2048.4149683615,4862.940382294487
2,56,2144.901753764016,3577.1191221046774
2,57,2107.0951424413483,3378.060337366424
2,58,2253.856322484914,3893.2629445060034
2,59,1745.4760275816036,2792.669839071243
2,60,1803.5114749716922,5215.82038308171
2,61,1628.0807347167251,3771.1603626363712
2,62,2147.779888627367,3587.8546848162014
2,63,1695.6694332990674,3594.021004697025
2,64,1531.706210351299,3981.8428355347573
2,65,1675.4247271451177,4132.295141647039
2,66,2046.5872658919982,4947.657744628016
2,67,1710.8240637078072,3152.781829673256
2,68,2186.56728265991,4299.678579814759
2,69,1982.9623660822838,3919.3370977434697
2,70,1848.5442750560937,3656.945833973549
2,71,1489.7463838886865,3469.156339096275
2,72,1821.819544335079,3056.645082723801
2,73,1558.7818281753323,3971.6508676941207
2,74,2290.3868910339365,3466.3083594796162
2,75,1931.1555552568057,2891.25088897408
2,76,2046.700297602071,3203.3186469228635
2,77,2031.8000263589856,3068.816222726714
2,78,1639.198933803245,4252.503593500884
2,79,2163.595761407116,3492.973400116558
2,80,2004.1260699002605,3497.850203692832
2,81,1308.1599363283544,3238.855874372316
2,82,1966.3099965017316,3547.2866374845994
2,83,1635.665994357412,4208.6731713645195
2,84,1685.2554253826174,3837.3419387663753
2,85,1716.0505182696818,4260.9816836384925
2,86,1386.5185805166204,4094.2907045693987
2,87,2315.9431871095962,3702.925055385016
2,88,2285.2517317785155,4154.881218290083
2,89,1739.629172268854,4122.390741693396
2,90,1984.6093795897,3661.39774358055
2,91,2017.5699865303654,3393.78945059222
2,92,2025.7954270727496,4375.845581628518
2,93,1505.7008379844904,3632.1352091453223
2,94,1402.4484935403257,3911.6897131979795
2,95,1651.3258271036768,3318.3873112885167
2,96,2025.0403378060746,3208.44294507055
2,97,1784.1374945415312,3505.253849864083
2,98,1688.3091358415581,3556.891184307144
2,99,1974.6367798628787,3447.4174426297673
2,100,2201.8328821215205,3475.305852360052
2,101,2192.454900796703,3534.0191549705087
2,102,1961.4217373772585,3623.32770911923
2,103,2173.0690769655753,3914.531251982093
2,104,1626.7198389418065,3255.5542458238197
2,105,1951.4311184042706,3476.5691976360836
2,106,1721.2578989552824,3748.548815782248
2,107,2186.4080718614323,3689.5617786947014
2,108,1794.3472267409215,4158.898101973141
2,109,2430.061851416811,3344.0474628119528
2,110,2352.7763539972098,3339.4767019705732
2,111,2119.6550954309496,3387.2778128080868
2,112,2469.070502349005,3970.0175072815973
2,113,1749.2247229384225,4684.162562346499
2,114,1696.617991729791,4144.194218432385
2,115,2135.299830892155,3349.56501238682
2,116,1479.9839013868775,4182.809999806206
2,117,1923.8500678508458,4034.752390540988
2,118,1390.1348986228172,3447.9367652702895
2,119,1787.0605877157745,3475.8098575381005
2,120,2189.851802210714,3508.0448626095717
2,121,1674.8988449023277,3994.74429506875
2,122,2244.9583420800836,3605.7381395877105
2,123,1807.62765861191,3334.4421879587
2,124,1315.6551264843486,4322.249425621289
2,125,1909.4962967639206,3654.4019100406003
2,126,2152.8561974611384,3547.2923736166044
2,127,2544.8658641471197,4047.065554829563
2,128,1817.2884512212136,3798.3378222396705
2,129,1402.6623345961646,4236.119035025209
2,130,1497.9953903539115,3340.0932406695
2,131,2324.0850772172366,4271.583180032683
2,132,2057.9882122927706,3432.112147096422
2,133,2002.3131109257668,3686.7230872070268
2,134,1923.7980301826542,2629.6474631506367
2,135,1921.261421717009,3486.461387276389
2,136,2116.8944028536666,3618.598919147909
2,137,2422.049985735618,3604.2557615349206
2,138,2168.3579034586246,3309.9618978557114
2,139,1556.4262225065693,3370.309397054088
2,140,1876.982582108982,3738.0333823542733
2,141,1954.0693496489866,3581.2336151520553
2,142,2179.1555456231695,4010.4826350231183
2,143,1749.1529234752456,3431.063889248982
2,144,1838.101693587447,3678.4261828087947
2,145,2031.131833860705,4156.296531911099
2,146,2198.6967017921747,4264.9282249229855
2,147,2126.6944382428433,3831.0888169204995
2,148,1733.318340279752,4072.183066561092
2,149,2171.5632199976076,3393.1006354605142
2,150,1653.8394443637574,3442.756490556828
3,1,2148.1904040872278,3920.981408106504
3,2,2109.2899641003955,3777.072382826572
3,3,1732.2572609008496,3115.997604034515
3,4,2130.484993465826,3504.2276067972234
3,5,1659.4556115342154,3853.350796793343
3,6,2557.637312633075,3930.0794367405338
3,7,1885.91027729833,3803.4096336378184
3,8,1503.605220029713,3253.5263488140517
3,9,2452.207254636175,4611.210672351667
3,10,1820.3397743948403,4497.7322345384255
3,11,2023.8199978261755,3597.9790750622833
3,12,1970.2184662095617,3287.283245604287
3,13,1672.5607950105532,3864.476105073553
3,14,2040.5537735347057,4071.4422735599956
3,15,1832.6340355340262,3734.703565620517
3,16,1715.8175236995035,3108.0758727459806
3,17,1391.8845056945815,3648.914312573701
3,18,2097.1178419936996,3131.7450168528626
3,19,1911.607217840714,4511.021010433843
3,20,1990.7798524807363,4119.9833618052335
3,21,1969.8211085280611,3742.291027873218
3,22,2457.0229637323287,3942.185513127187
3,23,1904.2238753844747,3780.2365083829936
3,24,2481.713335024872,3530.763110479049
3,25,1975.4133068709666,4189.630046634618
3,26,1875.770071286152,4229.273330002381
3,27,2467.5641492334717,3455.3067527633452
3,28,2183.0165154984934,3835.2388607666107
3,29,1579.0344913988074,4001.0878536015107
3,30,2126.4708794992675,4119.880910516475
3,31,2071.101096397313,3502.6229120091884
3,32,2296.181429361031,4596.391858527607
3,33,1792.0558374632324,4144.120304066648
3,34,1482.6388545025952,2781.738649836766
3,35,1621.0846162727582,3424.8276379604913
3,36,1842.539248709227,3898.36713143265
3,37,1800.8882666972236,3465.0607546224337
3,38,2191.263281630469,4339.942440361619
3,39,2107.0976742651574,4290.540389245962
3,40,1815.9834042386667,4117.472941264722
3,41,2286.6141125839154,3315.9022642240143
3,42,1945.9145597433892,4257.043890358461
3,43,1855.6994979965993,3908.451559575149
3,44,1667.4953063373976,3416.926653052618
3,45,2041.5372615996453,3427.6916420329376
3,46,1739.3273613402223,4843.492704273452
3,47,1824.0496286695147,3341.6048573047105
3,48,2083.844425398139,4371.886187595793
3,49,2589.3932853878327,4295.451465912247
3,50,2765.13230405027,4079.588771903435
3,51,2010.8627335569474,3851.4731038930768
3,52,2114.3961357719595,3570.9258417345973
3,53,1898.9624351392958,3995.7646973984856
3,54,2077.960184027227,3800.673448543898
3,55,1687.1926451713741,4288.95276909086
3,56,1859.6760668632683,4292.306750462721
3,57,2135.030960711185,4214.2676985441685
3,58,2879.3648324382293,2970.523249841003
3,59,1674.3295025383384,4500.116816071849
3,60,1973.6317343439885,4148.536137427872
3,61,1930.9480720211297,4397.980168079179
3,62,1958.966996942803,3616.487925291836
3,63,1686.5210947719177,3734.7570100750418
3,64,2276.566966980981,4039.209261066952
3,65,1806.8779426636263,3277.690345752329
3,66,1559.5934455358163,4927.2269983163615
3,67,1684.2388868143642,3447.910526650105
3,68,1701.8078138977078,4337.346937064185
3,69,2029.2784273557768,4921.778619366722
3,70,1937.2222268151568,3909.652684304052
3,71,2080.0995431451865,3063.5085773456044
3,72,1812.3055743242646,3989.8070735495767
3,73,1617.009210853649,3913.7939722637184
3,74,1573.9161614676518,3312.4161010919415
3,75,1907.9377658673943,3123.5838692835714
3,76,2114.574328760013,3818.109868056688
3,77,2141.268832188096,3620.6277687671854
3,78,1923.8303270033327,4897.3930570256425
3,79,1529.724827918192,3413.9723550399235
3,80,2170.784804870974,4387.474314032788
3,81,1703.419785046591,3556.1722055445794
3,82,1944.8408305073788,4325.813906329879
3,83,1980.457292022452,3597.6786490377453
3,84,2242.629776920223,4062.1143355791337
3,85,2028.927287210245,3525.013578022552
3,86,1571.8514991752195,4163.517601340753
3,87,1853.1411000310184,3823.285870239886
3,88,2175.9916499261526,3610.401289128623
3,89,1745.900312912681,3790.2355401166774
3,90,1860.0921658312593,5330.507049044768
3,91,1733.9703383302601,4211.311845721219
3,92,2005.3560977701964,4961.888946159017
3,93,1738.492805922153,3652.985529040777
3,94,2117.654060264745,4929.673433087547
3,95,1713.5767026481112,4376.920132602944
3,96,2165.338429987103,3294.61734543949
3,97,2005.1330947796505,3607.8737472740436
3,98,2000.8665800447181,3637.1978926979796
3,99,2057.7816168725135,4196.237313631103
3,100,1750.8319357338614,3563.553494869773
3,101,1672.012662495027,3063.8433628008424
3,102,2351.854730371347,3168.599515108227
3,103,1542.1696325286027,3543.7521432513254
3,104,1732.635170633766,4023.129703526048
3,105,1895.4161234451074,3582.7485702052763
3,106,1913.082278712416,4582.850288269457
3,107,1801.057452812443,3151.3708934811834
3,108,2008.2636129109048,3449.557344361852
3,109,2210.2967039711984,3571.052096863211
3,110,1866.1513875770095,3966.316691295476
3,111,1519.1590988080984,3908.2013452168735
3,112,1973.1584290648227,3591.922911807966
3,113,1846.3560608207579,3561.815716320872
3,114,2320.252580617091,3872.3745537390423
3,115,1979.439348397317,4518.892104085712
3,116,2058.10181653013,3191.4485602340264
3,117,1761.5650323224108,4385.881163731288
3,118,2248.1537911910164,4759.134328151807
3,119,1540.9681583279628,4278.589392417559
3,120,1772.091829710541,4405.168589941077
3,121,2140.9578531490274,3830.697555569307
3,122,2121.281642894496,3636.1488517599073
3,123,2193.461669573496,3356.149104048848
3,124,1694.8338383796613,3153.260474427039
3,125,1845.8047269749472,4506.655681836657
3,126,1891.454930670958,4615.91285677732
3,127,2175.7434437695556,4173.376395205266
3,128,1658.7477136725047,4119.947688384388
3,129,1747.915210893625,4695.553294194821
3,130,1763.4599273808954,4681.366555643815
3,131,2204.6384817576554,4055.273879156779
3,132,1621.517587538441,3328.351903330192
3,133,1681.1729918803103,3914.7607588792557
3,134,2099.556556096251,3796.9636526637846
3,135,1930.7789335914813,4013.8170135669457
3,136,1670.101413434501,3753.74303158314
3,137,2051.7935142638967,2743.376596106848
3,138,2114.1151518751167,2991.0718280306182
3,139,1876.7508229008777,2797.255747464114
3,140,1543.8372245384726,3491.778968330546
3,141,1762.4681246313892,4617.943747811242
3,142,1690.1020854668568,3880.4413944058338
3,143,1713.044241989936,3006.6879564414357
3,144,2347.2656478870863,3633.3418001697437
3,145,1658.5667638586858,3276.665730170116
3,146,2061.2095409125304,3657.663484072906
3,147,2174.6485599386556,3965.8910110248535
3,148,2216.708680956764,3166.945418904617
3,149,2145.635810978675,4276.88915166157
3,150,2042.0911597295578,3173.7377242908906
4,1,2183.1240956708707,3435.6743405680263
4,2,1540.0474864177077,3981.8046554045072
4,3,2138.423148807544,4371.73835449429
4,4,2066.567200676773,3458.64475439237
4,5,1533.0838591146614,3948.3584841393895
4,6,1650.1764830485665,3548.801598151925
4,7,1391.683681526097,4653.182979770691
4,8,2290.2478028775,3858.2008303505995
4,9,2192.3396040935163,4673.617864983613
4,10,1832.2478099517255,4320.701922978677
4,11,2009.1471457069033,4534.71780414141
4,12,2161.575959872849,4495.914028848588
4,13,2466.311680448068,3066.7077866726786
4,14,1991.1007754151105,4438.749272119062
4,15,1609.2164749505823,3963.186917166917
4,16,1707.482684396379,3623.6574645431006
4,17,1909.198308752097,4072.227337290602
4,18,2228.8147730128294,3815.4590015818835
4,19,1703.5192044843782,4433.176774831509
4,20,1684.211667276381,3656.3104272030955
4,21,2016.3691575424687,4442.299661269161
4,22,2687.1685760356195,4878.29808367335
4,23,2234.612516806724,3443.8961955014115
4,24,1980.4253017685446,3441.3206929631806
4,25,1787.4526796083612,3949.9863196699844
4,26,1945.6763014278422,3378.590083487781
4,27,1863.4597581787907,4448.768559159349
4,28,2181.393348696094,4304.5026256274405
4,29,1534.8853808911808,3424.518477878233
4,30,2060.9467426599026,3884.9338163421635
4,31,2222.636201085293,3618.7231389296476
4,32,2303.3102635115956,4678.192106951777
4,33,1979.835863386809,3827.888239576932
4,34,1928.7061906693032,3914.7807512219265
4,35,2468.138903601214,4015.697504352268
4,36,2192.1391656239316,3909.7932323152054
4,37,1968.6599392038036,3815.4950351314196
4,38,1483.905586729473,3468.6198624512263
4,39,2144.6347388271406,4070.064253040546
4,40,1711.71054742894,3321.610684961064
4,41,1813.401941286414,3728.122879232925
4,42,1961.0518472379997,3256.1097700293467
4,43,1557.832271679031,4047.8929660668064
4,44,1806.6716603315567,5041.296301000821
4,45,2328.0787018631486,5042.020493471493
4,46,1917.9876849003717,3629.6332387096863
4,47,1740.5917882953504,3954.0305593821777
4,48,1937.5116470182863,3748.002132757197
4,49,1856.0492465696768,4168.390263938407
4,50,2084.9676328295004,5239.509998465935
4,51,2430.869944598276,3378.5340839611163
4,52,1584.530321121313,4704.521201657079
4,53,2180.455346761634,3907.1114728111825
4,54,1656.7731557421512,4014.364382372132
4,55,1723.4155049744393,4519.53763808626
4,56,1923.0262793496506,3760.340718560596
4,57,2206.9966793572457,3582.9458935300563
4,58,2157.582705767807,4160.02732413774
4,59,1830.779659726418,4500.13900105408
4,60,1994.4534887518305,4310.113458264898
4,61,1884.0066011722029,4143.564118565018
4,62,1735.5602150922773,3545.0199132819025
4,63,1937.417035356818,4138.664596031124
4,64,2558.2605731139925,3491.2789519962093
4,65,1835.2679035023896,4542.691528261021
4,66,1957.9434193994912,4001.1159235204022
4,67,2003.24117560916,3754.3308320674173
4,68,1905.0898511706748,3914.81040761275
4,69,2105.9551242846596,3867.2082807400425
4,70,1679.329476027678,4082.2750708921144
4,71,1659.6850033071235,3399.572633056082
4,72,1780.7959387139888,3954.8729225767424
4,73,2319.0461696696098,4516.734663334602
4,74,2344.3523872118967,4034.439016888709
4,75,1929.845105615796,3424.979837785313
4,76,1995.4199348013553,4329.23513730399
4,77,1764.538390949314,4557.369190383524
4,78,1644.5420519347015,4819.531881571394
4,79,1621.7981217040713,4196.83002524094
4,80,2208.75600807148,3995.200706773621
4,81,1627.6230683946894,3633.1129241910644
4,82,1730.5223094011455,3267.327836897382
4,83,1891.1086973566494,4101.421340814878
4,84,1819.4724811429123,4575.969018577769
4,85,1682.6773121454062,3871.207065834001
4,86,2138.18131701693,4378.447361252606
4,87,1938.5856855219304,4408.749145001017
4,88,2040.9777486478154,3085.93029337823
4,89,1901.0799556050558,3375.6965818842464
4,90,2207.325510632536,5004.709872965529
4,91,1880.6243015535565,4011.8650334114072
4,92,1819.2302110132316,3502.0177285847626
4,93,2167.9646315399877,3566.758152281275
4,94,1734.9069073847966,4710.815109521653
4,95,1983.3852643661376,3637.8392982872674
4,96,2251.2003314828103,4664.71546434745
4,97,1816.1501763622698,3566.807655403843
4,98,2822.7837493985335,4496.18839406423
4,99,2299.130193368141,4354.487435474079
4,100,2554.0851979853837,4099.436179826475
4,101,1856.7244653554533,3832.0603400885357
4,102,2336.5120956655883,2982.4859653085286
4,103,2165.55542206345,3808.798848179872
4,104,1850.544275076926,3981.6741097935123
4,105,2360.5324325679853,4690.556173367463
4,106,2211.9133623844778,4400.644612253106
4,107,2092.421071848898,3432.638556537508
4,108,2317.6432815548583,4380.916658180117
4,109,1867.7303733377776,4952.516676776776
4,110,2252.86732901429,3795.961257278649
4,111,1795.6139783161586,3593.7995383219654
4,112,1459.1262608157092,4587.786945562122
4,113,2021.486126285166,3657.0360039095235
4,114,1788.3673869596737,4428.066270733624
4,115,2191.773916385102,4051.3857695536285
4,116,2763.9430842385004,4458.23917258081
4,117,2079.901422007231,4073.4786156034747
4,118,2059.1094222214865,3261.807285372619
4,119,1845.9165953413974,4069.974264814661
4,120,2478.340472660757,4324.43181454209
4,121,1766.3832769178794,4681.624111292228
4,122,1938.02308901008,5388.720479741637
4,123,1988.8857685685823,4632.0903181834665
4,124,1504.8804927991216,3577.7740497549235
4,125,2192.577501775979,3664.493076793277
4,126,1896.644416050209,3711.1419447382586
4,127,2067.063562325778,4964.341679388508
4,128,1634.2092580615658,3402.650811057067
4,129,2266.2863928035017,3208.766816036129
4,130,1782.0629291879259,4251.342392409203
4,131,1798.132877478375,4232.950372981986
4,132,1927.9795111477367,4922.343773227162
4,133,1763.1513558706044,3855.5784154623166
4,134,1940.7803310764975,5014.2338215094605
4,135,1908.6519558362168,3014.3285553190713
4,136,2234.5945043061556,2844.790557744709
4,137,1555.1749686031205,3752.1441864312637
4,138,1472.302743331586,4667.678291581022
4,139,2158.6134269440604,3319.2995335004102
4,140,1718.3715160668469,3799.877191833829
4,141,1685.489678428831,4157.671265227823
4,142,1674.7910848734189,4620.744029677537
4,143,2328.871490724456,4216.520483348728
4,144,2232.9807972495028,3693.340301684265
4,145,1993.7808579622879,4082.2778303794694
4,146,1734.401603794316,4565.6948456476475
4,147,2360.0188761405643,3611.0428836535293
4,148,1656.5016577035158,2969.7185321105094
4,149,2089.965391724438,3891.257241004799
4,150,2060.057672266484,4490.291170022239
5,1,2050.9266707528936,4022.0519908608467
5,2,1638.6443419848426,4288.139907990851
5,3,1816.9480904372015,4398.167361180457
5,4,2380.332539189934,3790.4045170518298
5,5,2424.4728874570997,4576.526003690713
5,6,2264.2636244748187,2811.1759245870294
5,7,2395.0009545102353,4563.06503343104
5,8,2179.544586398437,3763.78198591314
5,9,1996.2533622980486,5011.417124677236
5,10,2105.4359510332724,4329.033598134656
5,11,2501.346904194517,4181.351214904119
5,12,1953.0669137938148,3556.280113138673
5,13,1867.4490180877922,4153.754980542714
5,14,1887.8801484977535,3863.341434441505
5,15,2152.5717865048346,5213.089574526683
5,16,1907.930329764409,3912.3380337340873
5,17,2180.6849614981184,3581.2665542986165
5,18,1708.0565252897304,4099.529835566258
5,19,2015.291295471955,3288.018776121554
5,20,1566.0371763391656,3612.900704807136
5,21,2146.57562984573,4213.531689870368
5,22,2212.214796852387,4091.7190505140616
5,23,1535.5129359949765,4776.791389777243
5,24,1931.9626586255579,3877.654502775487
5,25,2083.208386805442,3981.5606424795333
5,26,1802.5862333402956,3432.7186454218254
5,27,1972.838020210995,4389.7593855884925
5,28,1689.8532399665175,4221.587916651795
5,29,1599.5061886278115,4305.233012823999
5,30,1884.3672116352752,4257.884002135374
5,31,1951.3078624316865,3976.306027223729
5,32,2011.2024162611472,4220.117596679868
5,33,1792.9406853175237,4461.727334053086
5,34,1407.0994827751354,3918.2770583658976
5,35,1497.4538401761042,5408.293538119527
5,36,1703.6236846871568,3483.022196708384
5,37,1906.5183458270992,4077.534421924169
5,38,2299.5681486450685,4998.143605399682
5,39,1939.8354088149183,3789.4526507952482
5,40,1828.8851754355235,4206.470173078282
5,41,1684.8150144393976,3438.4496971953904
5,42,1906.378379148604,5068.209215776755
5,43,1860.9959773237226,5521.537802471742
5,44,1881.2982238083132,4265.954640730408
5,45,2493.040022238508,5123.157507298681
5,46,1870.0814025248922,4047.6474524352816
5,47,1775.2124954304522,3601.978203075767
5,48,2159.5042146537667,3581.0265174835804
5,49,2128.196740438237,6183.7958128719665
5,50,2061.538525687072,3696.095113755712
5,51,1683.7884273940629,3993.9054977223623
5,52,2122.8014563856573,4029.711541111958
5,53,2408.689099232619,4197.619901272156
5,54,1673.0887231867696,3078.5340592406033
5,55,1895.5941905064847,3879.9248151502948
5,56,1675.6522688128096,4555.3344720386085
5,57,1573.0628075506222,4575.405181750145
5,58,2378.165247800763,3921.5558392921203
5,59,2803.4309506395275,3828.7130640378355
5,60,2152.7642317781147,4162.1729393885125
5,61,2147.2539424187066,3904.0955088510914
